ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
340382,1,1,0,0,0,0,0,0,0,0,0,0
340383,0,1,0,0,0,0,0,0,0,0,0,0
340383,1,1,0,0,0,0,0,0,0,0,0,0
340384,1,1,0,0,0,0,0,0,0,0,0,0
340384,2,1,0,0,0,0,0,0,0,0,0,0
340385,1,1,0,0,0,0,0,0,0,0,0,0
340386,0,1,0,0,0,0,0,0,0,0,0,0
340386,1,1,0,0,6,0,0,0,0,0,0,15
340387,1,1,14,14,14,14,14,14,14,14,14,14
340388,1,1,13,13,13,13,13,13,13,13,13,13
340389,0,1,0,0,0,0,0,0,0,0,0,0
340389,1,1,9,0,0,0,0,0,0,0,0,0
340390,1,1,13,0,0,0,0,0,0,0,0,0
340391,1,1,0,0,0,0,0,0,0,0,0,0
340391,2,1,0,0,0,0,0,0,0,0,0,0
340392,1,1,9,9,9,9,9,9,9,9,9,9
340392,2,1,0,0,0,0,0,0,0,0,0,0
340393,1,1,0,0,0,0,0,0,0,0,0,0
340393,2,1,31,5,0,0,27,0,0,28,0,0
340394,0,1,0,0,0,0,0,0,0,0,0,0
340394,2,1,0,0,4,0,0,0,0,0,0,0
340395,0,1,0,0,0,0,0,0,0,0,0,0
340395,1,1,0,0,0,0,0,0,0,0,0,0
340396,1,1,0,0,0,0,0,0,0,0,0,0
340398,0,1,0,0,0,0,0,0,0,0,0,0
340398,1,1,0,9,0,0,0,0,0,0,17,0
340399,0,1,0,0,0,0,0,0,0,0,0,0
340399,1,1,0,0,0,0,0,0,0,0,0,0
340400,1,1,11,11,11,11,11,11,11,11,11,11
340401,1,1,0,0,0,0,0,0,0,0,0,0
340401,2,1,0,0,0,0,0,0,0,0,0,0
340402,0,1,3,0,8,0,0,0,25,13,0,0
340402,0,2,0,0,0,0,0,0,0,0,0,0
340402,1,1,0,0,0,0,0,0,0,0,0,0
340403,1,1,0,0,0,0,0,0,0,0,0,0
340403,2,1,0,0,0,0,0,0,0,0,0,0
340404,1,1,21,21,21,21,21,21,21,21,21,21
340405,1,1,0,0,0,0,0,0,0,0,0,0
340405,2,1,0,0,0,0,0,0,0,0,0,0
340406,1,1,9,9,9,9,9,9,9,9,9,9
340407,0,1,0,0,0,0,0,0,0,0,0,0
340407,0,2,8,0,0,26,0,21,0,24,0,0
340407,1,1,0,0,16,0,15,0,0,0,0,0
340408,1,1,0,0,0,0,0,0,0,0,0,0
340409,1,1,0,0,0,0,0,0,0,0,0,0
340409,2,1,0,0,0,0,0,0,0,0,0,0
340410,1,1,0,0,0,0,0,0,0,0,0,0
340411,1,1,0,0,0,0,0,0,0,0,0,0
340411,2,1,0,0,0,0,0,0,0,0,0,0
340412,1,1,0,0,0,0,0,0,0,0,0,0
340413,1,1,1,1,1,1,1,1,1,1,1,1
340413,2,1,0,0,0,0,0,0,0,0,0,0
340413,3,1,0,0,17,0,0,0,0,14,0,0
340414,1,1,0,10,0,0,0,0,0,18,0,11
340414,2,1,0,0,0,0,0,0,0,0,0,0
340415,1,1,0,0,0,0,0,0,0,0,0,0
340416,1,1,0,0,0,0,0,0,0,0,0,0
340417,1,1,0,0,30,0,0,0,0,0,0,0
340417,2,1,0,0,0,0,0,0,0,0,0,0
340417,3,1,0,0,0,0,0,0,0,0,0,0
340417,4,1,0,0,0,0,0,0,0,0,0,0
340418,0,1,0,0,0,21,0,38,31,0,11,0
340418,1,1,0,0,0,0,0,0,0,0,0,0
340419,0,1,0,0,0,0,0,0,0,0,0,0
340419,1,1,0,0,0,0,0,0,0,0,0,0
340420,1,1,0,0,0,0,0,0,0,0,0,0
340420,2,1,0,0,4,0,0,0,0,0,0,0
340421,1,1,0,0,0,0,0,0,0,0,0,0
340422,1,1,12,12,12,12,12,12,12,12,12,12
340422,2,1,0,0,0,0,0,0,0,0,0,0
340423,1,1,16,16,16,16,16,16,16,16,16,16
340424,0,1,0,0,0,0,0,0,0,0,0,0
340424,1,1,0,0,0,0,0,0,0,0,0,0
340425,1,1,0,0,0,0,0,0,0,0,0,0
340425,2,1,0,0,0,0,0,0,0,0,0,0
340426,0,1,0,0,0,0,0,0,0,0,0,0
340426,1,1,0,0,0,0,25,0,0,0,0,0
340427,1,1,0,0,0,0,0,0,0,0,0,0
340427,2,1,0,0,0,0,0,0,0,0,0,0
340428,1,1,0,0,0,11,9,0,0,15,0,17
340428,2,1,0,29,20,15,15,7,0,0,0,22
340428,3,1,0,0,0,13,0,0,15,4,36,0
340429,1,1,0,0,0,0,20,11,0,0,0,0
340429,2,1,0,0,0,0,0,0,0,0,0,9
340430,1,1,0,0,1,0,0,0,16,0,0,0
340430,2,1,16,0,0,9,18,0,0,3,0,4
340431,0,1,0,0,0,0,0,0,0,0,0,0
340431,1,1,0,0,0,0,0,0,0,0,0,0
340432,0,1,21,21,21,21,21,21,21,21,21,21
340432,1,1,0,0,0,0,0,0,0,0,0,0
340433,1,1,0,0,0,0,0,0,0,0,0,0
340434,0,1,7,7,7,7,7,7,7,7,7,7
340434,1,1,0,0,0,0,0,0,0,0,0,0
340435,0,1,11,11,11,11,11,11,11,11,11,11
340435,1,1,0,0,0,0,0,0,0,0,0,0
340436,1,1,0,0,0,0,0,0,0,0,0,0
340436,2,1,0,0,0,0,0,0,0,0,0,0
340436,3,1,0,0,0,7,0,0,0,0,0,0
340437,1,1,0,0,0,0,0,0,0,0,0,0
340437,2,1,0,0,0,0,0,0,0,0,0,0
340438,1,1,0,0,0,0,0,0,0,0,0,0
340438,2,1,0,0,0,0,0,0,0,0,0,0
340439,0,1,0,0,0,0,0,0,0,0,0,0
340439,1,1,0,0,26,0,0,0,0,0,0,0
340440,0,1,0,0,0,0,0,0,0,0,0,0
340440,0,2,0,23,0,0,0,21,0,0,17,0
340440,0,3,0,0,0,0,0,0,0,0,0,0
340440,0,4,0,0,0,0,0,0,0,0,0,0
340440,1,1,0,0,20,0,0,0,0,0,15,0
340441,1,1,0,0,0,0,0,0,0,0,0,0
340441,2,1,10,0,0,0,0,0,0,0,0,0
340442,1,1,8,8,8,8,8,8,8,8,8,8
340442,2,1,16,16,16,16,16,16,16,16,16,16
340443,1,1,0,0,0,0,0,0,0,0,0,0
340444,0,1,0,0,0,0,0,0,0,0,0,0
340444,1,1,0,0,0,0,0,0,0,0,0,0
340445,1,1,0,0,0,0,0,0,0,0,0,0
340446,0,1,24,24,24,24,24,24,24,24,24,24
340446,1,1,0,0,0,0,0,0,0,17,8,19
340447,0,1,18,18,18,18,18,18,18,18,18,18
340447,0,2,21,0,0,14,35,11,7,9,10,5
340447,0,3,0,11,0,18,0,26,0,24,39,0
340447,1,1,0,3,0,0,12,9,0,0,25,19
340448,0,1,21,0,9,36,0,0,0,21,0,0
340448,1,1,0,0,0,0,0,0,0,0,0,0
340449,1,1,0,0,0,0,0,0,0,0,0,0
340450,1,1,0,0,0,0,0,0,0,0,0,0
340450,2,1,14,14,14,14,14,14,14,14,14,14
340451,1,1,0,0,0,0,0,0,0,0,0,0
340452,1,1,0,0,0,0,28,0,12,20,0,0
340452,2,1,0,0,0,0,0,0,0,0,0,0
340453,1,1,0,0,0,0,0,0,0,0,0,0
340454,1,1,12,19,27,0,0,13,5,0,7,0
340455,1,1,0,0,0,0,0,0,0,0,0,0
340456,1,1,0,0,0,0,0,0,0,0,0,0
340456,2,1,0,0,0,0,0,0,0,0,0,0
340457,0,1,0,0,0,0,0,0,0,0,0,0
340457,1,1,0,0,0,0,0,0,0,0,0,0
340458,1,1,0,0,0,0,0,0,0,0,0,0
340458,2,1,0,0,0,0,0,0,0,0,0,0
340459,1,1,0,0,0,0,0,0,0,0,0,0
340459,2,1,1,1,1,1,1,1,1,1,1,1
340461,0,1,18,0,27,0,0,0,0,0,0,0
340461,1,1,0,0,0,0,0,0,0,0,0,0
340462,0,1,0,0,0,0,0,0,0,0,0,0
340462,1,1,0,0,0,0,0,0,0,10,0,0
340462,2,1,0,0,0,0,0,0,0,0,15,0
340463,0,1,26,26,26,26,26,26,26,26,26,26
340463,1,1,0,0,0,0,0,0,0,0,0,0
340464,0,1,0,0,0,0,0,0,0,0,0,0
340464,1,1,13,12,25,0,0,0,0,17,0,34
340465,1,1,0,7,0,0,0,0,0,0,21,0
340466,0,1,0,0,0,0,0,0,0,0,0,0
340466,1,1,0,0,0,0,0,0,0,0,0,0
340467,0,1,0,0,0,0,0,0,0,17,0,0
340467,1,1,0,0,0,0,0,0,0,0,0,0
340468,0,1,28,28,28,28,28,28,28,28,28,28
340468,1,1,0,0,0,0,0,0,0,0,0,0
340469,0,1,8,8,8,8,8,8,8,8,8,8
340469,1,1,25,25,25,25,25,25,25,25,25,25
340470,1,1,0,0,0,0,0,0,0,0,0,0
340471,0,1,0,0,0,0,0,0,0,0,0,0
340471,0,2,21,21,21,21,21,21,21,21,21,21
340471,1,1,0,0,0,0,10,0,0,0,0,0
340472,1,1,0,0,0,6,0,0,0,0,0,0
340472,2,1,0,0,0,0,0,0,0,0,0,0
340473,0,1,0,0,0,0,0,0,0,0,0,0
340473,1,1,0,0,0,0,0,0,0,0,0,0
340474,0,1,0,0,0,0,0,0,0,38,0,0
340474,1,1,0,0,0,0,0,0,0,0,0,0
340475,1,1,0,0,0,0,0,0,0,0,0,0
340475,2,1,22,22,22,22,22,22,22,22,22,22
340476,0,1,29,22,0,0,0,0,0,0,0,0
340476,0,2,37,0,0,12,0,0,0,39,0,0
340476,1,1,0,0,0,0,0,0,0,0,0,0
340477,1,1,0,0,0,0,0,0,0,0,0,0
340478,0,1,19,19,19,19,19,19,19,19,19,19
340478,1,1,0,0,0,0,0,0,0,0,0,0
340479,1,1,18,18,18,18,18,18,18,18,18,18
340479,2,1,10,10,10,10,10,10,10,10,10,10
340480,1,1,15,15,15,15,15,15,15,15,15,15
340481,0,1,0,0,0,0,0,0,0,0,0,0
340481,1,1,18,18,18,18,18,18,18,18,18,18
340482,0,1,0,0,0,0,0,0,0,0,0,0
340482,0,2,0,0,0,0,0,0,0,0,0,0
340482,0,3,0,0,0,0,0,0,0,0,22,0
340482,1,1,0,0,12,19,0,0,0,0,12,0
340483,0,1,2,2,2,2,2,2,2,2,2,2
340483,1,1,30,0,0,0,2,0,0,0,19,0
340484,0,1,0,0,0,0,0,0,0,0,0,0
340484,1,1,0,0,0,0,0,0,0,0,0,0
340485,1,1,19,19,19,19,19,19,19,19,19,19
340485,2,1,0,0,0,0,0,0,0,0,0,0
340486,1,1,0,0,0,0,0,0,0,0,0,0
340486,2,1,0,0,0,0,0,0,0,0,0,0
340487,1,1,0,0,0,0,0,0,0,0,0,0
340487,2,1,0,0,0,0,0,0,0,0,0,0
340488,0,1,0,0,0,0,0,0,0,0,0,0
340488,1,1,0,0,0,0,0,0,14,0,0,0
340489,0,1,19,19,19,19,19,19,19,19,19,19
340489,1,1,0,0,0,0,0,9,0,0,0,0
340490,1,1,0,0,0,0,0,0,0,0,0,0
340490,2,1,0,18,20,0,0,0,0,0,0,14
340492,0,1,0,0,0,0,0,0,0,0,0,0
340492,1,1,0,0,0,0,0,0,19,0,0,0
340493,1,1,6,6,6,6,6,6,6,6,6,6
340493,2,1,15,0,14,0,0,0,0,0,0,0
340494,1,1,8,15,5,17,13,11,15,0,19,16
340495,0,1,5,32,0,19,23,0,0,27,0,0
340495,1,1,0,0,0,0,0,0,0,0,0,0
340496,1,1,13,5,14,0,32,18,0,0,12,0
340497,0,1,29,29,29,29,29,29,29,29,29,29
340497,1,1,0,0,0,0,0,0,0,0,0,0
340498,0,1,0,0,0,0,0,0,0,0,0,0
340498,1,1,0,0,0,0,0,0,0,0,0,0
340499,1,1,0,0,0,0,0,0,25,22,0,0
340499,2,1,0,0,0,0,0,0,0,0,0,0
340500,1,1,44,44,44,44,44,44,44,44,44,44
340501,1,1,0,0,0,0,0,0,0,0,0,0
340501,2,1,0,0,0,0,0,0,0,0,0,0
340502,1,1,5,0,0,0,0,0,16,0,0,5
340502,2,1,0,0,0,0,0,0,12,0,0,10
340503,1,1,0,0,0,0,0,0,0,0,0,0
340504,0,1,0,0,0,0,0,0,0,0,0,0
340504,1,1,0,0,0,0,0,0,0,0,0,0
340505,0,1,0,0,0,0,0,0,0,0,0,0
340505,1,1,0,0,0,6,10,0,0,0,0,0
340505,2,1,0,0,0,0,0,0,0,0,0,0
340506,0,1,18,18,18,18,18,18,18,18,18,18
340506,1,1,0,0,0,0,0,0,9,0,0,0
340506,2,1,0,0,0,0,0,0,0,0,0,0
340507,1,1,0,0,0,0,0,0,0,0,0,0
340508,0,1,0,25,0,17,0,38,18,18,0,0
340508,1,1,0,0,0,0,15,0,0,0,0,0
340509,1,1,0,0,0,0,0,0,0,0,0,0
340510,0,1,0,0,0,0,0,0,0,0,0,0
340510,0,2,0,0,0,17,0,0,24,0,0,19
340510,1,1,0,0,0,0,0,0,0,0,0,0
340511,0,1,4,44,0,0,0,0,0,12,0,0
340511,1,1,0,0,12,0,0,19,0,0,0,9
340512,1,1,0,0,0,0,0,0,0,0,0,0
340512,2,1,18,18,18,18,18,18,18,18,18,18
340513,0,1,25,25,25,25,25,25,25,25,25,25
340513,1,1,0,13,0,0,0,0,0,0,0,5
340514,1,1,0,23,0,0,0,0,0,0,0,27
340514,2,1,0,0,0,0,0,0,0,0,0,0
340515,1,1,14,14,14,14,14,14,14,14,14,14
340516,1,1,24,24,24,24,24,24,24,24,24,24
340517,0,1,23,23,23,23,23,23,23,23,23,23
340517,1,1,0,0,9,2,0,18,0,10,0,0
340518,0,1,0,0,31,0,0,0,19,0,19,0
340518,1,1,0,0,0,0,0,7,0,0,0,0
340519,0,1,0,0,0,0,0,0,0,0,0,0
340519,1,1,0,0,0,0,0,0,0,0,0,0
340520,0,1,0,0,0,0,0,0,0,0,0,0
340520,1,1,0,0,0,0,0,0,0,0,0,0
340521,0,1,0,0,0,0,0,0,0,0,0,0
340521,1,1,0,0,0,0,0,0,0,0,0,0
340522,1,1,0,0,0,0,0,0,0,0,0,0
340522,2,1,0,0,0,0,0,0,0,22,0,0
340523,1,1,0,0,0,0,0,0,0,0,0,0
340524,1,1,0,0,0,0,0,0,0,0,0,0
340525,1,1,1,1,1,1,1,1,1,1,1,1
340526,1,1,0,15,0,0,13,0,0,0,18,0
340527,1,1,0,0,0,0,0,0,0,0,0,0
340527,2,1,0,0,5,0,0,0,0,17,0,0
340527,3,1,0,0,0,0,0,0,0,0,0,0
340528,1,1,0,0,0,0,0,0,0,0,0,0
340528,2,1,0,0,0,0,0,0,0,0,0,0
340529,0,1,9,10,0,0,0,0,0,29,0,19
340529,1,1,0,0,0,0,0,0,0,0,0,0
340530,0,1,14,14,14,14,14,14,14,14,14,14
340530,1,1,0,0,0,0,0,0,0,0,0,0
340530,2,1,0,0,0,0,0,0,0,0,16,0
340530,3,1,5,10,0,0,0,15,0,42,19,0
340530,4,1,0,0,0,0,36,18,0,0,29,29
340531,0,1,0,0,0,0,0,0,0,0,0,21
340531,1,1,0,0,0,0,0,0,0,0,0,0
340532,1,1,20,20,20,20,20,20,20,20,20,20
350001,1,1,17,17,17,17,17,17,17,17,17,17
350002,1,1,16,16,16,16,16,16,16,16,16,16
350003,1,1,30,30,30,30,30,30,30,30,30,30
350004,1,1,0,0,0,0,0,0,0,0,0,0
350005,0,1,21,21,21,21,21,21,21,21,21,21
350005,1,1,0,0,0,0,0,0,0,0,0,0
350006,0,1,28,28,28,28,28,28,28,28,28,28
350006,1,1,13,13,13,13,13,13,13,13,13,13
350007,1,1,21,21,21,21,21,21,21,21,21,21
350007,2,1,0,0,0,0,0,0,0,0,0,0
350008,0,1,32,32,32,32,32,32,32,32,32,32
350008,1,1,0,0,0,0,0,0,0,0,0,0
350009,1,1,21,21,21,21,21,21,21,21,21,21
350010,1,1,0,0,0,0,0,0,0,0,0,0
350010,2,1,0,0,0,0,0,0,0,0,0,0
350011,1,1,16,16,16,16,16,16,16,16,16,16
350012,1,1,11,11,11,11,11,11,11,11,11,11
350013,0,1,0,0,0,0,0,14,0,0,15,0
350013,1,1,0,0,0,0,0,0,0,0,0,0
350014,1,1,0,0,0,0,6,11,0,0,0,0
350014,2,1,0,0,0,0,0,0,0,0,0,0
350015,1,1,16,16,16,16,16,16,16,16,16,16
350015,2,1,0,0,0,0,0,0,0,0,0,0
350016,1,1,0,0,0,0,0,0,0,0,30,14
350016,2,1,18,18,18,18,18,18,18,18,18,18
350017,1,1,1,1,1,1,1,1,1,1,1,1
350017,2,1,0,0,0,0,0,0,0,0,0,0
350019,0,1,0,0,0,0,0,0,0,0,0,14
350019,1,1,0,0,0,0,0,0,0,0,14,0
350020,1,1,0,0,0,0,0,0,0,0,0,0
350021,1,1,0,0,0,0,0,0,0,0,0,0
350022,0,1,20,20,20,20,20,20,20,20,20,20
350022,1,1,0,0,0,0,0,0,0,0,0,0
350023,0,1,28,28,28,28,28,28,28,28,28,28
350023,1,1,14,0,0,41,0,0,0,0,0,22
350024,1,1,0,0,0,0,0,0,0,0,0,0
350025,1,1,0,0,0,0,0,0,0,0,0,0
350026,1,1,0,0,0,0,0,0,0,0,0,0
350026,2,1,0,0,0,0,0,0,0,0,0,0
350027,1,1,0,0,0,0,0,0,0,0,0,0
350028,1,1,21,0,18,0,0,0,0,19,0,0
350029,1,1,15,15,15,15,15,15,15,15,15,15
350030,1,1,14,0,26,0,0,0,0,15,0,0
350031,1,1,0,0,0,0,0,0,0,0,0,0
350031,2,1,0,0,0,0,0,0,0,0,0,0
350031,3,1,0,0,0,0,0,0,0,0,0,0
350031,4,1,0,0,0,0,0,0,0,0,0,0
350031,5,1,0,0,0,0,0,0,0,0,0,0
350031,6,1,0,0,0,0,0,0,0,0,0,0
350031,7,1,27,27,0,0,0,0,0,0,0,0
350032,1,1,0,0,0,0,0,0,10,0,0,2
350033,1,1,22,22,22,22,22,22,22,22,22,22
350034,1,1,0,0,0,0,0,0,0,0,0,0
350035,1,1,0,14,0,25,8,0,0,5,17,16
350036,1,1,0,0,0,0,0,0,0,0,0,0
350037,0,1,38,38,38,38,38,38,38,38,38,38
350037,1,1,27,0,0,0,0,0,0,0,0,7
350038,1,1,0,23,0,13,13,0,0,0,0,10
350039,1,1,0,0,0,0,0,0,0,0,0,0
350040,1,1,0,0,0,0,0,0,0,0,0,0
350041,1,1,22,22,22,22,22,22,22,22,22,22
350042,1,1,0,0,0,0,0,0,0,0,0,0
350043,1,1,22,22,22,22,22,22,22,22,22,22
350043,2,1,0,0,5,0,0,0,0,12,0,0
350044,1,1,0,0,0,0,0,0,0,0,0,0
350044,2,1,14,14,14,14,14,14,14,14,14,14
350046,1,1,0,0,0,0,0,0,0,0,0,0
350046,2,1,0,0,0,0,0,0,0,0,0,0
350047,0,1,0,0,0,0,0,0,0,19,0,0
350047,1,1,12,14,4,30,18,11,18,0,14,26
350048,1,1,0,0,0,0,0,0,0,0,0,0
350048,2,1,0,0,0,0,0,0,0,0,0,0
350049,0,1,25,25,25,25,25,25,25,25,25,25
350049,1,1,0,0,0,0,0,0,0,0,0,0
350050,0,1,21,21,21,21,21,21,21,21,21,21
350050,1,1,0,0,0,0,0,0,0,11,0,0
350051,1,1,0,0,12,0,16,0,0,0,0,0
350051,2,1,0,0,0,0,0,0,0,0,0,0
350052,1,1,17,17,17,17,17,17,17,17,17,17
350052,2,1,23,23,23,23,23,23,23,23,23,23
350053,1,1,0,0,0,0,0,0,0,0,0,0
350054,1,1,0,0,0,0,0,0,0,0,0,0
350055,0,1,0,0,0,0,0,0,0,0,0,0
350055,1,1,0,0,11,0,0,15,0,9,8,14
350056,1,1,21,21,21,21,21,21,21,21,21,21
350056,2,1,0,0,0,0,0,0,0,0,0,0
350057,1,1,0,0,0,0,0,0,0,0,0,0
350057,2,1,0,0,0,0,0,0,0,0,0,0
350058,1,1,0,0,0,0,0,0,0,0,0,0
350058,2,1,0,0,0,0,0,0,0,0,0,0
350059,1,1,0,19,19,13,19,13,18,0,0,0
350060,1,1,23,28,8,29,30,20,7,19,16,16
350061,1,1,11,0,0,21,8,19,21,0,30,0
350061,2,1,11,8,20,24,14,3,0,7,0,6
350062,1,1,0,0,0,0,0,0,0,0,0,0
350063,1,1,15,15,15,15,15,15,15,15,15,15
350064,1,1,37,37,37,37,37,37,37,37,37,37
350065,1,1,0,0,0,0,0,0,0,0,0,0
350066,1,1,0,0,16,11,0,0,0,20,15,11
350066,2,1,0,0,0,0,0,0,0,0,0,0
350067,0,1,17,17,17,17,17,17,17,17,17,17
350067,1,1,0,0,0,0,0,0,0,0,0,0
350068,1,1,26,5,11,4,0,0,10,0,12,14
350068,2,1,0,0,0,6,0,0,0,15,0,0
350068,3,1,0,14,12,0,0,0,0,0,0,0
350069,1,1,0,0,0,0,0,0,0,0,0,0
350069,2,1,0,0,0,0,0,0,0,0,0,0
350070,0,1,14,14,14,14,14,14,14,14,14,14
350070,1,1,0,0,0,0,0,0,0,0,0,0
350071,1,1,0,0,0,0,0,0,0,0,0,0
350071,2,1,0,0,0,0,0,8,0,0,0,0
350072,1,1,0,0,0,0,0,0,0,0,0,0
350072,2,1,0,0,0,0,0,0,0,0,0,0
350072,3,1,0,0,0,0,0,0,0,0,0,0
350072,4,1,0,0,0,0,0,0,0,0,0,0
350072,5,1,0,0,0,0,0,0,0,0,0,0
350073,1,1,0,0,0,0,0,0,0,0,0,0
350073,2,1,0,0,0,0,0,0,0,0,0,0
350074,1,1,21,21,21,21,21,21,21,21,21,21
350074,2,1,13,0,0,13,0,0,15,0,10,0
350075,1,1,22,22,22,22,22,22,22,22,22,22
350076,1,1,0,0,0,0,0,0,0,0,0,0
350076,2,1,0,0,0,0,0,0,0,0,0,0
350077,1,1,0,0,0,0,0,0,0,0,0,0
350078,1,1,0,0,0,0,0,0,0,0,0,0
350079,1,1,0,0,0,0,27,0,0,0,15,0
350080,1,1,23,6,19,33,18,6,21,15,14,12
350081,1,1,0,0,0,0,0,0,22,0,0,0
350081,2,1,0,0,0,0,0,0,0,0,0,0
350082,1,1,0,14,0,0,0,0,0,0,0,0
350082,2,1,0,0,0,0,0,0,0,0,0,0
350083,1,1,12,0,24,0,0,0,0,31,0,0
350084,1,1,0,0,0,0,0,0,0,0,0,0
350085,0,1,0,0,0,0,0,0,0,0,0,0
350085,1,1,0,0,0,0,30,0,0,0,0,0
350086,0,1,24,24,24,24,24,24,24,24,24,24
350086,1,1,7,0,0,0,0,0,0,0,10,0
350087,1,1,0,0,0,0,0,0,0,0,0,0
350087,2,1,0,0,0,0,0,0,0,0,0,0
350088,1,1,0,0,0,0,0,0,0,0,0,0
350089,0,1,34,34,34,34,34,34,34,34,34,34
350089,1,1,0,19,0,0,0,0,0,0,0,0
350090,1,1,0,0,0,0,0,0,0,0,0,0
350090,2,1,0,0,0,0,0,0,0,0,11,0
350090,3,1,0,0,25,0,0,0,0,0,0,0
350090,4,1,0,0,0,0,16,0,0,0,19,0
350090,5,1,0,0,0,0,0,0,0,0,0,0
350091,1,1,0,0,0,0,0,0,0,0,0,0
350091,2,1,0,0,0,0,0,0,0,0,0,0
350091,3,1,0,0,0,0,0,0,0,0,0,0
350092,1,1,0,0,0,0,0,0,0,0,0,0
350093,1,1,0,0,0,0,0,0,0,0,0,0
350094,1,1,0,0,0,0,0,0,0,25,0,0
350095,1,1,0,0,0,0,0,0,0,0,0,0
350095,2,1,0,0,0,0,0,0,0,0,0,0
350096,1,1,0,0,0,0,0,0,0,0,0,0
350097,1,1,26,26,26,26,26,26,26,26,26,26
350098,1,1,4,4,4,4,4,4,4,4,4,4
350098,2,1,3,3,3,3,3,3,3,3,3,3
350099,1,1,0,0,0,0,0,0,0,0,0,0
350100,1,1,0,0,0,0,0,0,0,0,0,0
350101,1,1,19,19,19,19,19,19,19,19,19,19
350102,1,1,0,0,0,0,0,0,0,0,0,0
350103,1,1,26,26,26,26,26,26,26,26,26,26
350104,1,1,1,1,1,1,1,1,1,1,1,1
350104,2,1,0,0,0,0,0,0,0,0,0,0
350105,1,1,0,0,0,0,0,0,0,0,0,0
350105,2,1,0,0,0,0,0,0,0,0,0,0
350106,1,1,0,0,0,0,0,0,0,0,0,0
350106,2,1,0,0,0,0,0,0,0,0,0,0
350107,0,1,17,17,17,17,17,17,17,17,17,17
350107,1,1,0,0,0,0,0,0,0,0,0,0
350108,1,1,0,0,0,0,0,0,0,0,0,0
350109,1,1,23,23,23,23,23,23,23,23,23,23
350110,1,1,0,0,0,0,0,0,0,0,0,0
350110,2,1,9,12,7,30,8,17,0,16,18,13
350111,1,1,0,0,0,0,0,0,0,0,0,0
350111,2,1,0,0,0,0,0,0,0,0,0,0
350112,1,1,15,15,15,15,15,15,15,15,15,15
350113,1,1,20,20,20,20,20,20,20,20,20,20
350114,0,1,17,17,17,17,17,17,17,17,17,17
350114,1,1,0,8,0,0,0,0,0,0,0,0
350114,2,1,5,0,0,0,0,0,0,0,8,0
350115,1,1,0,0,0,0,0,0,0,0,0,0
350116,0,1,5,0,0,0,0,0,37,5,0,0
350116,1,1,15,15,15,15,15,15,15,15,15,15
350117,1,1,0,0,0,0,0,0,0,0,0,0
350118,0,1,0,0,0,0,0,0,0,0,0,0
350118,1,1,0,0,0,0,0,0,0,0,0,0
350119,1,1,11,11,11,11,11,11,11,11,11,11
350120,1,1,0,0,0,0,0,0,0,0,0,0
350121,1,1,0,0,0,0,8,0,0,0,0,0
350122,1,1,0,0,0,0,0,0,0,0,0,0
350123,1,1,0,0,0,0,0,0,0,0,0,0
350124,1,1,0,0,0,0,0,0,0,0,0,0
350125,1,1,7,7,7,7,7,7,7,7,7,7
350125,2,1,0,0,0,0,0,0,0,0,0,0
350126,1,1,20,20,20,20,20,20,20,20,20,20
350126,2,1,0,0,0,0,0,10,0,0,0,0
350127,1,1,13,13,13,13,13,13,13,13,13,13
350128,1,1,1,1,1,1,1,1,1,1,1,1
350128,2,1,0,0,0,0,0,0,0,0,0,0
350128,3,1,0,0,0,0,0,0,0,0,0,0
350129,1,1,0,0,0,0,0,0,0,0,0,0
350129,2,1,0,17,0,0,0,0,0,0,0,0
350130,1,1,17,17,17,17,17,17,17,17,17,17
350131,1,1,0,0,0,0,0,0,0,0,0,8
350132,1,1,0,0,0,0,0,0,0,0,0,0
350133,1,1,0,0,28,0,0,0,0,0,0,0
350133,2,1,0,0,0,0,0,0,0,0,0,0
350134,0,1,0,0,0,0,0,0,0,0,0,0
350134,1,1,0,0,10,0,0,0,15,0,8,0
350135,0,1,0,0,15,0,0,0,0,0,0,0
350135,1,1,0,0,0,0,0,0,0,26,0,0
350136,1,1,14,0,20,23,17,10,18,14,12,0
350136,2,1,0,0,0,0,0,0,0,0,0,0
350137,0,1,0,0,0,0,0,0,0,0,0,0
350137,1,1,4,7,0,9,9,0,17,0,12,16
350138,0,1,0,0,0,0,0,0,0,0,0,0
350138,1,1,4,6,9,22,22,8,27,14,0,14
350139,1,1,6,13,20,0,11,0,12,7,12,0
350140,1,1,15,0,0,0,24,0,0,13,0,0
350141,0,1,0,0,0,0,0,0,0,0,0,0
350141,1,1,0,0,0,0,0,0,0,0,0,0
350142,0,1,0,0,0,0,0,0,0,0,0,0
350142,1,1,13,8,24,0,17,7,0,0,11,0
350143,0,1,22,22,22,22,22,22,22,22,22,22
350143,1,1,0,0,0,0,0,0,0,0,0,0
350144,0,1,0,0,0,0,0,0,0,0,0,0
350144,1,1,0,0,0,0,0,0,19,0,0,0
350145,0,1,40,40,40,40,40,40,40,40,40,40
350145,0,2,22,22,22,22,22,22,22,22,22,22
350145,1,1,0,0,17,0,0,0,0,25,0,0
350146,0,1,0,0,0,0,0,0,0,0,0,0
350146,1,1,0,0,0,0,0,0,0,0,0,0
350149,1,1,0,0,0,0,0,0,0,0,0,0
350150,1,1,0,0,0,0,0,0,0,0,0,0
