YEAR,STATE,ST_CASE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY
2015,27,270222,53,2,1,5,2,2,1,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270223,145,1,1,5,1,2,1,1,3,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2
2015,27,270224,93,2,1,5,1,2,1,2,5,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2
2015,27,270225,171,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270226,7,1,1,5,1,2,1,2,5,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,27,270227,79,2,1,5,2,2,4,2,6,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270228,151,1,1,5,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270229,7,1,1,5,2,2,4,2,6,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2
2015,27,270230,13,1,1,5,2,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2
2015,27,270231,41,1,1,5,1,2,4,2,4,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270232,171,1,1,5,2,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270233,145,1,1,5,1,2,4,2,6,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270234,163,1,1,5,2,2,4,1,3,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270235,67,1,1,5,1,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270236,141,1,1,5,2,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270237,123,1,1,5,2,1,1,2,1,3,5,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2
2015,27,270238,45,1,1,5,1,2,1,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2
2015,27,270239,45,1,1,5,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270240,123,1,1,5,2,2,1,1,4,1,3,1,2,3,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,27,270241,109,1,1,5,1,2,1,2,6,2,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2
2015,27,270242,95,2,1,5,1,2,1,1,3,1,4,1,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2,2,2
2015,27,270243,163,1,1,5,2,2,4,2,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270244,1,1,1,5,1,2,1,2,3,2,3,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270245,3,1,1,5,1,2,4,2,4,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270246,61,2,1,5,1,2,1,2,4,2,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270247,145,1,1,5,1,2,1,2,4,2,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,2,1,2
2015,27,270248,59,1,1,5,2,2,1,2,6,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,27,270249,115,1,1,5,2,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270250,97,2,1,5,1,2,1,1,5,1,4,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270251,147,1,1,5,1,2,1,1,5,1,4,1,1,2,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,27,270252,163,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270253,159,1,1,5,1,2,1,1,6,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270254,63,1,1,5,1,2,4,2,5,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270255,37,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270256,53,1,1,5,2,1,1,2,1,3,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2
2015,27,270257,137,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,1,2
2015,27,270258,71,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270259,3,1,1,5,2,2,1,2,6,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,27,270260,137,1,1,5,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270261,13,1,1,5,2,2,1,1,3,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270262,13,1,1,5,1,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270263,59,2,1,5,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270264,9,1,1,5,2,2,1,1,3,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,27,270266,119,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270267,153,1,1,5,1,2,1,1,5,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2
2015,27,270268,109,1,1,5,2,2,1,2,3,2,2,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270269,119,1,1,5,1,2,1,2,5,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,27,270270,29,1,1,5,1,2,1,2,5,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,27,270271,137,1,1,5,2,2,2,2,4,2,1,1,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,27,270272,111,1,1,5,2,2,1,2,6,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270273,57,1,1,5,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2
2015,27,270274,139,1,1,5,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270275,97,1,1,5,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2
2015,27,270276,123,1,1,5,2,2,1,1,5,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270277,55,1,1,5,1,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270278,53,1,1,5,2,2,1,1,3,1,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2
2015,27,270279,123,1,1,5,2,1,4,2,1,3,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270280,53,1,1,5,2,2,4,2,6,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270281,129,1,1,5,1,2,4,2,5,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270282,9,1,1,5,1,2,1,2,5,3,2,1,1,3,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,27,270283,27,2,1,5,1,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270284,53,1,1,5,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270285,165,1,1,5,1,2,1,2,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270286,115,1,1,5,1,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270287,173,1,1,5,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270288,3,1,1,5,2,2,1,2,3,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270289,91,1,1,5,1,2,1,1,5,1,4,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270291,95,1,1,5,1,2,1,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270292,163,1,1,5,2,2,1,1,4,1,4,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270293,3,1,1,5,1,2,1,2,5,2,3,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,27,270294,53,1,1,5,1,2,1,2,2,3,7,2,2,3,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270295,137,1,1,5,2,2,4,2,5,2,1,2,1,1,2,2,2,1,1,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,2
2015,27,270296,111,1,1,5,1,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270297,159,1,1,5,1,2,1,1,3,1,4,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270298,25,1,1,5,1,2,4,2,5,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270299,139,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270300,9,1,1,5,2,2,1,2,6,3,6,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270301,19,1,1,5,1,2,4,2,4,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2
2015,27,270302,49,1,1,5,1,2,4,1,5,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2
2015,27,270303,141,1,1,5,1,2,1,2,5,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270304,141,1,1,5,2,2,1,1,3,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270305,75,1,1,5,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270306,59,2,1,5,1,2,1,2,4,2,3,2,1,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2
2015,27,270307,59,1,1,5,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270308,3,1,1,5,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270309,111,1,1,5,1,2,1,1,3,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270310,171,1,1,5,2,2,1,1,4,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270311,37,1,1,5,2,2,1,1,4,1,4,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2
2015,27,270312,123,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,27,270313,79,1,1,5,2,2,1,2,4,2,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270314,53,1,1,5,2,2,1,2,5,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270315,105,2,1,5,2,2,1,2,6,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2015,27,270316,3,2,1,5,2,2,1,2,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270317,59,1,1,5,2,2,6,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2
2015,27,270318,115,1,1,5,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270319,9,1,1,5,1,2,1,2,4,2,2,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270320,53,1,1,5,1,2,4,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270321,145,1,1,5,1,2,1,1,3,1,4,1,1,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270322,109,1,1,5,2,2,1,1,5,1,4,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2
2015,27,270323,61,1,1,5,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270324,53,1,1,5,2,2,1,2,4,3,4,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,27,270325,109,1,1,5,1,2,1,2,4,2,3,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,27,270326,151,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270327,115,1,1,5,1,2,4,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270328,9,1,1,5,2,2,1,2,3,3,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270329,97,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2
2015,27,270330,19,1,1,5,2,2,1,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270331,65,1,1,5,1,2,1,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270332,35,1,1,5,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2
2015,27,270333,99,1,1,5,1,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2
2015,27,270334,109,1,1,5,1,2,1,1,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,27,270335,109,1,1,5,2,2,1,1,3,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,27,270336,21,1,1,5,1,2,4,2,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270337,109,1,1,5,1,2,1,2,4,2,4,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270338,35,1,1,5,1,2,1,2,4,2,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,1,2
2015,27,270339,137,1,1,5,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270340,137,1,1,5,1,2,1,2,6,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,27,270341,113,1,1,5,1,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270342,93,1,1,5,1,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270343,21,1,1,5,1,2,1,2,4,2,4,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,27,270344,21,1,1,5,1,2,1,2,4,2,2,1,1,2,2,2,2,1,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2
2015,27,270345,37,2,1,5,1,2,1,2,6,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2
2015,27,270346,107,1,1,5,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270347,23,1,1,5,2,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,27,270348,137,1,1,5,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270349,159,1,1,5,2,2,4,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270351,59,1,1,5,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2
2015,27,270352,53,1,1,5,2,2,1,2,4,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270353,123,1,1,5,2,2,1,2,4,2,3,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,27,270354,109,1,1,5,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,27,270355,143,1,1,5,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,27,270356,123,1,1,5,2,1,4,2,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270357,41,1,1,5,1,2,4,2,4,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270358,79,1,1,5,1,2,1,2,4,3,2,1,1,3,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2
2015,27,270359,157,1,1,5,1,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,27,270360,145,1,1,5,2,2,1,1,4,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270361,95,1,1,5,1,2,4,2,3,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,27,270362,47,1,1,5,2,2,1,2,3,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
2015,27,270363,39,1,1,5,1,2,4,2,6,2,1,1,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2
2015,27,270364,163,1,1,5,2,2,4,1,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270365,137,1,1,5,2,2,2,2,3,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,27,270366,171,1,1,5,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270367,139,1,1,5,1,2,1,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270368,33,1,1,5,1,2,1,2,3,2,4,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,27,270369,143,1,1,5,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270370,147,1,1,5,1,1,4,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270371,17,1,1,5,1,2,1,2,5,2,4,1,1,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2
2015,27,270372,21,1,1,5,1,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2
2015,27,270373,109,1,1,5,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270374,53,1,1,5,2,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,27,270375,1,4,1,5,1,2,1,2,4,2,4,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,27,270376,163,1,1,5,2,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,27,270377,109,1,1,5,1,2,1,1,5,1,4,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,27,270378,53,1,1,5,2,2,1,2,4,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,27,270379,37,1,1,5,2,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,27,270380,53,1,1,5,2,2,1,1,2,1,4,1,1,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2
2015,27,270381,35,1,1,5,2,2,4,2,5,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,1,2
2015,27,270382,123,1,1,5,2,2,3,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,28,280001,49,1,1,6,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,28,280002,61,1,1,6,1,2,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,28,280003,29,1,1,6,1,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,28,280004,15,1,1,6,1,2,1,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,28,280005,11,2,1,6,1,2,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,28,280006,33,1,1,6,2,2,1,1,3,1,4,1,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2
2015,28,280007,47,1,1,6,2,2,1,2,6,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,28,280008,109,1,1,6,1,2,4,2,5,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,28,280009,75,1,1,6,1,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,28,280010,159,1,1,6,1,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,28,280011,47,1,1,6,2,2,1,1,2,1,4,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,28,280012,47,1,1,6,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,28,280013,71,1,1,6,1,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,28,280014,65,1,1,6,1,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2
2015,28,280015,31,1,1,6,1,2,4,2,3,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,28,280016,9,1,1,6,1,2,4,2,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,28,280017,91,1,1,6,1,2,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,28,280018,33,1,1,6,1,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2
