STATE,ST_CASE,VEH_NO,MDAREAS
36,360836,1,12
36,360837,1,12
36,360837,2,7
36,360837,2,8
36,360837,2,9
36,360837,2,10
36,360837,2,11
36,360838,1,12
36,360839,1,1
36,360839,1,12
36,360840,1,99
36,360841,1,99
36,360842,1,99
36,360843,1,1
36,360843,1,2
36,360843,1,3
36,360843,1,4
36,360843,1,5
36,360843,1,6
36,360843,1,7
36,360843,1,8
36,360843,1,9
36,360843,1,10
36,360843,1,11
36,360843,1,12
36,360843,1,13
36,360843,1,14
36,360844,1,12
36,360845,1,12
36,360845,2,11
36,360845,2,12
36,360846,1,12
36,360846,2,1
36,360846,2,2
36,360846,2,3
36,360847,1,1
36,360847,1,2
36,360847,1,3
36,360847,1,4
36,360847,1,5
36,360847,1,6
36,360847,1,7
36,360847,1,8
36,360847,1,9
36,360847,1,10
36,360847,1,11
36,360847,1,12
36,360847,1,13
36,360847,1,14
36,360848,1,1
36,360848,1,2
36,360848,1,3
36,360848,1,4
36,360848,1,5
36,360848,1,6
36,360848,1,7
36,360848,1,8
36,360848,1,9
36,360848,1,10
36,360848,1,11
36,360848,1,12
36,360848,1,13
36,360848,1,14
36,360849,1,12
36,360849,2,12
36,360850,1,12
36,360850,2,6
36,360851,1,12
36,360851,2,9
36,360851,2,10
36,360851,2,11
36,360851,2,12
36,360852,1,12
36,360853,1,6
36,360853,1,11
36,360853,1,12
36,360853,2,11
36,360853,2,12
36,360853,3,12
36,360854,1,12
36,360854,2,12
36,360855,1,12
36,360856,1,5
36,360856,2,12
36,360857,1,12
36,360858,1,12
36,360859,1,12
36,360859,2,12
36,360860,1,12
36,360860,2,12
36,360861,1,12
36,360862,1,15
36,360863,1,1
36,360863,1,2
36,360863,1,3
36,360863,1,4
36,360863,1,5
36,360863,1,6
36,360863,1,7
36,360863,1,8
36,360863,1,9
36,360863,1,10
36,360863,1,11
36,360863,1,12
36,360863,1,13
36,360863,1,14
36,360864,1,12
36,360864,1,14
36,360864,2,12
36,360865,1,12
36,360866,1,12
36,360867,1,12
36,360868,1,12
36,360869,1,99
36,360870,1,12
36,360871,1,1
36,360871,1,3
36,360871,2,12
36,360872,1,1
36,360872,1,2
36,360872,1,12
36,360872,2,6
36,360872,2,12
36,360872,3,1
36,360872,3,12
36,360873,1,12
36,360873,2,12
36,360874,1,12
36,360875,1,12
36,360876,1,12
36,360876,2,12
36,360877,1,15
36,360878,1,12
36,360879,1,12
36,360880,1,12
36,360881,1,7
36,360881,1,8
36,360881,1,9
36,360881,2,12
36,360882,1,1
36,360882,1,2
36,360882,1,3
36,360882,1,4
36,360882,1,5
36,360882,1,6
36,360882,1,7
36,360882,1,8
36,360882,1,9
36,360882,1,10
36,360882,1,11
36,360882,1,12
36,360882,1,13
36,360882,1,14
36,360883,1,12
36,360883,2,1
36,360883,2,3
36,360883,2,5
36,360883,2,12
36,360883,4,6
36,360883,6,5
36,360883,6,6
36,360883,6,11
36,360883,6,12
36,360883,7,6
36,360884,1,12
36,360885,1,9
36,360885,2,1
36,360885,2,12
36,360886,1,12
36,360886,2,6
36,360887,1,12
36,360887,1,13
36,360888,1,9
36,360888,1,10
36,360888,1,11
36,360888,1,12
36,360889,1,12
36,360889,2,6
36,360889,2,12
36,360889,3,6
36,360889,3,12
36,360889,4,6
36,360889,4,12
36,360889,5,6
36,360889,5,12
36,360889,6,6
36,360890,1,1
36,360890,1,2
36,360890,1,3
36,360890,1,4
36,360890,1,5
36,360890,2,12
36,360891,1,1
36,360891,1,2
36,360891,1,3
36,360891,1,4
36,360891,1,5
36,360891,1,6
36,360891,1,7
36,360891,1,8
36,360891,1,9
36,360891,1,10
36,360891,1,11
36,360891,1,12
36,360891,1,13
36,360891,1,14
36,360892,1,9
36,360892,1,12
36,360893,1,12
36,360894,1,12
36,360894,1,14
36,360894,2,11
36,360895,1,12
36,360896,1,12
36,360897,1,12
36,360898,1,10
36,360898,1,11
36,360898,1,12
36,360899,1,7
36,360899,1,8
36,360899,1,9
36,360899,2,7
36,360899,2,12
36,360899,3,12
36,360900,1,1
36,360900,1,3
36,360900,1,5
36,360900,1,12
36,360901,1,1
36,360901,1,2
36,360901,1,3
36,360901,1,4
36,360901,1,5
36,360901,1,6
36,360901,1,7
36,360901,1,8
36,360901,1,9
36,360901,1,10
36,360901,1,11
36,360901,1,12
36,360901,1,13
36,360901,1,14
36,360902,1,7
36,360902,2,6
36,360903,1,9
36,360904,1,9
36,360904,1,11
36,360904,1,12
36,360904,2,12
36,360905,1,12
36,360906,1,11
36,360906,1,12
36,360906,1,13
36,360907,1,1
36,360907,1,2
36,360907,1,3
36,360907,1,4
36,360907,1,5
36,360907,1,6
36,360907,1,7
36,360907,1,8
36,360907,1,9
36,360907,1,10
36,360907,1,11
36,360907,1,12
36,360907,1,13
36,360907,1,14
36,360908,1,12
36,360908,2,6
36,360908,2,7
36,360908,2,8
36,360908,2,9
36,360908,3,12
36,360909,1,12
36,360910,1,15
36,360911,1,15
36,360912,1,12
36,360912,2,12
36,360913,1,12
36,360914,1,1
36,360914,1,2
36,360914,1,12
36,360914,1,14
36,360915,1,12
36,360916,1,10
36,360916,1,11
36,360916,1,12
36,360916,1,14
36,360917,1,12
36,360918,1,1
36,360918,1,12
36,360919,1,12
36,360920,1,99
36,360921,1,12
36,360921,2,12
36,360922,1,12
36,360923,1,12
36,360924,1,11
36,360924,1,12
36,360924,2,12
36,360925,1,12
36,360926,1,6
36,360927,1,1
36,360927,1,2
36,360927,1,3
36,360927,1,4
36,360927,1,5
36,360927,1,6
36,360927,1,7
36,360927,1,8
36,360927,1,9
36,360927,1,10
36,360927,1,11
36,360927,1,12
36,360927,1,13
36,360927,1,14
36,360928,1,12
36,360929,1,12
36,360930,1,10
36,360930,1,11
36,360930,1,12
36,360931,1,12
36,360931,2,7
36,360931,2,9
36,360931,2,11
36,360931,3,9
36,360931,3,11
36,360931,3,12
36,360932,1,12
36,360933,1,3
36,360933,2,12
36,360934,1,12
36,360934,2,12
36,360935,1,12
36,360936,1,3
36,360936,1,12
36,360936,2,12
36,360936,3,1
36,360936,3,2
36,360936,3,12
36,360937,1,12
36,360938,1,1
36,360938,1,3
36,360938,1,12
36,360939,1,12
36,360940,1,12
36,360940,2,6
36,360941,1,12
36,360942,1,15
36,360943,1,3
36,360943,1,7
36,360943,1,8
36,360943,1,9
36,360943,1,10
36,360943,1,11
36,360943,1,12
36,360943,1,13
36,360944,1,1
36,360944,1,2
36,360944,1,12
36,360945,1,8
36,360945,2,12
36,360946,1,1
36,360946,1,2
36,360946,1,12
36,360947,1,9
36,360947,1,10
36,360947,1,11
36,360947,1,12
36,360948,1,7
36,360948,1,9
36,360948,1,11
36,360948,2,3
36,360948,2,9
36,360948,3,12
36,360948,3,14
36,360949,1,7
36,360949,1,8
36,360949,1,9
36,360949,1,10
36,360949,1,11
36,360950,1,12
36,360951,1,12
36,360951,2,1
36,360951,2,3
36,360951,2,5
36,360952,1,7
36,360952,1,8
36,360952,1,9
36,360952,1,10
36,360952,1,11
36,360952,1,12
36,360953,1,12
36,360954,1,1
36,360954,1,2
36,360954,1,3
36,360954,1,4
36,360954,1,5
36,360954,1,6
36,360954,1,7
36,360954,1,8
36,360954,1,9
36,360954,1,10
36,360954,1,11
36,360954,1,12
36,360954,1,13
36,360954,1,14
36,360955,1,12
36,360956,1,12
36,360956,2,12
36,360957,1,7
36,360957,1,9
36,360957,1,11
36,360957,1,12
36,360957,2,12
36,360958,1,12
36,360959,1,1
36,360959,1,2
36,360959,1,3
36,360959,1,4
36,360959,1,5
36,360959,1,6
36,360959,1,7
36,360959,1,8
36,360959,1,9
36,360959,1,10
36,360959,1,11
36,360959,1,12
36,360959,1,13
36,360959,1,14
36,360960,1,12
36,360961,1,12
36,360962,1,12
36,360962,1,13
36,360963,1,1
36,360963,1,2
36,360963,1,3
36,360963,1,4
36,360963,1,5
36,360963,1,6
36,360963,1,7
36,360963,1,8
36,360963,1,9
36,360963,1,10
36,360963,1,11
36,360963,1,12
36,360963,1,13
36,360963,1,14
36,360963,2,12
36,360964,1,99
36,360965,1,12
36,360965,2,1
36,360965,2,2
36,360965,2,3
36,360965,2,4
36,360965,2,5
36,360965,2,6
36,360965,2,7
36,360965,2,8
36,360965,2,9
36,360965,2,10
36,360965,2,11
36,360965,2,12
36,360965,2,13
36,360965,2,14
36,360966,1,15
36,360967,1,12
36,360968,1,12
36,360968,2,15
36,360969,1,12
36,360970,1,12
36,360970,2,12
36,360971,1,1
36,360971,1,2
36,360971,1,3
36,360971,1,12
36,360972,1,12
36,360972,1,13
36,360973,1,15
36,360974,1,1
36,360974,1,2
36,360974,1,12
36,360974,1,13
36,360975,1,12
36,360976,1,12
36,360976,2,9
36,360976,2,10
36,360976,2,11
36,360977,1,7
36,360977,1,9
36,360977,1,11
36,360977,1,12
36,360978,1,9
36,360978,1,11
36,360978,2,12
36,360979,1,12
36,360980,1,12
36,360980,2,3
36,360981,1,99
36,360981,2,99
36,360982,1,15
36,360983,1,1
36,360983,1,2
36,360983,1,3
36,360983,1,4
36,360983,1,5
36,360983,1,7
36,360983,1,8
36,360983,1,9
36,360983,1,12
36,360983,2,12
36,360983,3,1
36,360983,3,12
36,360984,1,1
36,360984,1,7
36,360984,1,9
36,360984,1,11
36,360984,1,12
36,360985,1,9
36,360985,2,12
36,360986,1,9
36,360986,1,12
36,360987,1,1
36,360987,1,12
36,360988,1,12
36,360989,1,9
36,360989,1,11
36,360989,1,12
36,360990,1,1
36,360990,1,12
36,360991,1,12
36,360991,2,7
36,360991,2,8
36,360991,2,9
36,360992,1,12
36,360992,2,3
36,360993,1,12
36,360993,2,9
36,360993,2,10
36,360993,2,11
36,360993,2,12
36,360994,1,12
36,360994,2,9
36,360994,2,11
36,360994,2,12
36,360995,1,11
36,360995,2,12
36,360995,3,12
36,360995,3,14
36,360996,1,12
36,360996,2,3
36,360997,1,12
36,360998,1,12
36,360999,1,9
36,361000,1,12
36,361000,1,13
36,361001,1,7
36,361001,1,8
36,361001,1,9
36,361001,1,10
36,361001,1,11
36,361001,1,12
36,361001,2,1
36,361001,2,2
36,361001,2,12
36,361002,1,12
36,361002,2,12
36,361003,1,12
36,361004,1,12
36,361005,1,15
36,361005,2,15
36,361006,1,7
36,361006,1,9
36,361006,1,11
36,361007,1,12
36,361008,1,6
36,361008,2,12
36,361008,3,6
36,361009,1,6
36,361009,1,7
36,361009,1,8
36,361009,1,9
36,361009,1,10
36,361009,1,11
36,361010,1,11
36,361010,2,11
36,361010,2,12
36,361011,1,1
36,361011,1,2
36,361011,1,12
36,361012,1,99
36,361012,2,15
36,361013,1,12
36,361014,1,1
36,361014,1,12
36,361015,1,99
36,361016,1,6
36,361017,1,12
36,361018,1,12
36,361018,1,14
36,361019,1,1
36,361019,1,2
36,361019,1,12
36,361020,1,12
36,361020,2,9
36,361020,2,11
36,361020,2,12
36,361021,1,1
36,361021,1,2
36,361021,1,3
36,361021,1,4
36,361021,1,5
36,361021,1,6
36,361021,1,7
36,361021,1,8
36,361021,1,9
36,361021,1,10
36,361021,1,11
36,361021,1,12
36,361021,1,13
36,361021,1,14
36,361021,2,1
36,361021,2,2
36,361021,2,3
36,361021,2,4
36,361021,2,5
36,361021,2,6
36,361021,2,7
36,361021,2,8
36,361021,2,9
36,361021,2,10
36,361021,2,11
36,361021,2,12
36,361021,2,13
36,361021,2,14
36,361022,1,1
36,361022,1,2
36,361022,1,12
36,361022,1,14
36,361023,1,12
36,361023,2,12
36,361024,1,12
36,361025,1,12
36,361026,1,12
36,361026,2,12
36,361027,1,12
36,361028,1,1
36,361028,1,12
36,361028,2,7
36,361028,2,8
36,361028,2,9
36,361028,2,10
36,361028,2,11
36,361029,1,1
36,361029,1,12
36,361029,2,6
36,361029,2,12
36,361030,1,15
36,361031,1,8
36,361031,1,9
36,361031,2,1
36,361031,2,12
36,361031,3,12
36,361032,1,12
36,361033,1,1
36,361033,1,2
36,361033,1,6
36,361033,1,12
36,361034,1,12
36,361034,2,12
36,361035,1,12
36,361036,1,7
36,361036,1,8
36,361036,1,9
36,361036,1,10
36,361036,1,11
36,361036,1,12
36,361036,1,13
36,361036,2,7
36,361036,2,8
36,361036,2,9
36,361036,2,10
36,361036,2,11
36,361036,2,12
36,361037,1,7
36,361037,1,8
36,361037,1,9
36,361037,1,10
36,361037,1,11
36,361037,2,7
36,361037,2,8
36,361037,2,9
36,361037,2,10
36,361037,2,11
36,361038,1,12
36,361039,1,12
36,361040,1,15
36,361041,1,15
36,361042,1,15
36,361043,1,11
36,361043,1,12
36,361044,1,12
36,361045,1,15
36,361046,1,7
36,361046,1,8
36,361046,1,9
36,361046,2,12
36,361047,1,1
36,361047,1,2
36,361047,1,3
36,361047,1,4
36,361047,1,5
36,361047,1,6
36,361047,1,7
36,361047,1,8
36,361047,1,9
36,361047,1,10
36,361047,1,11
36,361047,1,12
36,361047,1,13
36,361047,1,14
36,361048,1,12
36,361049,1,12
36,361049,2,1
36,361049,2,2
36,361049,2,3
36,361049,2,4
36,361049,2,5
36,361050,1,7
36,361050,1,8
36,361050,1,9
36,361050,1,10
36,361050,1,11
36,361050,2,12
37,370001,1,10
37,370002,1,12
37,370003,1,12
37,370004,1,4
37,370004,1,5
37,370006,1,12
37,370006,2,12
37,370007,1,9
37,370008,1,6
37,370009,1,12
37,370010,1,11
37,370011,1,12
37,370012,1,9
37,370012,2,12
37,370013,1,3
37,370014,1,3
37,370014,2,12
37,370015,1,12
37,370015,2,3
37,370015,2,6
37,370015,3,12
37,370016,1,12
37,370017,1,12
37,370017,2,12
37,370018,1,12
37,370019,1,12
37,370020,1,3
37,370020,2,12
37,370021,1,9
37,370022,1,12
37,370023,1,3
37,370024,1,4
37,370025,1,12
37,370026,1,12
37,370026,2,12
37,370027,1,2
37,370027,1,10
37,370027,2,12
37,370027,3,10
37,370028,1,12
37,370028,2,3
37,370029,1,12
37,370030,1,12
37,370031,1,1
37,370032,1,11
37,370032,2,12
37,370033,1,12
37,370033,2,12
37,370034,1,9
37,370034,1,12
37,370035,1,11
37,370035,1,12
37,370036,1,12
37,370036,1,13
37,370037,1,12
37,370038,1,12
37,370039,1,1
37,370039,1,2
37,370039,1,3
37,370039,1,4
37,370039,1,5
37,370039,1,7
37,370039,1,8
37,370039,1,9
37,370039,1,10
37,370039,1,11
37,370040,1,12
37,370040,2,14
37,370041,1,1
37,370041,1,2
37,370041,1,3
37,370041,1,9
37,370041,1,10
37,370041,1,11
37,370041,1,13
37,370042,1,7
37,370042,1,8
37,370042,1,9
37,370042,1,10
37,370042,1,11
37,370042,2,6
37,370043,1,6
37,370043,1,7
37,370043,1,8
37,370043,1,9
37,370043,2,12
37,370044,1,12
37,370044,2,12
37,370045,1,1
37,370045,1,2
37,370045,1,3
37,370045,1,4
37,370045,1,5
37,370045,1,7
37,370045,1,8
37,370045,1,9
37,370045,1,10
37,370045,1,11
37,370045,1,13
37,370046,1,1
37,370046,1,9
37,370046,1,12
37,370047,1,1
37,370047,1,2
37,370047,1,3
37,370047,2,12
37,370048,1,12
37,370048,1,13
37,370049,1,7
37,370049,1,8
37,370049,1,9
37,370049,1,10
37,370049,1,11
37,370049,1,12
37,370049,1,13
37,370049,2,7
37,370049,2,8
37,370049,2,9
37,370049,2,10
37,370049,2,11
37,370049,2,12
37,370049,2,13
37,370050,1,4
37,370051,1,5
37,370051,2,7
37,370051,2,9
37,370051,2,10
37,370051,3,11
37,370052,1,1
37,370052,1,12
37,370053,1,3
37,370053,1,10
37,370053,2,8
37,370053,3,12
37,370053,4,12
37,370054,1,12
37,370055,1,9
37,370056,1,12
37,370056,2,6
37,370057,1,12
37,370057,2,9
37,370058,1,9
37,370058,1,10
37,370058,1,11
37,370058,2,9
37,370058,2,10
37,370058,2,11
37,370059,1,99
37,370060,1,10
37,370060,2,11
37,370061,1,12
37,370061,2,12
37,370062,1,99
37,370063,1,12
37,370064,1,9
37,370065,1,3
37,370066,1,1
37,370066,1,2
37,370066,1,3
37,370066,1,4
37,370066,1,5
37,370066,1,7
37,370066,1,8
37,370066,1,9
37,370066,1,10
37,370066,1,11
37,370066,1,13
37,370067,1,3
37,370067,1,4
37,370067,1,5
37,370067,1,13
37,370068,1,12
37,370068,2,6
37,370069,1,12
37,370069,2,7
37,370069,2,8
37,370069,2,9
37,370069,2,10
37,370069,2,11
37,370070,1,12
37,370070,2,12
37,370071,1,14
37,370072,1,12
37,370073,1,12
37,370074,1,3
37,370074,1,7
37,370074,1,8
37,370074,1,9
37,370074,1,10
37,370074,1,11
37,370074,1,12
37,370075,1,12
37,370076,1,12
37,370076,1,13
37,370077,1,7
37,370077,1,8
37,370077,1,9
37,370077,1,10
37,370077,1,11
37,370077,1,13
37,370077,2,1
37,370077,2,2
37,370077,2,3
37,370078,1,11
37,370078,1,12
37,370078,2,10
37,370078,2,12
37,370078,3,12
37,370079,1,12
37,370080,1,9
37,370081,1,3
37,370081,1,12
37,370081,2,12
37,370082,1,3
37,370083,1,99
37,370084,1,3
37,370084,1,4
37,370084,2,12
37,370085,1,9
37,370085,1,12
37,370086,1,10
37,370086,2,12
37,370088,1,12
37,370088,2,11
37,370088,3,12
37,370089,1,12
37,370089,2,12
37,370090,1,11
37,370090,1,12
37,370091,1,9
37,370091,2,12
37,370092,1,3
37,370092,1,4
37,370092,1,5
37,370092,1,12
37,370093,1,12
37,370093,2,12
37,370094,1,1
37,370094,1,2
37,370094,1,3
37,370094,1,4
37,370094,1,5
37,370094,1,12
37,370095,1,12
37,370096,1,12
37,370096,2,1
37,370096,2,2
37,370096,2,3
37,370096,2,4
37,370096,2,5
37,370097,1,3
37,370097,1,4
37,370097,1,5
37,370097,1,7
37,370097,1,8
37,370097,1,9
37,370097,1,10
37,370097,1,11
37,370097,1,13
37,370098,1,7
37,370098,1,8
37,370098,1,9
37,370098,1,10
37,370098,1,11
37,370098,2,12
37,370099,1,6
37,370099,2,7
37,370099,2,12
37,370099,3,12
37,370100,1,1
37,370100,1,2
37,370100,1,3
37,370100,1,4
37,370100,1,5
37,370100,1,13
37,370101,1,12
37,370102,1,12
37,370103,1,1
37,370103,1,2
37,370103,1,3
37,370103,1,4
37,370103,1,5
37,370103,2,12
37,370104,1,1
37,370104,1,2
37,370104,1,3
37,370104,1,4
37,370104,1,5
37,370104,1,12
37,370104,1,13
37,370105,1,7
37,370105,1,8
37,370105,1,9
37,370105,1,10
37,370105,1,11
37,370106,1,7
37,370106,1,8
37,370106,1,9
37,370106,1,10
37,370106,1,11
37,370106,1,13
37,370107,1,12
37,370107,1,13
37,370108,1,12
37,370108,2,7
37,370108,2,8
37,370108,2,9
37,370108,2,10
37,370108,2,11
37,370108,2,12
37,370108,3,15
37,370109,1,7
37,370109,1,12
37,370110,1,12
37,370111,1,1
37,370111,1,2
37,370111,1,3
37,370111,1,4
37,370111,1,5
37,370111,1,12
37,370111,2,1
37,370111,2,2
37,370111,2,3
37,370111,2,4
37,370111,2,5
37,370111,2,6
37,370111,2,13
37,370112,1,12
37,370113,1,15
37,370114,1,9
37,370114,2,12
37,370115,1,3
37,370115,1,12
37,370116,1,11
37,370116,2,11
37,370117,1,12
37,370118,1,12
37,370119,1,12
37,370120,1,12
37,370121,1,12
37,370121,2,12
37,370122,1,12
37,370123,1,9
37,370124,1,9
37,370124,2,12
37,370125,1,12
37,370126,1,9
37,370127,1,12
37,370127,1,14
37,370128,1,12
37,370129,1,3
37,370129,2,12
37,370130,1,3
37,370130,2,11
37,370130,3,7
37,370131,1,12
37,370131,2,12
37,370132,1,12
37,370132,2,12
37,370133,1,1
37,370133,1,12
37,370134,1,12
37,370134,2,12
37,370135,1,11
37,370135,1,12
37,370136,1,3
37,370136,2,12
37,370137,1,12
37,370138,1,1
37,370138,1,2
37,370138,1,3
37,370138,1,4
37,370138,1,5
37,370138,1,6
37,370138,1,12
37,370139,1,9
37,370140,1,1
37,370140,1,2
37,370140,1,3
37,370140,1,4
37,370140,1,5
37,370140,1,12
37,370140,1,13
37,370141,1,1
37,370141,1,2
37,370141,1,3
37,370141,1,4
37,370141,1,5
37,370141,1,7
37,370141,1,8
37,370141,1,9
37,370141,1,10
37,370141,1,11
37,370141,1,13
37,370142,1,1
37,370142,1,2
37,370142,1,3
37,370142,1,4
37,370142,1,5
37,370142,1,11
37,370142,1,12
37,370143,1,3
37,370143,1,12
37,370145,1,9
37,370145,1,12
37,370145,2,12
37,370145,3,10
37,370145,3,11
37,370146,1,12
37,370146,2,3
37,370146,2,6
37,370147,1,15
37,370147,2,1
37,370147,2,2
37,370147,2,3
37,370147,2,4
37,370147,2,5
37,370148,1,1
37,370148,1,2
37,370148,1,3
37,370148,1,4
37,370148,1,5
37,370148,1,7
37,370148,1,8
37,370148,1,9
37,370148,1,10
37,370148,1,11
37,370149,1,12
37,370150,1,7
37,370150,1,8
37,370150,1,9
37,370150,1,10
37,370150,1,11
37,370150,1,12
37,370150,1,13
37,370151,1,1
37,370151,1,2
37,370151,1,3
37,370151,1,4
37,370151,1,5
37,370151,2,12
37,370152,1,1
37,370152,1,12
37,370153,1,12
37,370154,1,99
37,370155,1,9
37,370155,2,12
37,370156,1,15
37,370157,1,12
37,370158,1,1
37,370159,1,12
37,370159,2,12
37,370160,1,1
37,370160,1,12
37,370160,2,9
37,370161,1,12
37,370162,1,12
37,370163,1,12
37,370163,2,12
37,370164,1,12
37,370164,2,6
37,370165,1,2
37,370165,1,3
37,370165,1,4
37,370165,1,10
37,370165,1,11
37,370165,2,6
37,370165,2,12
37,370165,3,6
37,370165,3,9
37,370165,3,10
37,370165,4,12
37,370166,1,1
37,370166,1,12
37,370166,2,1
37,370166,3,12
37,370167,1,2
37,370167,2,12
37,370168,1,12
37,370168,2,12
37,370169,1,12
37,370169,1,13
37,370170,1,13
37,370171,1,11
37,370172,1,12
37,370173,1,6
37,370174,1,12
37,370175,1,12
37,370175,2,9
37,370176,1,12
37,370177,1,13
37,370177,1,14
37,370178,1,2
37,370178,2,12
37,370179,1,11
37,370179,2,10
37,370180,1,12
37,370180,2,12
37,370181,1,1
37,370181,1,2
37,370181,1,3
37,370181,1,4
37,370181,1,5
37,370181,1,13
37,370182,1,12
37,370183,1,1
37,370184,1,3
37,370184,1,12
37,370185,1,12
37,370185,2,1
37,370185,2,2
37,370186,1,10
37,370186,2,1
37,370187,1,3
37,370187,1,4
37,370187,1,5
37,370187,1,12
37,370187,2,10
37,370188,1,12
37,370189,1,9
37,370190,1,3
37,370190,2,9
37,370191,1,15
37,370192,1,15
37,370193,1,9
37,370193,2,12
37,370194,1,11
37,370195,1,7
37,370195,1,8
37,370195,1,9
37,370195,1,10
37,370195,1,11
37,370195,1,12
37,370195,1,13
37,370196,1,12
37,370197,1,12
37,370198,1,99
37,370199,1,1
37,370200,1,6
37,370200,2,12
37,370200,3,12
37,370201,1,12
37,370202,1,12
37,370202,2,3
37,370203,1,1
37,370203,1,2
37,370203,1,3
37,370203,1,4
37,370203,1,5
37,370203,1,12
37,370203,1,13
37,370204,1,1
37,370204,1,2
37,370204,1,3
37,370205,1,12
37,370206,1,10
37,370206,2,12
37,370207,1,8
37,370208,1,9
37,370209,1,14
37,370210,1,12
37,370210,2,6
37,370210,3,12
37,370211,1,9
37,370211,2,12
37,370212,1,7
37,370212,1,8
37,370212,1,9
37,370212,1,10
37,370212,1,11
37,370212,1,12
37,370212,2,4
37,370213,1,10
37,370214,1,12
37,370215,1,12
37,370216,1,14
37,370217,1,11
37,370218,1,12
37,370219,1,2
37,370219,2,12
37,370220,1,12
37,370221,1,12
37,370221,2,12
37,370222,1,12
37,370223,1,1
37,370224,1,12
37,370225,1,99
37,370226,1,1
37,370226,1,2
37,370226,1,3
37,370226,1,4
37,370226,1,5
37,370226,1,12
37,370226,1,13
37,370227,1,1
37,370227,1,2
37,370227,1,3
37,370227,1,4
37,370227,1,5
37,370227,1,12
37,370227,1,13
37,370228,1,7
37,370228,1,8
37,370228,1,9
37,370228,1,10
37,370228,1,11
37,370228,2,12
37,370229,1,12
37,370229,2,1
37,370229,2,2
37,370229,2,3
37,370229,2,4
37,370229,2,5
37,370229,2,6
37,370229,2,13
37,370230,1,12
37,370230,2,6
37,370230,2,12
37,370230,3,6
37,370231,1,1
37,370231,1,2
37,370231,1,3
37,370231,1,4
37,370231,1,5
37,370231,1,6
37,370231,1,12
37,370231,1,13
37,370232,1,1
37,370232,1,2
37,370232,1,3
37,370232,1,4
37,370232,1,5
37,370232,1,7
37,370232,1,8
37,370232,1,9
37,370232,1,10
37,370232,1,11
37,370232,1,12
37,370233,1,1
37,370233,1,2
37,370233,1,3
37,370233,1,4
37,370233,1,5
37,370233,1,7
37,370233,1,8
37,370233,1,9
37,370233,1,10
37,370233,1,11
37,370233,1,12
37,370233,2,1
37,370233,2,2
37,370233,2,3
37,370233,2,4
37,370233,2,5
37,370233,2,12
37,370234,1,7
37,370234,1,8
37,370234,1,9
37,370234,1,10
37,370234,1,11
37,370234,1,12
37,370235,1,7
37,370235,1,8
37,370235,1,9
37,370235,1,10
37,370235,1,11
37,370235,1,13
37,370235,2,1
37,370235,2,2
37,370235,2,3
37,370235,2,4
37,370235,2,5
37,370235,2,12
37,370236,1,9
37,370236,1,12
37,370236,2,12
37,370237,1,10
37,370237,1,11
37,370237,1,12
37,370237,2,7
37,370237,2,8
37,370237,2,9
37,370237,2,10
37,370237,2,11
37,370237,2,12
37,370238,1,12
37,370239,1,12
37,370239,2,12
37,370240,1,3
37,370240,2,12
37,370241,1,9
37,370241,2,12
37,370242,1,1
37,370242,1,2
37,370242,1,3
37,370243,1,11
37,370244,1,12
37,370244,2,9
37,370245,1,12
37,370246,1,1
37,370246,1,2
37,370246,1,3
37,370246,1,4
37,370246,1,5
37,370246,1,13
37,370247,1,12
37,370247,2,6
37,370248,1,9
37,370248,2,12
37,370249,1,12
37,370250,1,12
37,370250,2,9
37,370250,3,9
37,370251,1,12
37,370251,2,12
37,370252,1,2
37,370252,1,3
37,370252,1,4
37,370252,2,12
37,370253,1,3
37,370253,1,4
37,370254,1,3
37,370254,1,4
37,370254,2,12
37,370255,1,12
37,370255,2,1
37,370256,1,9
37,370256,1,12
37,370256,2,6
37,370256,3,6
37,370256,4,12
37,370257,1,12
37,370257,2,2
37,370258,1,12
37,370259,1,12
37,370259,2,12
37,370260,1,6
37,370260,1,12
37,370260,2,12
37,370260,3,9
37,370261,1,3
37,370262,1,1
37,370262,1,2
37,370262,1,3
37,370262,1,4
37,370262,1,5
37,370262,1,6
37,370262,1,7
37,370262,1,8
37,370262,1,9
37,370262,1,10
37,370262,1,11
37,370263,1,1
37,370264,1,3
37,370264,1,12
37,370264,2,11
37,370264,3,12
37,370265,1,12
37,370266,1,12
37,370266,2,12
37,370267,1,12
37,370267,2,12
37,370268,1,10
37,370269,1,3
37,370270,1,9
37,370271,1,4
37,370271,2,12
37,370272,1,3
37,370273,1,3
37,370274,1,3
37,370274,1,4
37,370275,1,12
37,370275,2,9
37,370276,1,12
37,370277,1,99
37,370278,1,1
37,370278,1,12
37,370279,1,9
37,370279,2,12
37,370280,1,3
37,370280,1,4
37,370280,2,12
37,370281,1,99
37,370282,1,12
37,370283,1,12
37,370284,1,9
37,370284,1,10
37,370284,2,12
37,370285,1,4
37,370286,1,2
37,370287,1,4
37,370288,1,12
37,370289,1,12
37,370289,2,8
37,370289,2,9
37,370289,2,10
37,370290,1,12
37,370290,2,3
37,370290,3,9
37,370290,3,12
37,370291,1,12
37,370292,1,12
37,370292,2,12
37,370293,1,12
37,370293,2,12
37,370294,1,12
37,370294,2,12
37,370295,1,12
37,370295,2,4
37,370296,1,12
37,370297,1,1
37,370297,1,12
37,370297,2,12
37,370297,3,10
37,370298,1,12
37,370298,2,12
37,370299,1,12
37,370299,2,6
