STATE,ST_CASE,VEH_NO,PER_NO,MSAFEQMT
13,130798,0,1,1
13,130806,0,1,8
13,130808,0,1,8
13,130809,0,1,1
13,130810,0,1,8
13,130812,0,1,8
13,130813,0,1,1
13,130815,0,1,1
13,130821,0,1,8
13,130823,0,1,8
13,130825,0,1,8
13,130830,0,1,8
13,130838,0,1,8
13,130842,0,1,1
13,130851,0,1,1
13,130852,0,1,1
13,130859,0,1,8
13,130863,0,1,8
13,130870,0,1,8
13,130871,0,1,8
13,130873,0,1,8
13,130876,0,1,1
13,130880,0,1,8
13,130883,0,1,1
13,130906,0,1,8
13,130908,0,1,8
13,130913,0,1,1
13,130920,0,1,8
13,130922,0,1,1
13,130947,0,1,8
13,130947,0,2,8
13,130950,0,1,8
13,130952,0,1,8
13,130958,0,1,8
13,130966,0,1,8
13,130977,0,1,8
13,130987,0,1,8
13,130988,0,1,8
13,130989,0,1,8
13,131000,0,1,1
13,131002,0,1,8
13,131003,0,1,1
13,131003,0,2,1
13,131004,0,1,8
13,131010,0,1,8
13,131021,0,1,8
13,131022,0,1,1
13,131031,0,1,8
13,131034,0,1,8
13,131037,0,1,1
13,131038,0,1,2
13,131047,0,1,1
13,131060,0,1,8
13,131062,0,1,8
13,131064,0,1,8
13,131067,0,1,8
13,131072,0,1,8
13,131081,0,1,1
13,131082,0,1,9
13,131092,0,1,1
13,131093,0,1,8
13,131095,0,1,1
13,131096,0,1,1
13,131102,0,1,1
13,131110,0,1,1
13,131116,0,1,8
13,131117,0,1,1
13,131122,0,1,8
13,131127,0,1,1
13,131129,0,1,1
13,131131,0,1,8
13,131134,0,1,8
13,131137,0,1,8
13,131138,0,1,1
13,131141,0,1,1
13,131149,0,1,8
13,131152,0,1,8
13,131159,0,1,8
13,131162,0,1,8
13,131164,0,1,8
13,131165,0,1,8
13,131175,0,1,8
13,131176,0,1,8
13,131177,0,1,1
13,131177,0,2,1
13,131179,0,1,8
13,131184,0,1,8
13,131186,0,1,1
13,131189,0,1,8
13,131190,0,1,1
13,131215,0,1,1
13,131217,0,1,1
13,131237,0,1,1
13,131253,0,1,1
13,131254,0,1,1
13,131262,0,1,8
13,131266,0,1,8
13,131268,0,1,8
13,131273,0,1,1
13,131276,0,1,8
13,131277,0,1,8
13,131279,0,1,9
13,131291,0,1,1
13,131292,0,1,1
13,131301,0,1,8
13,131304,0,1,8
13,131308,0,1,1
13,131312,0,1,1
13,131320,0,1,8
13,131321,0,1,1
15,150002,0,1,9
15,150003,0,1,8
15,150004,0,1,1
15,150005,0,1,1
15,150011,0,1,1
15,150013,0,1,8
15,150014,0,1,8
15,150016,0,1,2
15,150021,0,1,1
15,150022,0,1,1
15,150025,0,1,8
15,150026,0,1,8
15,150034,0,1,8
15,150034,0,2,8
15,150038,0,1,1
15,150040,0,1,2
15,150047,0,1,8
15,150048,0,1,8
15,150049,0,1,8
15,150058,0,1,8
15,150060,0,1,1
15,150062,0,1,8
15,150063,0,1,9
15,150064,0,1,8
15,150071,0,1,8
15,150072,0,1,8
15,150073,0,1,8
15,150076,0,1,8
15,150078,0,1,8
15,150079,0,1,8
15,150083,0,1,8
16,160004,0,1,1
16,160078,0,1,1
16,160109,0,1,8
16,160149,0,1,8
16,160179,0,1,8
16,160181,0,1,8
16,160187,0,1,8
16,160199,0,1,8
17,170004,0,1,8
17,170013,0,1,1
17,170016,0,1,9
17,170025,0,1,1
17,170027,0,1,1
17,170028,0,1,1
17,170032,0,1,1
17,170033,0,1,9
17,170039,0,1,2
17,170039,0,1,3
17,170048,0,1,1
17,170055,0,1,1
17,170059,0,1,1
17,170064,0,1,1
17,170071,0,1,8
17,170076,0,1,8
17,170080,0,1,8
17,170121,0,1,1
17,170124,0,1,9
17,170125,0,1,8
17,170153,0,1,1
17,170159,0,1,8
17,170160,0,1,1
17,170162,0,1,8
17,170164,0,1,5
17,170165,0,1,8
17,170170,0,1,1
17,170174,0,1,1
17,170175,0,1,1
17,170176,0,1,7
17,170186,0,1,1
17,170188,0,1,1
17,170192,0,1,8
17,170195,0,1,9
17,170200,0,1,1
17,170201,0,1,1
17,170207,0,1,1
17,170217,0,1,1
17,170221,0,1,8
17,170225,0,1,9
17,170234,0,1,8
17,170242,0,1,8
17,170246,0,1,8
17,170249,0,1,9
17,170258,0,1,8
17,170259,0,1,1
17,170260,0,1,9
17,170264,0,1,1
17,170271,0,1,1
17,170281,0,1,9
17,170281,0,2,9
17,170281,0,3,9
17,170284,0,1,1
17,170287,0,1,9
17,170288,0,1,1
17,170289,0,1,9
17,170290,0,1,9
17,170294,0,1,3
17,170296,0,1,8
17,170301,0,1,9
17,170302,0,1,9
17,170302,0,2,9
17,170309,0,1,1
17,170310,0,1,1
17,170313,0,1,8
17,170329,0,1,8
17,170336,0,1,8
17,170339,0,1,1
17,170348,0,1,9
17,170355,0,1,9
17,170355,0,2,9
17,170372,0,1,8
17,170383,0,1,1
17,170387,0,1,9
17,170390,0,1,9
17,170406,0,1,1
17,170419,0,1,1
17,170424,0,1,2
17,170428,0,1,1
17,170438,0,1,8
17,170440,0,1,8
17,170443,0,1,1
17,170447,0,1,2
17,170447,0,1,5
17,170457,0,1,8
17,170463,0,1,9
17,170464,0,1,2
17,170468,0,1,2
17,170470,0,1,3
17,170472,0,1,1
17,170483,0,1,8
17,170496,0,1,1
17,170502,0,1,9
17,170504,0,1,9
17,170507,0,1,1
17,170523,0,1,8
17,170533,0,1,9
17,170545,0,1,1
17,170549,0,1,9
17,170560,0,1,1
17,170562,0,1,1
17,170566,0,1,2
17,170590,0,1,8
17,170590,0,2,8
17,170596,0,1,1
17,170600,0,1,1
17,170603,0,1,8
17,170614,0,1,1
17,170625,0,1,8
17,170627,0,1,9
17,170642,0,1,1
17,170643,0,1,1
17,170648,0,1,9
17,170652,0,1,1
17,170656,0,1,9
17,170661,0,1,8
17,170665,0,1,1
17,170668,0,1,8
17,170671,0,1,1
17,170678,0,1,1
17,170681,0,1,8
17,170683,0,1,1
17,170686,0,1,8
17,170687,0,1,9
17,170692,0,1,8
17,170692,0,2,8
17,170701,0,1,1
17,170704,0,1,1
17,170706,0,1,1
17,170709,0,1,8
17,170715,0,1,9
17,170716,0,1,1
17,170718,0,1,8
17,170719,0,1,9
17,170719,0,2,9
17,170720,0,1,3
17,170721,0,1,9
17,170723,0,1,1
17,170724,0,1,1
17,170741,0,1,8
17,170743,0,1,8
17,170745,0,1,7
17,170748,0,1,1
17,170752,0,1,8
17,170755,0,1,1
17,170759,0,1,8
17,170765,0,1,1
17,170771,0,1,8
17,170772,0,1,1
17,170774,0,1,8
17,170777,0,1,9
17,170788,0,1,8
17,170791,0,1,1
17,170793,0,1,1
17,170801,0,1,1
17,170805,0,1,1
17,170822,0,1,8
17,170832,0,1,1
17,170838,0,1,8
17,170841,0,1,1
17,170841,0,2,1
17,170845,0,1,1
17,170845,0,2,8
17,170858,0,1,8
17,170882,0,1,9
17,170883,0,1,8
17,170887,0,1,8
17,170900,0,1,9
17,170901,0,1,9
17,170902,0,1,8
17,170904,0,1,9
17,170904,0,2,9
17,170915,0,1,8
17,170919,0,1,1
17,170921,0,1,9
17,170924,0,1,8
17,170944,0,1,1
17,170951,0,1,9
17,170952,0,1,9
17,170952,0,2,9
17,170952,0,3,9
17,170953,0,1,8
17,170957,0,1,8
17,170961,0,1,1
17,170962,0,1,1
17,170963,0,1,1
17,170964,0,1,8
17,170970,0,1,1
18,180003,0,1,1
18,180017,0,1,1
18,180019,0,1,1
18,180038,0,1,1
18,180039,0,1,1
18,180041,0,1,1
18,180041,0,2,1
18,180044,0,1,1
18,180046,0,1,1
18,180063,0,1,1
18,180081,0,1,1
18,180089,0,1,1
18,180096,0,1,8
18,180101,0,1,1
18,180109,0,1,1
18,180122,0,1,1
18,180126,0,1,1
18,180149,0,1,1
18,180152,0,1,8
18,180153,0,1,1
18,180162,0,1,1
18,180168,0,1,1
18,180174,0,1,1
18,180178,0,1,1
18,180179,0,1,1
18,180181,0,1,1
18,180182,0,1,1
18,180197,0,1,1
18,180198,0,1,1
18,180200,0,1,1
18,180233,0,1,1
18,180237,0,1,1
18,180241,0,1,1
18,180247,0,1,1
18,180252,0,1,1
18,180253,0,1,1
18,180265,0,1,1
18,180265,0,2,1
18,180278,0,1,1
18,180280,0,1,1
18,180281,0,1,1
18,180285,0,1,1
18,180293,0,1,8
18,180300,0,1,1
18,180304,0,1,1
18,180310,0,1,1
18,180321,0,1,1
18,180332,0,1,1
18,180341,0,1,1
18,180342,0,1,1
18,180344,0,1,1
18,180345,0,1,1
18,180349,0,1,1
18,180350,0,1,1
18,180353,0,1,1
18,180368,0,1,1
18,180368,0,2,1
18,180381,0,1,9
18,180384,0,1,1
18,180405,0,1,1
18,180408,0,1,1
18,180423,0,1,1
18,180432,0,1,1
18,180433,0,1,1
18,180440,0,1,1
18,180447,0,1,1
18,180460,0,1,1
18,180501,0,1,1
18,180506,0,1,1
18,180507,0,1,1
18,180507,0,2,1
18,180507,0,3,1
18,180507,0,4,1
18,180507,0,5,1
18,180510,0,1,8
18,180512,0,1,1
18,180512,0,2,1
18,180513,0,1,1
18,180516,0,1,1
18,180518,0,1,1
18,180530,0,1,1
18,180538,0,1,1
18,180541,0,1,1
18,180541,0,2,1
18,180549,0,1,1
18,180559,0,1,1
18,180566,0,1,1
18,180570,0,1,9
18,180572,0,1,1
18,180572,0,2,1
18,180577,0,1,1
18,180584,0,1,1
18,180597,0,1,1
18,180601,0,1,1
18,180606,0,1,1
18,180623,0,1,1
18,180630,0,1,1
18,180631,0,1,9
18,180632,0,1,1
18,180634,0,1,1
18,180637,0,1,1
18,180643,0,1,1
18,180647,0,1,1
18,180650,0,1,1
18,180650,0,2,1
18,180651,0,1,1
18,180657,0,1,1
18,180664,0,1,1
18,180667,0,1,1
18,180679,0,1,1
18,180679,0,2,1
18,180680,0,1,1
18,180689,0,1,1
18,180691,0,1,1
18,180719,0,1,1
18,180735,0,1,8
18,180736,0,1,8
18,180740,0,1,8
18,180743,0,1,8
18,180744,0,1,1
18,180745,0,1,8
18,180752,0,1,8
18,180766,0,1,8
18,180777,0,1,1
18,180790,0,1,8
18,180791,0,1,8
19,190027,0,1,1
19,190035,0,1,1
19,190072,0,1,1
19,190073,0,1,1
19,190093,0,1,1
19,190093,0,2,1
19,190110,0,1,1
19,190117,0,1,1
19,190121,0,1,1
19,190133,0,1,1
19,190137,0,1,1
19,190141,0,1,2
19,190148,0,1,1
19,190165,0,1,1
19,190166,0,1,1
19,190173,0,1,1
19,190184,0,1,1
19,190187,0,1,5
19,190209,0,1,2
19,190210,0,1,1
19,190210,0,2,1
19,190212,0,1,1
19,190218,0,1,1
19,190223,0,1,1
19,190225,0,1,1
19,190228,0,1,7
19,190238,0,1,1
19,190239,0,1,1
19,190241,0,1,1
19,190252,0,1,1
19,190255,0,1,1
19,190259,0,1,1
19,190266,0,1,1
19,190267,0,1,1
19,190272,0,1,1
20,200004,0,1,1
20,200008,0,1,1
20,200014,0,1,9
20,200023,0,1,1
20,200023,0,2,1
20,200023,0,3,1
20,200023,0,4,1
20,200023,0,5,1
20,200023,0,6,1
20,200047,0,1,2
20,200088,0,1,1
20,200116,0,1,1
20,200125,0,1,8
20,200134,0,1,3
20,200146,0,1,1
20,200152,0,1,8
20,200178,0,1,9
20,200187,0,1,8
20,200187,0,2,8
20,200201,0,1,1
20,200202,0,1,8
20,200209,0,1,2
20,200213,0,1,9
20,200247,0,1,1
20,200252,0,1,9
20,200264,0,1,1
20,200264,0,2,1
20,200271,0,1,9
20,200273,0,1,1
20,200303,0,1,1
20,200304,0,1,1
20,200305,0,1,1
20,200310,0,1,9
20,200315,0,1,1
21,210012,0,1,8
21,210019,0,1,8
21,210025,0,1,8
21,210030,0,1,8
21,210032,0,1,8
21,210034,0,1,8
21,210062,0,1,8
21,210068,0,1,8
21,210071,0,1,8
21,210072,0,1,1
21,210075,0,1,8
21,210088,0,1,8
21,210093,0,1,8
21,210097,0,1,8
21,210098,0,1,8
21,210099,0,1,8
21,210111,0,1,8
21,210116,0,1,8
21,210116,0,2,8
21,210116,0,3,8
21,210116,0,4,8
21,210116,0,5,8
21,210119,0,1,8
21,210123,0,1,8
21,210129,0,1,8
21,210138,0,1,8
21,210140,0,1,8
21,210158,0,1,8
21,210172,0,1,8
21,210176,0,1,8
21,210178,0,1,8
21,210192,0,1,8
21,210222,0,1,2
21,210232,0,1,8
21,210241,0,1,8
21,210246,0,1,8
21,210247,0,1,8
21,210253,0,1,1
21,210253,0,2,1
21,210276,0,1,8
21,210290,0,1,8
21,210291,0,1,1
21,210295,0,1,1
21,210295,0,2,1
21,210310,0,1,8
21,210313,0,1,8
21,210323,0,1,8
21,210331,0,1,8
21,210335,0,1,8
21,210341,0,1,8
21,210346,0,1,1
21,210350,0,1,1
21,210401,0,1,1
21,210411,0,1,8
21,210430,0,1,8
21,210430,0,2,8
21,210437,0,1,8
21,210437,0,2,8
21,210459,0,1,8
21,210468,0,1,8
21,210469,0,1,8
21,210491,0,1,8
21,210498,0,1,1
21,210499,0,1,8
21,210500,0,1,8
21,210510,0,1,8
21,210528,0,1,8
21,210529,0,1,8
21,210534,0,1,8
21,210534,0,2,8
21,210534,0,3,8
21,210534,0,4,8
21,210534,0,5,8
21,210534,0,6,8
21,210536,0,1,8
21,210557,0,1,8
21,210559,0,1,8
21,210566,0,1,8
21,210566,0,2,8
21,210566,0,3,8
21,210575,0,1,8
21,210579,0,1,8
21,210582,0,1,8
21,210609,0,1,8
21,210630,0,1,1
21,210637,0,1,8
21,210646,0,1,1
21,210658,0,1,8
21,210666,0,1,8
21,210666,0,2,8
21,210667,0,1,8
21,210671,0,1,8
22,220006,0,1,8
22,220007,0,1,8
22,220012,0,1,8
22,220030,0,1,8
22,220034,0,1,8
22,220036,0,1,1
22,220040,0,1,1
22,220045,0,1,8
22,220056,0,1,8
22,220056,0,2,8
22,220062,0,1,8
22,220063,0,1,8
22,220081,0,1,8
22,220083,0,1,1
22,220089,0,1,8
22,220099,0,1,8
22,220100,0,1,8
22,220104,0,1,8
22,220108,0,1,8
22,220109,0,1,8
22,220109,0,2,8
22,220114,0,1,8
22,220115,0,1,8
22,220116,0,1,8
22,220118,0,1,8
22,220123,0,1,8
22,220130,0,1,1
22,220141,0,1,8
22,220147,0,1,8
22,220149,0,1,8
22,220154,0,1,8
22,220157,0,1,8
22,220160,0,1,8
22,220162,0,1,8
22,220173,0,1,8
22,220174,0,1,8
22,220178,0,1,8
22,220180,0,1,8
22,220184,0,1,2
22,220188,0,1,8
22,220190,0,1,8
22,220191,0,1,8
22,220199,0,1,8
22,220200,0,1,8
22,220200,0,2,8
22,220206,0,1,1
22,220211,0,1,8
22,220213,0,1,8
22,220214,0,1,8
22,220223,0,1,8
22,220227,0,1,8
22,220243,0,1,8
22,220245,0,1,8
22,220261,0,1,8
22,220270,0,1,8
22,220271,0,1,8
22,220280,0,1,8
22,220283,0,1,8
22,220287,0,1,8
22,220291,0,1,8
22,220303,0,1,8
22,220306,0,1,8
22,220310,0,1,8
22,220314,0,1,8
22,220315,0,1,8
22,220316,0,1,8
22,220318,0,1,8
22,220330,0,1,8
22,220341,0,1,8
22,220344,0,1,8
22,220344,0,2,8
22,220354,0,1,8
22,220361,0,1,8
22,220367,0,1,8
22,220369,0,1,8
22,220379,0,1,8
22,220380,0,1,8
22,220381,0,1,8
22,220383,0,1,8
22,220389,0,1,8
22,220391,0,1,8
22,220396,0,1,8
22,220397,0,1,8
22,220398,0,1,8
22,220405,0,1,8
22,220406,0,1,8
22,220406,0,2,8
22,220409,0,1,3
22,220409,0,2,3
22,220411,0,1,8
22,220411,0,2,8
22,220412,0,1,8
22,220429,0,1,8
22,220433,0,1,8
22,220441,0,1,8
22,220444,0,1,1
22,220446,0,1,8
22,220451,0,1,8
22,220478,0,1,8
22,220478,0,2,8
22,220481,0,1,8
22,220484,0,1,8
22,220486,0,1,8
22,220493,0,1,8
22,220507,0,1,8
22,220512,0,1,8
22,220529,0,1,1
22,220531,0,1,8
22,220534,0,1,8
22,220543,0,1,8
22,220545,0,1,8
22,220546,0,1,8
22,220547,0,1,8
22,220552,0,1,8
22,220560,0,1,8
22,220560,0,2,8
22,220571,0,1,1
22,220572,0,1,8
22,220577,0,1,8
22,220586,0,1,8
22,220591,0,1,8
22,220594,0,1,8
22,220602,0,1,8
22,220613,0,1,8
22,220618,0,1,8
22,220619,0,1,1
22,220621,0,1,8
22,220629,0,1,8
22,220630,0,1,8
22,220639,0,1,8
22,220641,0,1,8
22,220648,0,1,1
22,220653,0,1,8
22,220656,0,1,8
22,220657,0,1,8
22,220657,0,2,8
22,220662,0,1,8
22,220663,0,1,8
22,220669,0,1,8
22,220672,0,1,8
22,220673,0,1,8
22,220675,0,1,8
22,220677,0,1,8
22,220681,0,1,8
22,220685,0,1,8
22,220694,0,1,8
22,220696,0,1,8
23,230005,0,1,8
23,230007,0,1,1
23,230008,0,1,8
23,230010,0,1,8
23,230036,0,1,8
23,230053,0,1,1
23,230070,0,1,8
23,230071,0,1,8
23,230091,0,1,1
23,230093,0,1,8
23,230099,0,1,8
23,230110,0,1,1
23,230115,0,1,9
23,230118,0,1,8
23,230125,0,1,1
23,230129,0,1,8
23,230133,0,1,1
23,230144,0,1,1
23,230147,0,1,8
23,230148,0,1,8
23,230148,0,2,8
23,230148,0,3,8
23,230148,0,4,8
23,230148,0,5,8
23,230148,0,6,8
23,230148,0,7,8
23,230148,0,8,8
23,230148,0,9,8
23,230148,0,10,8
23,230148,0,11,8
23,230148,0,12,8
23,230148,0,13,8
23,230148,0,14,8
23,230148,0,15,8
23,230148,0,16,8
24,240003,0,1,1
24,240004,0,1,1
24,240017,0,1,1
24,240019,0,1,1
24,240020,0,1,1
24,240021,0,1,1
24,240022,0,1,1
24,240028,0,1,8
24,240031,0,1,1
24,240036,0,1,1
24,240040,0,1,1
24,240041,0,1,1
24,240050,0,1,9
24,240057,0,1,1
24,240059,0,1,1
24,240060,0,1,1
24,240066,0,1,1
24,240067,0,1,1
24,240068,0,1,1
24,240076,0,1,8
24,240090,0,1,1
24,240090,0,2,1
24,240094,0,1,1
24,240095,0,1,1
24,240098,0,1,8
24,240107,0,1,1
24,240118,0,1,1
24,240121,0,1,1
24,240122,0,1,1
24,240136,0,1,1
24,240154,0,1,1
24,240156,0,1,3
24,240156,0,1,7
24,240162,0,1,8
24,240165,0,1,1
24,240165,0,2,8
24,240165,0,3,8
24,240165,0,4,8
24,240172,0,1,1
24,240174,0,1,1
24,240174,0,2,1
24,240184,0,1,1
24,240191,0,1,1
24,240195,0,1,2
24,240196,0,1,7
24,240197,0,1,1
24,240198,0,1,1
24,240200,0,1,8
24,240201,0,1,1
24,240202,0,1,3
24,240209,0,1,1
24,240220,0,1,8
24,240235,0,1,1
24,240243,0,1,1
24,240258,0,1,1
24,240258,0,2,1
24,240261,0,1,1
24,240263,0,1,8
24,240267,0,1,1
24,240271,0,1,1
24,240275,0,1,1
24,240275,0,2,9
24,240277,0,1,9
24,240278,0,1,1
24,240282,0,1,2
24,240286,0,1,2
24,240289,0,1,1
24,240303,0,1,1
24,240314,0,1,1
24,240323,0,1,1
24,240324,0,1,1
24,240335,0,1,1
24,240341,0,1,1
24,240341,0,2,1
24,240349,0,1,1
24,240350,0,1,1
24,240352,0,1,8
24,240352,0,2,8
24,240354,0,1,1
24,240359,0,1,1
24,240361,0,1,8
24,240364,0,1,1
24,240371,0,1,3
24,240371,0,2,3
24,240372,0,1,1
24,240374,0,1,1
24,240379,0,1,1
24,240381,0,1,1
24,240383,0,1,1
24,240386,0,1,1
24,240387,0,1,1
24,240387,0,2,1
24,240388,0,1,2
24,240395,0,1,1
24,240397,0,1,1
24,240402,0,1,1
24,240410,0,1,1
24,240414,0,1,1
24,240424,0,1,1
24,240425,0,1,8
24,240430,0,1,8
24,240433,0,1,1
24,240437,0,1,1
24,240439,0,1,1
24,240442,0,1,1
24,240445,0,1,1
24,240447,0,1,3
24,240448,0,1,1
24,240449,0,1,2
24,240454,0,1,1
24,240455,0,1,1
24,240457,0,1,8
24,240459,0,1,8
24,240464,0,1,1
24,240465,0,1,8
24,240465,0,2,8
24,240469,0,1,1
24,240469,0,2,1
25,250002,0,1,1
25,250006,0,1,1
25,250007,0,1,1
25,250013,0,1,1
25,250016,0,1,1
25,250017,0,1,3
25,250019,0,1,9
25,250021,0,1,1
25,250022,0,1,7
25,250024,0,1,1
25,250025,0,1,1
25,250034,0,1,9
25,250046,0,1,1
25,250050,0,1,1
25,250051,0,1,1
25,250052,0,1,1
25,250057,0,1,8
25,250066,0,1,1
25,250068,0,1,1
25,250068,0,2,1
25,250072,0,1,1
25,250073,0,1,3
25,250074,0,1,1
25,250079,0,1,9
25,250080,0,1,1
25,250081,0,1,1
25,250082,0,1,1
25,250088,0,1,1
25,250111,0,1,1
25,250114,0,1,1
25,250122,0,1,1
25,250134,0,1,1
25,250139,0,1,3
25,250140,0,1,9
25,250144,0,1,9
25,250149,0,1,1
25,250152,0,1,9
25,250160,0,1,9
25,250161,0,1,1
25,250168,0,1,1
25,250171,0,1,8
25,250173,0,1,1
25,250175,0,1,1
25,250176,0,1,1
25,250179,0,1,1
25,250196,0,1,1
25,250200,0,1,1
25,250201,0,1,1
25,250205,0,1,1
25,250206,0,1,1
25,250209,0,1,1
25,250213,0,1,1
25,250214,0,1,1
25,250216,0,1,1
25,250217,0,1,1
25,250220,0,1,7
25,250221,0,1,1
25,250222,0,1,1
25,250222,0,2,1
25,250222,0,3,1
25,250222,0,4,1
25,250236,0,1,1
25,250239,0,1,1
25,250244,0,1,1
25,250248,0,1,2
25,250249,0,1,1
25,250252,0,1,2
25,250257,0,1,1
25,250258,0,1,1
25,250260,0,1,8
25,250264,0,1,1
25,250270,0,1,1
25,250272,0,1,2
25,250273,0,1,8
25,250275,0,1,1
25,250281,0,1,1
25,250282,0,1,1
25,250283,0,1,1
25,250284,0,1,1
25,250286,0,1,1
25,250287,0,1,1
25,250288,0,1,1
25,250289,0,1,1
25,250292,0,1,1
25,250293,0,1,1
25,250296,0,1,1
25,250296,0,2,1
26,260003,0,1,8
26,260005,0,1,8
26,260012,0,1,8
26,260014,0,1,8
26,260015,0,1,8
26,260028,0,1,8
26,260037,0,1,8
26,260038,0,1,8
26,260038,0,2,8
26,260042,0,1,8
26,260046,0,1,8
26,260047,0,1,8
26,260048,0,1,1
26,260053,0,1,8
26,260066,0,1,1
26,260068,0,1,8
26,260072,0,1,8
26,260082,0,1,8
26,260085,0,1,8
26,260089,0,1,1
26,260092,0,1,8
26,260093,0,1,1
26,260098,0,1,8
26,260099,0,1,8
26,260100,0,1,8
26,260102,0,1,8
26,260107,0,1,8
26,260114,0,1,8
26,260126,0,1,8
26,260127,0,1,8
26,260133,0,1,8
26,260134,0,1,8
26,260135,0,1,8
26,260146,0,1,8
26,260147,0,1,8
26,260156,0,1,8
26,260160,0,1,9
26,260164,0,1,9
26,260166,0,1,8
26,260168,0,1,8
26,260171,0,1,8
26,260173,0,1,8
26,260181,0,1,8
26,260193,0,1,1
26,260198,0,1,8
26,260205,0,1,8
26,260213,0,1,8
26,260216,0,1,8
26,260219,0,1,8
26,260221,0,1,8
26,260248,0,1,8
26,260252,0,1,1
26,260262,0,1,8
26,260267,0,1,8
26,260272,0,1,8
26,260272,0,2,8
26,260275,0,1,8
26,260278,0,1,8
26,260290,0,1,9
26,260300,0,1,1
26,260308,0,1,8
26,260311,0,1,8
26,260315,0,1,8
26,260315,0,2,8
26,260315,0,3,8
26,260315,0,4,8
26,260315,0,5,8
26,260315,0,6,8
26,260317,0,1,8
26,260334,0,1,8
26,260334,0,2,8
26,260334,0,3,8
26,260334,0,4,8
26,260355,0,1,8
26,260362,0,1,8
26,260365,0,1,8
26,260365,0,2,8
26,260368,0,1,8
26,260371,0,1,8
26,260373,0,1,1
26,260387,0,1,8
26,260390,0,1,1
26,260394,0,1,8
26,260408,0,1,7
26,260417,0,1,8
26,260418,0,1,8
26,260434,0,1,8
26,260437,0,1,1
26,260440,0,1,8
26,260441,0,1,8
26,260445,0,1,8
26,260446,0,1,2
26,260448,0,1,8
26,260451,0,1,8
26,260457,0,1,8
26,260464,0,1,8
26,260467,0,1,8
26,260471,0,1,8
26,260487,0,1,8
26,260488,0,1,8
26,260489,0,1,9
26,260490,0,1,8
26,260492,0,1,8
26,260501,0,1,8
26,260508,0,1,8
26,260511,0,1,8
26,260525,0,1,1
26,260532,0,1,8
26,260536,0,1,8
26,260542,0,1,8
26,260543,0,1,8
26,260544,0,1,8
26,260546,0,1,8
26,260548,0,1,9
26,260550,0,1,8
26,260556,0,1,1
26,260557,0,1,3
26,260558,0,1,8
26,260558,0,2,8
26,260560,0,1,8
26,260562,0,1,9
26,260562,0,2,9
26,260563,0,1,8
26,260564,0,1,8
26,260564,0,2,8
26,260568,0,1,8
26,260571,0,1,8
26,260572,0,1,8
26,260574,0,1,8
26,260575,0,1,8
26,260578,0,1,8
26,260581,0,1,8
26,260594,0,1,8
26,260595,0,1,8
26,260599,0,1,8
26,260601,0,1,8
26,260602,0,1,8
26,260602,0,2,8
26,260606,0,1,8
26,260613,0,1,8
26,260615,0,1,8
26,260620,0,1,8
26,260621,0,1,8
26,260623,0,1,8
26,260627,0,1,8
26,260630,0,1,8
26,260639,0,1,8
26,260651,0,1,8
26,260652,0,1,8
26,260656,0,1,8
26,260661,0,1,8
26,260670,0,1,8
26,260681,0,1,8
26,260684,0,1,8
26,260685,0,1,8
26,260697,0,1,8
26,260699,0,1,8
26,260699,0,2,8
26,260705,0,1,8
26,260708,0,1,8
26,260715,0,1,1
26,260717,0,1,8
26,260717,0,2,8
26,260719,0,1,8
26,260721,0,1,8
26,260724,0,1,8
26,260725,0,1,8
26,260734,0,1,8
26,260735,0,1,8
26,260736,0,1,8
26,260743,0,1,8
26,260744,0,1,8
26,260746,0,1,8
26,260747,0,1,8
26,260752,0,1,8
26,260752,0,2,8
26,260756,0,1,8
26,260757,0,1,8
26,260764,0,1,8
26,260769,0,1,1
26,260772,0,1,1
26,260773,0,1,8
26,260794,0,1,8
26,260795,0,1,8
26,260799,0,1,8
26,260802,0,1,8
26,260805,0,1,8
26,260808,0,1,8
26,260811,0,1,1
26,260816,0,1,8
26,260818,0,1,8
26,260826,0,1,8
26,260827,0,1,8
26,260829,0,1,8
26,260830,0,1,1
26,260834,0,1,8
26,260838,0,1,8
26,260845,0,1,8
26,260848,0,1,8
26,260853,0,1,8
26,260855,0,1,8
26,260860,0,1,8
26,260863,0,1,8
26,260864,0,1,8
26,260869,0,1,8
26,260872,0,1,8
26,260873,0,1,8
26,260875,0,1,8
26,260876,0,1,8
26,260876,0,2,8
26,260883,0,1,1
26,260883,0,2,1
26,260883,0,3,1
26,260883,0,4,1
26,260885,0,1,8
26,260890,0,1,8
26,260896,0,1,8
26,260896,0,2,8
26,260901,0,1,8
26,260903,0,1,8
26,260904,0,1,8
26,260905,0,1,8
26,260906,0,1,8
26,260907,0,1,8
26,260909,0,1,8
26,260910,0,1,8
26,260912,0,1,8
27,270003,0,1,8
27,270005,0,1,8
27,270008,0,1,8
27,270009,0,1,8
27,270023,0,1,8
27,270033,0,1,8
27,270040,0,1,8
27,270049,0,1,8
27,270075,0,1,8
27,270082,0,1,8
27,270093,0,1,8
27,270123,0,1,8
27,270136,0,1,8
27,270141,0,1,8
27,270162,0,1,8
27,270170,0,1,1
27,270176,0,1,8
27,270180,0,1,8
27,270189,0,1,2
27,270198,0,1,8
27,270202,0,1,8
27,270208,0,1,2
27,270237,0,1,8
27,270247,0,1,8
27,270248,0,1,8
27,270252,0,1,8
27,270253,0,1,8
27,270255,0,1,8
27,270256,0,1,8
27,270264,0,1,8
27,270270,0,1,8
