STATE,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
36,360723,4,2,4,2,82,8,9999,77
36,360723,5,2,5,2,9,8,9999,77
36,360724,2,1,1,2,6,12,1,6
36,360724,1,2,1,3,12,12,2,6
36,360724,2,2,2,2,6,12,1,6
36,360724,1,3,1,3,12,12,2,6
36,360725,1,1,1,1,55,68,5555,55
36,360725,2,1,2,1,55,64,5555,55
36,360725,3,1,3,1,11,34,9999,77
36,360725,4,1,4,1,9,30,9999,77
36,360725,5,1,5,1,0,1,9999,77
36,360726,2,1,1,2,12,12,1,12
36,360726,3,1,2,1,55,63,5555,55
36,360726,4,1,3,1,99,24,9999,77
36,360726,1,2,1,2,55,68,5555,55
36,360726,2,2,2,2,12,12,1,12
36,360726,5,2,3,2,55,64,5555,55
36,360727,1,1,1,1,55,68,5555,55
36,360727,2,1,2,1,55,64,5555,55
36,360727,3,1,3,1,55,69,5555,55
36,360727,4,1,4,1,55,68,5555,55
36,360727,5,1,5,1,55,63,5555,55
36,360727,6,1,6,1,0,1,9999,77
36,360728,1,1,1,1,12,12,2,6
36,360728,1,2,1,1,12,12,2,6
36,360729,1,1,1,1,12,8,9999,77
36,360730,1,1,1,1,55,63,5555,55
36,360730,2,1,2,1,12,42,9999,77
36,360731,1,1,1,1,12,11,9999,77
36,360731,2,1,2,1,12,12,2,12
36,360731,2,2,1,1,12,12,2,12
36,360732,1,1,1,1,12,8,9999,77
36,360733,1,1,1,2,12,12,1,9
36,360733,2,1,2,1,55,63,5555,55
36,360733,1,2,1,2,12,12,1,9
36,360733,3,2,2,2,55,64,5555,55
36,360734,1,1,1,1,12,9,9999,77
36,360735,1,1,1,1,55,68,5555,55
36,360735,2,1,2,1,55,64,5555,55
36,360735,3,1,3,1,12,30,9999,77
36,360735,4,1,4,1,12,42,9999,77
36,360736,1,1,1,1,12,8,9999,77
36,360736,2,1,2,1,55,63,5555,55
36,360736,3,1,3,1,1,34,9999,77
36,360737,1,1,1,1,12,12,2,81
36,360737,1,2,1,1,12,12,2,81
36,360738,1,1,1,1,14,8,9999,77
36,360739,1,1,1,1,55,63,5555,55
36,360739,2,1,2,1,12,33,9999,77
36,360739,3,1,3,1,0,1,9999,77
36,360739,4,1,4,1,12,42,9999,77
36,360740,1,1,1,1,55,64,5555,55
36,360740,2,1,2,1,1,24,9999,77
36,360740,3,1,3,1,55,65,5555,55
36,360740,4,1,4,1,1,12,3,6
36,360740,5,1,5,1,1,12,2,12
36,360740,6,1,6,1,0,1,9999,77
36,360740,5,2,1,1,1,12,2,12
36,360740,4,3,1,1,1,12,3,6
36,360740,7,3,2,3,6,12,4,12
36,360740,7,4,1,3,6,12,4,12
36,360741,1,1,1,1,55,68,5555,55
36,360741,3,1,2,1,55,64,5555,55
36,360741,4,1,3,1,12,12,2,63
36,360741,5,1,4,1,55,69,5555,55
36,360741,6,1,5,1,12,12,3,12
36,360741,2,2,1,2,55,63,5555,55
36,360741,4,2,2,1,12,12,2,63
36,360741,6,3,1,1,12,12,3,12
36,360741,7,3,2,3,55,63,5555,55
36,360742,1,1,1,1,55,68,5555,55
36,360742,2,1,2,1,55,64,5555,55
36,360742,3,1,3,1,12,42,9999,77
36,360742,4,1,4,1,81,42,9999,77
36,360742,5,1,5,1,0,2,9999,77
36,360743,1,1,1,1,55,68,5555,55
36,360743,2,1,2,1,12,12,2,12
36,360743,2,2,1,1,12,12,2,12
36,360744,1,1,1,1,55,68,5555,55
36,360744,2,1,2,1,55,64,5555,55
36,360744,3,1,3,1,12,52,9999,77
36,360744,4,1,4,1,0,1,9999,77
36,360745,1,1,1,1,12,9,9999,77
36,360746,1,1,1,1,1,12,2,1
36,360746,1,2,1,1,1,12,2,1
36,360747,1,1,1,1,55,63,5555,55
36,360747,2,1,2,1,12,35,9999,77
36,360747,3,1,3,1,55,67,5555,55
36,360747,4,1,4,1,12,42,9999,77
36,360748,1,1,1,1,55,64,5555,55
36,360748,2,1,2,1,12,21,9999,77
36,360749,1,1,1,1,81,8,9999,77
36,360750,2,1,1,2,12,12,1,11
36,360750,3,1,2,1,55,63,5555,55
36,360750,4,1,3,1,9,38,9999,77
36,360750,1,2,1,2,55,68,5555,55
36,360750,2,2,2,2,12,12,1,11
36,360751,1,1,1,1,12,8,9999,77
36,360752,1,1,1,1,12,12,2,12
36,360752,1,2,1,1,12,12,2,12
36,360753,1,1,1,1,55,64,5555,55
36,360753,2,1,2,1,12,32,9999,77
36,360753,3,1,3,1,12,53,9999,77
36,360753,4,1,4,1,12,42,9999,77
36,360754,1,1,1,1,12,8,9999,77
36,360755,1,1,1,1,55,63,5555,55
36,360755,2,1,2,1,12,42,9999,77
36,360755,3,1,3,1,0,2,9999,77
36,360756,1,1,1,1,55,68,5555,55
36,360756,2,1,2,1,12,12,2,12
36,360756,2,2,1,1,12,12,2,12
36,360757,1,1,1,1,55,63,5555,55
36,360757,2,1,2,1,12,31,9999,77
36,360758,1,1,1,1,12,12,2,1
36,360758,2,1,2,3,12,12,1,62
36,360758,1,2,1,1,12,12,2,1
36,360758,2,3,1,3,12,12,1,62
36,360759,1,1,1,1,12,8,9999,77
36,360760,1,1,1,1,12,12,2,9
36,360760,4,1,2,1,55,64,5555,55
36,360760,1,2,1,1,12,12,2,9
36,360760,2,2,2,2,0,1,9999,77
36,360760,3,2,3,2,55,63,5555,55
36,360761,1,1,1,1,12,18,9999,77
36,360761,2,1,2,1,0,1,9999,77
36,360762,1,1,1,1,55,68,5555,55
36,360762,2,1,2,1,55,64,5555,55
36,360762,3,1,3,1,55,69,5555,55
36,360762,4,1,4,1,55,63,5555,55
36,360762,5,1,5,1,12,34,9999,77
36,360762,6,1,6,1,1,42,9999,77
36,360762,7,1,7,1,0,1,9999,77
36,360763,1,1,1,1,55,63,5555,55
36,360763,2,1,2,1,12,42,9999,77
36,360763,3,1,3,1,0,1,9999,77
36,360764,1,1,1,1,12,12,2,12
36,360764,1,2,1,1,12,12,2,12
36,360764,2,2,2,2,0,1,9999,77
36,360765,1,1,1,1,12,8,9999,77
36,360765,2,2,1,2,14,8,9999,77
36,360765,3,3,1,3,14,8,9999,77
36,360766,1,1,1,1,55,64,5555,55
36,360766,2,1,2,1,12,31,9999,77
36,360766,3,1,3,1,0,2,9999,77
36,360767,1,1,1,1,12,8,9999,77
36,360768,1,1,1,1,12,8,9999,77
36,360769,1,1,1,1,12,8,9999,77
36,360770,1,1,1,1,55,63,5555,55
36,360770,2,1,2,1,9,42,9999,77
36,360771,1,1,1,1,12,8,9999,77
36,360772,1,1,1,1,2,8,9999,77
36,360773,1,1,1,1,12,8,9999,77
36,360774,1,1,1,1,12,8,9999,77
36,360775,1,1,1,1,12,12,2,12
36,360775,1,2,1,1,12,12,2,12
36,360776,1,1,1,1,12,12,2,12
36,360776,1,2,1,1,12,12,2,12
36,360777,1,1,1,1,99,8,9999,77
36,360778,1,1,1,1,55,64,5555,55
36,360778,2,1,2,1,12,25,9999,77
36,360778,3,1,3,1,55,69,5555,55
36,360778,4,1,4,2,12,12,1,13
36,360778,5,1,5,3,12,12,1,13
36,360778,4,2,1,2,12,12,1,13
36,360778,5,3,1,3,12,12,1,13
36,360779,1,1,1,1,55,68,5555,55
36,360779,2,1,2,1,55,64,5555,55
36,360779,3,1,3,1,12,42,9999,77
36,360780,1,1,1,1,12,12,2,81
36,360780,1,2,1,1,12,12,2,81
36,360781,1,1,1,1,55,63,5555,55
36,360781,2,1,2,1,12,34,9999,77
36,360781,3,1,3,1,55,67,5555,55
36,360781,4,1,4,1,12,31,9999,77
36,360781,5,1,5,1,12,30,9999,77
36,360781,6,1,6,1,0,1,9999,77
36,360781,7,1,7,1,99,19,9999,77
36,360782,1,1,1,1,11,8,9999,77
36,360783,1,1,1,1,12,8,9999,77
36,360784,1,1,1,1,12,12,2,11
36,360784,1,2,1,1,12,12,2,11
36,360785,1,1,1,2,12,12,1,62
36,360785,1,2,1,2,12,12,1,62
36,360786,5,1,1,2,1,12,1,12
36,360786,1,2,1,2,55,64,5555,55
36,360786,2,2,2,2,12,24,9999,77
36,360786,3,2,3,2,55,65,5555,55
36,360786,4,2,4,2,55,67,5555,55
36,360786,5,2,5,2,1,12,1,12
36,360787,1,1,1,1,12,8,9999,77
36,360788,1,1,1,1,55,68,5555,55
36,360788,2,1,2,1,55,64,5555,55
36,360788,3,1,3,1,9,42,9999,77
36,360789,1,1,1,1,0,5,9999,77
36,360789,2,1,2,1,0,1,9999,77
36,360790,1,1,1,1,12,8,9999,77
36,360791,1,1,1,1,12,8,9999,77
36,360792,1,1,1,1,12,8,9999,77
36,360793,1,1,1,1,12,8,9999,77
36,360794,1,1,1,1,12,8,9999,77
36,360795,1,1,1,1,3,12,2,12
36,360795,2,1,2,1,55,63,5555,55
36,360795,3,1,3,1,3,24,9999,77
36,360795,1,2,1,1,3,12,2,12
36,360796,1,1,1,2,12,12,1,3
36,360796,1,2,1,2,12,12,1,3
36,360797,1,1,1,2,12,12,1,11
36,360797,1,2,1,2,12,12,1,11
36,360797,2,2,2,2,55,68,5555,55
36,360797,3,2,3,2,55,64,5555,55
36,360797,4,2,4,2,12,30,9999,77
36,360798,1,1,1,1,55,64,5555,55
36,360798,2,1,2,1,12,53,9999,77
36,360798,3,1,3,1,55,69,5555,55
36,360798,4,1,4,1,55,63,5555,55
36,360798,5,1,5,1,99,33,9999,77
36,360798,6,1,6,1,12,42,9999,77
36,360799,1,1,1,1,55,63,5555,55
36,360799,2,1,2,1,12,8,9999,77
36,360799,3,1,3,1,12,8,9999,77
36,360799,4,1,4,1,12,8,9999,77
36,360799,5,1,5,1,12,8,9999,77
36,360800,1,1,1,1,9,12,2,12
36,360800,1,2,1,1,9,12,2,12
36,360801,1,1,1,1,12,12,2,6
36,360801,2,1,2,1,55,68,5555,55
36,360801,3,1,3,1,55,64,5555,55
36,360801,4,1,4,1,12,8,9999,77
36,360801,5,1,5,1,12,8,9999,77
36,360801,6,1,6,1,12,8,9999,77
36,360801,7,1,7,1,12,8,9999,77
36,360801,8,1,8,1,12,8,9999,77
36,360801,9,1,9,1,12,8,9999,77
36,360801,10,1,10,1,12,8,9999,77
36,360801,1,2,1,1,12,12,2,6
36,360801,11,2,2,2,83,12,3,7
36,360801,11,3,1,2,83,12,3,7
36,360802,1,1,1,1,12,12,2,1
36,360802,1,2,1,1,12,12,2,1
36,360803,1,1,1,1,55,63,5555,55
36,360803,2,1,2,1,12,42,9999,77
36,360804,1,1,1,1,12,9,9999,77
36,360805,1,1,1,1,55,63,5555,55
36,360805,2,1,2,1,12,33,9999,77
36,360805,3,1,3,1,12,30,9999,77
36,360806,1,1,1,1,12,8,9999,77
36,360807,1,1,1,1,55,63,5555,55
36,360807,2,1,2,1,12,42,9999,77
36,360807,3,1,3,1,0,1,9999,77
36,360808,1,1,1,1,12,8,9999,77
36,360809,1,1,1,1,55,63,5555,55
36,360809,2,1,2,1,12,34,9999,77
36,360809,3,1,3,1,0,1,9999,77
36,360809,4,1,4,1,99,30,9999,77
36,360810,1,1,1,1,12,8,9999,77
36,360811,1,1,1,1,12,8,9999,77
36,360812,1,1,1,1,55,68,5555,55
36,360812,2,1,2,1,55,64,5555,55
36,360812,3,1,3,1,12,42,9999,77
36,360813,1,1,1,1,12,8,9999,77
36,360814,1,1,1,1,12,12,2,12
36,360814,1,2,1,1,12,12,2,12
36,360815,1,1,1,1,12,8,9999,77
36,360816,1,1,1,1,99,8,9999,77
36,360817,1,1,1,1,12,8,9999,77
36,360818,1,1,1,1,55,64,5555,55
36,360818,2,1,2,1,12,42,9999,77
36,360819,1,1,1,1,12,8,9999,77
36,360820,1,1,1,1,12,8,9999,77
36,360821,1,1,1,1,12,8,9999,77
36,360822,1,1,1,1,12,8,9999,77
36,360823,7,1,1,2,12,12,1,6
36,360823,5,2,1,4,12,12,2,6
36,360823,7,2,2,2,12,12,1,6
36,360823,9,2,3,5,12,12,2,6
36,360823,8,3,1,5,12,12,3,6
36,360823,1,4,1,4,0,1,9999,77
36,360823,2,4,2,4,55,64,5555,55
36,360823,3,4,3,4,12,24,9999,77
36,360823,4,4,4,4,55,69,5555,55
36,360823,5,4,5,4,12,12,2,6
36,360823,6,4,6,4,12,12,5,12
36,360823,6,5,1,4,12,12,5,12
36,360823,8,5,2,5,12,12,3,6
36,360823,9,5,3,5,12,12,2,6
36,360823,10,5,4,5,6,12,6,12
36,360823,10,6,1,5,6,12,6,12
36,360824,1,1,1,1,12,12,2,12
36,360824,1,2,1,1,12,12,2,12
36,360824,2,2,2,2,12,12,3,12
36,360824,3,2,3,2,12,12,4,12
36,360824,2,3,1,2,12,12,3,12
36,360824,3,4,1,2,12,12,4,12
36,360825,1,1,1,1,12,12,2,12
36,360825,1,2,1,1,12,12,2,12
36,360826,1,1,1,1,12,8,9999,77
36,360827,1,1,1,1,9,12,2,12
36,360827,2,1,2,1,55,63,5555,55
36,360827,3,1,3,1,0,1,9999,77
36,360827,1,2,1,1,9,12,2,12
36,360828,1,1,1,1,55,64,5555,55
36,360828,2,1,2,1,12,24,9999,77
36,360829,1,1,1,2,12,12,1,3
36,360829,1,2,1,2,12,12,1,3
36,360830,1,1,1,1,0,1,9999,77
36,360830,2,1,2,1,55,68,5555,55
36,360830,3,1,3,1,55,64,5555,55
36,360830,4,1,4,1,3,24,9999,77
36,360831,1,1,1,1,12,8,9999,77
36,360832,1,1,1,1,55,64,5555,55
36,360832,2,1,2,1,12,24,9999,77
36,360832,3,1,3,1,0,1,9999,77
36,360833,1,1,1,1,12,8,9999,77
36,360834,1,1,1,1,11,12,2,1
36,360834,1,2,1,1,11,12,2,1
36,360835,1,1,1,1,12,12,2,12
36,360835,2,1,2,1,55,63,5555,55
36,360835,3,1,3,1,1,30,9999,77
36,360835,1,2,1,1,12,12,2,12
36,360836,1,1,1,1,12,8,9999,77
36,360837,1,1,1,1,12,12,2,9
36,360837,1,2,1,1,12,12,2,9
36,360838,1,1,1,1,55,63,5555,55
36,360838,2,1,2,1,12,24,9999,77
36,360838,3,1,3,1,12,21,9999,77
36,360839,1,1,1,1,12,8,9999,77
36,360839,2,1,2,1,1,14,2,7
36,360839,2,2,1,1,1,14,2,7
36,360840,1,1,1,1,99,8,9999,77
36,360841,1,1,1,1,99,8,9999,77
36,360842,1,1,1,1,99,15,9999,77
36,360843,1,1,1,1,55,63,5555,55
36,360843,2,1,2,1,12,24,9999,77
36,360844,1,1,1,1,12,8,9999,77
36,360845,1,1,1,1,12,12,2,12
36,360845,1,2,1,1,12,12,2,12
36,360846,2,1,1,1,12,12,2,82
36,360846,1,2,1,2,55,68,5555,55
36,360846,2,2,2,1,12,12,2,82
36,360847,1,1,1,1,55,63,5555,55
36,360847,2,1,2,1,12,42,9999,77
36,360847,3,1,3,1,0,2,9999,77
36,360848,1,1,1,1,55,63,5555,55
36,360848,2,1,2,1,12,42,9999,77
36,360848,3,1,3,1,0,1,9999,77
36,360848,4,1,4,1,12,8,9999,77
36,360848,5,1,5,1,12,8,9999,77
36,360848,6,1,6,1,6,19,9999,77
36,360848,7,1,7,1,12,14,2,6
36,360848,7,2,1,1,12,14,2,6
36,360849,1,1,1,1,12,12,2,12
36,360849,2,1,2,1,0,2,9999,77
36,360849,1,2,1,1,12,12,2,12
36,360850,1,1,1,1,12,8,9999,77
36,360850,2,1,2,1,12,12,2,6
36,360850,3,1,3,1,12,8,9999,77
36,360850,2,2,1,1,12,12,2,6
36,360851,1,1,1,1,55,68,5555,55
36,360851,2,1,2,1,12,12,2,12
36,360851,2,2,1,1,12,12,2,12
36,360851,3,2,2,2,55,63,5555,55
36,360851,4,2,3,2,62,35,9999,77
36,360852,1,1,1,1,55,71,9999,77
36,360852,2,1,2,1,12,33,9999,77
36,360852,3,1,3,1,12,24,9999,77
36,360852,4,1,4,1,0,3,9999,77
36,360853,1,1,1,2,12,12,1,11
36,360853,1,2,1,2,12,12,1,11
36,360853,2,2,2,2,55,68,5555,55
36,360853,3,2,3,2,12,12,3,12
36,360853,4,2,4,2,0,2,9999,77
36,360853,3,3,1,2,12,12,3,12
36,360853,5,3,2,3,0,2,9999,77
36,360854,1,1,1,1,12,12,2,12
36,360854,1,2,1,1,12,12,2,12
36,360855,1,1,1,1,55,63,5555,55
36,360855,2,1,2,1,12,34,9999,77
36,360855,3,1,3,1,0,1,9999,77
36,360856,1,1,1,2,12,12,1,5
36,360856,1,2,1,2,12,12,1,5
36,360857,1,1,1,1,12,8,9999,77
36,360858,1,1,1,1,55,71,9999,77
36,360858,2,1,2,1,12,33,9999,77
36,360858,3,1,3,1,12,25,9999,77
36,360859,2,1,1,2,12,12,1,12
36,360859,1,2,1,2,55,68,5555,55
36,360859,2,2,2,2,12,12,1,12
36,360860,1,1,1,1,12,12,2,12
36,360860,1,2,1,1,12,12,2,12
36,360861,1,1,1,1,12,8,9999,77
36,360862,1,1,1,1,12,8,9999,77
36,360863,1,1,1,1,55,63,5555,55
36,360863,2,1,2,1,12,24,9999,77
36,360863,3,1,3,1,0,1,9999,77
36,360864,1,1,1,1,12,12,2,12
36,360864,1,2,1,1,12,12,2,12
36,360865,1,1,1,1,12,8,9999,77
36,360866,1,1,1,1,12,8,9999,77
36,360867,1,1,1,1,12,8,9999,77
36,360868,1,1,1,1,12,8,9999,77
36,360869,1,1,1,1,99,8,9999,77
36,360870,1,1,1,1,12,8,9999,77
36,360871,1,1,1,1,1,12,2,12
36,360871,2,1,2,1,0,1,9999,77
36,360871,1,2,1,1,1,12,2,12
36,360872,1,1,1,1,12,12,2,12
36,360872,1,2,1,1,12,12,2,12
36,360872,2,2,2,3,12,12,2,6
36,360872,3,2,3,2,55,64,5555,55
36,360872,4,2,4,2,12,59,9999,77
36,360872,5,2,5,2,12,59,9999,77
36,360872,2,3,1,3,12,12,2,6
36,360873,1,1,1,1,55,68,5555,55
36,360873,2,1,2,1,12,12,2,12
36,360873,2,2,1,1,12,12,2,12
36,360874,1,1,1,1,12,8,9999,77
36,360875,1,1,1,1,55,68,5555,55
36,360875,2,1,2,1,55,64,5555,55
36,360875,3,1,3,1,12,33,9999,77
36,360875,4,1,4,1,12,59,9999,77
36,360875,5,1,5,1,12,42,9999,77
36,360875,6,1,6,1,0,2,9999,77
36,360876,1,1,1,1,55,68,5555,55
36,360876,2,1,2,1,12,12,2,12
36,360876,2,2,1,1,12,12,2,12
36,360877,1,1,1,1,12,8,9999,77
36,360878,1,1,1,1,12,11,9999,77
36,360878,2,1,2,1,55,63,5555,55
36,360878,3,1,3,1,12,35,9999,77
36,360878,4,1,4,1,0,1,9999,77
36,360879,1,1,1,1,12,8,9999,77
36,360880,1,1,1,1,12,8,9999,77
36,360881,1,1,1,1,55,69,5555,55
36,360881,2,1,2,2,12,12,1,63
36,360881,2,2,1,2,12,12,1,63
36,360882,1,1,1,1,55,64,5555,55
36,360882,2,1,2,1,0,1,9999,77
36,360883,1,1,1,1,12,12,2,1
36,360883,2,1,2,1,12,8,9999,77
36,360883,3,1,3,1,12,14,3,9
36,360883,4,1,4,1,12,12,4,6
36,360883,5,1,5,1,12,14,5,7
36,360883,1,2,1,1,12,12,2,1
36,360883,3,3,1,1,12,14,3,9
36,360883,4,4,1,1,12,12,4,6
36,360883,6,4,2,4,12,12,6,5
36,360883,7,4,3,4,12,12,7,6
36,360883,5,5,1,1,12,14,5,7
36,360883,6,6,1,4,12,12,6,5
36,360883,7,7,1,4,12,12,7,6
36,360884,1,1,1,1,12,8,9999,77
36,360885,1,1,1,1,9,12,2,1
36,360885,2,1,2,1,55,64,5555,55
36,360885,3,1,3,1,0,1,9999,77
36,360885,1,2,1,1,9,12,2,1
36,360886,1,1,1,1,55,63,5555,55
36,360886,2,1,2,1,12,12,2,6
36,360886,2,2,1,1,12,12,2,6
36,360887,1,1,1,1,55,68,5555,55
36,360887,2,1,2,1,55,64,5555,55
36,360887,3,1,3,1,12,24,9999,77
36,360887,4,1,4,1,0,1,9999,77
36,360888,1,1,1,1,55,68,5555,55
36,360888,2,1,2,1,55,64,5555,55
36,360888,3,1,3,1,12,42,9999,77
36,360888,4,1,4,1,99,38,9999,77
36,360889,1,1,1,1,12,12,2,6
36,360889,1,2,1,1,12,12,2,6
36,360889,2,2,2,2,12,12,3,6
36,360889,2,3,1,2,12,12,3,6
36,360889,3,3,2,3,12,12,4,6
36,360889,3,4,1,3,12,12,4,6
36,360889,4,4,2,4,12,12,5,6
36,360889,4,5,1,4,12,12,5,6
36,360889,5,5,2,5,12,12,6,6
36,360889,5,6,1,5,12,12,6,6
36,360890,1,1,1,2,12,12,1,3
36,360890,2,1,2,1,55,64,5555,55
36,360890,3,1,3,1,6,14,3,12
36,360890,1,2,1,2,12,12,1,3
36,360890,3,3,1,1,6,14,3,12
36,360891,1,1,1,1,55,68,5555,55
36,360891,2,1,2,1,55,64,5555,55
36,360891,3,1,3,1,12,42,9999,77
36,360891,4,1,4,1,0,1,9999,77
36,360892,1,1,1,1,55,68,5555,55
36,360892,2,1,2,1,55,64,5555,55
36,360892,3,1,3,1,9,42,9999,77
36,360893,1,1,1,1,55,65,5555,55
36,360893,2,1,2,1,55,64,5555,55
36,360893,3,1,3,1,12,38,9999,77
36,360893,4,1,4,1,12,30,9999,77
36,360894,1,1,1,1,12,12,2,11
36,360894,2,1,2,1,55,64,5555,55
36,360894,3,1,3,1,12,30,9999,77
36,360894,1,2,1,1,12,12,2,11
36,360894,4,2,2,2,55,63,5555,55
36,360894,5,2,3,2,0,1,9999,77
36,360895,1,1,1,1,55,63,5555,55
36,360895,2,1,2,1,12,30,9999,77
36,360895,3,1,3,1,12,42,9999,77
36,360896,1,1,1,1,12,8,9999,77
36,360897,1,1,1,1,12,8,9999,77
36,360898,1,1,1,1,55,64,5555,55
36,360898,2,1,2,1,12,42,9999,77
36,360899,1,1,1,2,12,12,1,9
36,360899,1,2,1,2,12,12,1,9
36,360899,2,2,2,3,12,12,2,7
36,360899,2,3,1,3,12,12,2,7
36,360900,1,1,1,1,55,64,5555,55
36,360900,2,1,2,1,12,24,9999,77
36,360900,3,1,3,1,1,33,9999,77
36,360901,1,1,1,1,55,63,5555,55
36,360901,2,1,2,1,6,52,9999,77
36,360901,3,1,3,1,0,1,9999,77
36,360902,1,1,1,1,7,12,2,6
36,360902,1,2,1,1,7,12,2,6
36,360902,2,2,2,2,55,63,5555,55
36,360902,3,2,3,2,6,24,9999,77
36,360903,1,1,1,1,9,8,9999,77
36,360904,1,1,1,1,55,68,5555,55
36,360904,2,1,2,1,12,12,2,12
36,360904,3,1,3,1,55,64,5555,55
36,360904,4,1,4,1,11,24,9999,77
36,360904,5,1,5,1,55,63,5555,55
36,360904,6,1,6,1,12,24,9999,77
36,360904,2,2,1,1,12,12,2,12
36,360905,1,1,1,1,12,8,9999,77
36,360906,1,1,1,1,55,64,5555,55
36,360906,2,1,2,1,12,25,9999,77
36,360906,3,1,3,1,55,69,5555,55
36,360906,4,1,4,1,55,63,5555,55
36,360906,5,1,5,1,11,25,9999,77
36,360906,6,1,6,1,0,1,9999,77
36,360907,1,1,1,1,55,68,5555,55
36,360907,2,1,2,1,55,64,5555,55
36,360907,3,1,3,1,12,34,9999,77
36,360907,4,1,4,1,0,1,9999,77
36,360907,5,1,5,1,12,30,9999,77
36,360907,6,1,6,1,0,1,9999,77
36,360908,1,1,1,1,55,68,5555,55
36,360908,2,1,2,1,12,12,2,63
36,360908,3,1,3,1,12,12,3,12
36,360908,2,2,1,1,12,12,2,63
36,360908,3,3,1,1,12,12,3,12
36,360909,1,1,1,1,55,68,5555,55
36,360909,2,1,2,1,55,64,5555,55
36,360909,3,1,3,1,12,33,9999,77
36,360909,4,1,4,1,12,30,9999,77
36,360910,1,1,1,1,12,8,9999,77
36,360911,1,1,1,1,55,68,5555,55
36,360911,2,1,2,1,55,64,5555,55
36,360911,3,1,3,1,0,1,9999,77
36,360912,1,1,1,1,55,68,5555,55
36,360912,2,1,2,1,12,12,2,12
36,360912,2,2,1,1,12,12,2,12
36,360913,1,1,1,1,55,63,5555,55
36,360913,2,1,2,1,12,59,9999,77
36,360913,3,1,3,1,12,53,9999,77
36,360913,4,1,4,1,12,53,9999,77
36,360913,5,1,5,1,12,53,9999,77
36,360913,6,1,6,1,12,53,9999,77
36,360913,7,1,7,1,55,69,5555,55
36,360913,8,1,8,1,55,68,5555,55
36,360913,9,1,9,1,55,64,5555,55
36,360913,10,1,10,1,12,34,9999,77
36,360913,11,1,11,1,0,1,9999,77
36,360914,1,1,1,1,55,64,5555,55
36,360914,2,1,2,1,14,33,9999,77
36,360914,3,1,3,1,12,30,9999,77
36,360915,1,1,1,1,12,8,9999,77
36,360916,1,1,1,1,55,64,5555,55
36,360916,2,1,2,1,14,33,9999,77
36,360916,3,1,3,1,12,31,9999,77
36,360916,4,1,4,1,12,21,9999,77
36,360916,5,1,5,1,55,69,5555,55
36,360916,6,1,6,1,99,14,2,99
36,360916,6,2,1,1,99,14,2,99
36,360917,1,1,1,1,55,63,5555,55
36,360917,2,1,2,1,12,8,9999,77
36,360918,1,1,1,1,12,8,9999,77
36,360918,2,1,2,1,12,8,9999,77
36,360918,3,1,3,1,55,63,5555,55
36,360918,4,1,4,1,1,8,9999,77
36,360919,1,1,1,1,55,63,5555,55
36,360919,2,1,2,1,12,33,9999,77
36,360919,3,1,3,1,12,42,9999,77
36,360920,1,1,1,1,99,8,9999,77
36,360921,1,1,1,1,55,68,5555,55
36,360921,2,1,2,1,12,12,2,12
36,360921,2,2,1,1,12,12,2,12
36,360922,1,1,1,1,12,8,9999,77
36,360923,1,1,1,1,12,8,9999,77
36,360924,1,1,1,1,55,65,5555,55
36,360924,2,1,2,1,12,12,2,12
36,360924,2,2,1,1,12,12,2,12
36,360925,1,1,1,1,55,63,5555,55
36,360925,2,1,2,1,12,42,9999,77
36,360925,3,1,3,1,12,42,9999,77
36,360926,1,1,1,1,6,8,9999,77
36,360927,1,1,1,1,55,63,5555,55
36,360927,2,1,2,1,12,35,9999,77
36,360927,3,1,3,1,0,1,9999,77
36,360928,1,1,1,1,12,8,9999,77
36,360929,1,1,1,1,12,8,9999,77
36,360930,1,1,1,1,12,8,9999,77
36,360931,1,1,1,1,12,12,2,11
36,360931,2,1,2,1,12,12,3,12
36,360931,3,1,3,1,55,63,5555,55
36,360931,4,1,4,1,12,53,9999,77
36,360931,1,2,1,1,12,12,2,11
36,360931,2,3,1,1,12,12,3,12
36,360931,5,3,2,3,11,14,4,1
36,360931,5,4,1,3,11,14,4,1
36,360932,1,1,1,1,55,63,5555,55
36,360932,2,1,2,1,12,14,2,6
36,360932,2,2,1,1,12,14,2,6
36,360933,1,1,1,2,12,12,1,3
36,360933,1,2,1,2,12,12,1,3
36,360934,1,1,1,1,55,68,5555,55
36,360934,2,1,2,1,12,12,2,12
36,360934,3,1,3,1,55,63,5555,55
36,360934,4,1,4,1,12,24,9999,77
36,360934,2,2,1,1,12,12,2,12
36,360934,5,2,2,2,55,63,5555,55
36,360934,6,2,3,2,12,24,9999,77
36,360935,1,1,1,1,55,63,5555,55
36,360935,2,1,2,1,55,69,5555,55
36,360935,3,1,3,1,55,68,5555,55
36,360935,4,1,4,1,55,64,5555,55
36,360935,5,1,5,1,12,31,9999,77
36,360935,6,1,6,1,12,42,9999,77
36,360936,1,1,1,1,12,12,2,12
36,360936,2,1,2,3,12,12,1,3
36,360936,1,2,1,1,12,12,2,12
36,360936,2,3,1,3,12,12,1,3
36,360937,1,1,1,1,12,8,9999,77
36,360938,1,1,1,1,12,8,9999,77
36,360939,1,1,1,1,55,63,5555,55
36,360939,2,1,2,1,12,31,9999,77
36,360939,3,1,3,1,12,35,9999,77
36,360939,4,1,4,1,0,3,9999,77
36,360940,1,1,1,1,12,12,2,6
