ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
260183,9,9,9,9,9,9,9,9,9,9
260184,18,18,18,18,18,18,18,18,18,18
260185,6,13,19,10,15,7,10,0,23,8
260186,0,0,0,0,0,0,0,0,0,0
260187,0,0,0,0,0,0,0,0,0,0
260188,23,29,12,26,25,31,28,14,6,44
260189,20,20,20,20,20,20,20,20,20,20
260190,10,0,36,0,0,0,8,0,0,0
260191,0,0,0,0,0,0,0,0,0,0
260192,0,0,0,0,0,0,0,0,0,0
260193,0,0,0,0,15,0,0,0,0,0
260194,0,0,0,0,0,0,0,0,0,0
260195,0,27,0,0,0,0,0,20,0,0
260196,0,0,0,0,0,0,0,0,0,0
260197,0,0,0,0,0,0,0,0,0,0
260198,0,0,0,0,0,0,15,0,0,0
260199,0,0,0,0,0,0,0,0,0,0
260200,8,8,8,8,8,8,8,8,8,8
260201,0,0,0,0,0,0,0,0,0,0
260202,0,0,0,0,0,0,0,0,0,0
260203,15,15,15,15,15,15,15,15,15,15
260204,0,0,0,0,0,0,0,0,0,0
260205,0,0,12,0,0,0,0,15,0,9
260206,0,0,0,0,0,0,0,0,0,0
260207,0,0,0,0,0,13,0,0,0,0
260208,21,21,21,21,21,21,21,21,21,21
260209,17,20,28,16,23,15,19,22,24,36
260211,0,0,0,0,0,0,0,0,0,0
260212,0,0,0,0,0,0,0,0,0,0
260213,0,0,0,0,0,0,0,0,0,0
260214,21,21,21,21,21,21,21,21,21,21
260215,2,2,2,2,2,2,2,2,2,2
260216,9,9,9,9,9,9,9,9,9,9
260217,0,0,0,0,0,0,0,0,0,0
260218,0,0,0,0,0,0,0,2,0,0
260219,0,0,0,0,0,0,0,0,0,0
260220,15,15,15,15,15,15,15,15,15,15
260221,18,0,0,0,0,0,28,0,0,0
260222,10,10,10,10,10,10,10,10,10,10
260223,23,23,23,23,23,23,23,23,23,23
260224,0,0,14,0,0,0,0,0,0,0
260225,3,3,3,3,3,3,3,3,3,3
260226,0,0,0,0,0,0,0,0,0,0
260227,0,0,8,0,0,0,21,0,0,0
260228,0,0,0,0,0,0,0,0,0,0
260229,15,15,15,15,15,15,15,15,15,15
260230,0,0,0,0,0,0,0,0,0,0
260231,0,0,0,0,0,0,0,0,0,0
260232,16,28,20,25,10,30,21,13,29,32
260233,0,0,0,0,0,0,0,0,0,0
260234,6,6,6,6,6,6,6,6,6,6
260235,0,0,0,0,0,0,0,0,0,0
260236,0,0,0,0,0,0,0,0,0,0
260237,20,20,20,20,20,20,20,20,20,20
260238,17,17,17,17,17,17,17,17,17,17
260239,7,0,0,0,0,0,0,0,0,0
260240,0,0,0,0,0,0,0,0,0,0
260241,0,0,0,0,0,0,0,0,0,0
260242,0,0,17,24,0,0,0,0,2,0
260243,0,0,0,0,0,0,0,0,0,0
260244,14,14,14,14,14,14,14,14,14,14
260245,0,0,0,0,0,0,0,0,0,0
260246,13,16,20,19,12,19,10,32,9,22
260247,0,0,0,0,0,0,0,0,0,0
260248,0,0,0,9,0,0,4,0,0,0
260249,15,0,0,0,0,0,0,0,0,0
260250,0,0,0,0,0,0,0,0,0,0
260252,0,0,0,8,0,29,0,0,0,0
260253,0,0,0,0,0,0,0,0,0,0
260254,14,14,14,14,14,14,14,14,14,14
260255,29,29,29,29,29,29,29,29,29,29
260256,0,0,0,0,0,0,0,0,0,0
260257,19,19,19,19,19,19,19,19,19,19
260258,0,0,0,0,0,0,0,0,0,0
260259,0,0,0,0,0,0,0,0,0,0
260260,0,0,0,0,0,0,0,28,0,0
260261,0,0,0,0,0,0,12,0,0,0
260262,0,0,0,0,0,0,0,0,0,0
260263,0,0,0,17,0,0,0,0,18,0
260264,22,0,27,14,8,20,14,0,30,7
260265,0,0,0,0,0,0,0,0,0,0
260266,0,0,0,0,0,0,0,0,0,6
260267,0,0,0,0,0,0,29,0,0,0
260268,8,8,8,8,8,8,8,8,8,8
260269,9,10,13,23,22,14,13,20,16,8
260270,15,0,0,0,0,0,0,0,0,0
260271,0,0,0,0,0,0,0,0,0,0
260272,10,10,10,10,10,10,10,27,10,18
260273,0,0,0,0,0,0,0,0,0,0
260274,0,0,0,0,0,0,0,0,0,0
260275,28,13,30,17,23,25,24,23,42,12
260276,0,0,0,0,0,0,0,0,0,0
260277,0,0,0,0,0,0,0,0,0,0
260278,17,29,18,10,22,39,10,27,7,44
260279,0,0,33,15,0,0,0,0,26,0
260280,0,0,0,0,0,0,0,0,0,0
260281,0,0,0,0,0,0,0,0,0,0
260282,0,0,0,0,0,0,0,0,0,0
260283,0,0,0,0,0,0,0,0,0,0
260284,16,16,16,16,16,16,16,16,16,16
260285,0,0,0,0,0,0,0,4,0,0
260286,0,0,0,0,0,0,0,0,0,0
260287,7,7,7,7,7,7,7,7,7,7
260288,0,0,0,0,0,0,0,9,0,0
260289,0,0,0,0,0,0,0,0,0,0
260290,0,0,0,0,0,0,0,17,25,10
260291,15,0,0,0,16,3,0,30,38,0
260292,0,0,0,0,0,0,0,0,0,0
260293,0,0,0,0,0,0,0,0,0,0
260294,13,13,27,13,13,13,13,13,13,13
260295,14,14,14,14,14,14,14,14,14,14
260296,0,0,0,0,0,0,0,0,0,0
260297,0,6,0,11,0,0,0,0,2,0
260298,0,0,18,0,0,0,0,0,0,0
260299,15,15,15,15,15,15,15,15,15,15
260300,0,0,0,0,0,0,0,0,0,0
260301,5,18,3,14,4,5,0,10,14,21
260302,21,21,21,21,21,21,21,21,21,21
260303,14,14,14,14,14,14,14,14,14,14
260304,19,0,0,0,0,30,0,0,0,0
260305,19,19,19,19,19,19,19,19,19,19
260306,14,14,14,14,14,14,14,14,14,14
260307,23,23,23,23,23,23,23,23,23,23
260308,0,0,0,0,0,0,0,0,0,0
260309,0,0,0,0,0,0,0,0,0,0
260310,16,0,0,0,0,12,0,0,0,0
260311,0,0,0,0,0,0,0,0,0,0
260312,0,0,0,0,0,0,0,0,0,0
260313,0,0,0,0,0,0,0,0,0,14
260314,0,0,0,0,0,0,0,0,0,0
260315,0,0,0,0,0,11,0,0,0,0
260316,0,0,0,0,0,0,0,0,0,0
260317,0,0,0,14,0,0,0,0,0,14
260318,18,18,18,18,18,18,18,18,18,18
260319,0,0,0,0,0,0,0,0,0,0
260320,20,20,20,20,20,20,20,20,20,20
260321,2,2,2,2,2,2,2,2,2,2
260322,0,0,0,0,0,0,0,0,0,0
260323,0,0,0,0,19,0,15,0,0,0
260324,0,0,16,0,0,0,0,7,0,0
260325,0,0,0,0,0,0,0,5,0,0
260326,14,14,14,14,14,14,22,14,14,14
260327,0,0,0,0,0,0,0,0,0,0
260328,33,24,12,21,12,9,13,18,13,8
260329,0,0,0,0,0,21,0,0,0,0
260330,0,0,0,0,0,6,0,0,0,0
260331,2,2,2,2,2,2,2,2,2,2
260332,0,0,0,0,0,0,0,0,0,0
260333,0,0,0,0,0,0,0,0,0,0
260334,10,10,10,13,10,19,10,10,10,10
260335,0,0,0,0,0,0,0,0,0,0
260336,18,18,18,18,18,18,18,18,18,18
260337,0,0,0,0,0,0,0,0,0,0
260338,15,0,0,0,0,0,0,0,0,0
260339,19,19,19,19,19,19,19,19,19,19
260340,0,0,0,0,0,0,0,0,0,0
260341,0,20,0,0,0,0,12,0,0,0
260342,16,16,16,16,16,16,16,16,16,16
260343,0,0,0,0,0,0,0,0,0,0
260344,0,0,0,0,0,0,0,0,0,0
260345,0,0,0,0,0,0,0,0,0,0
260346,0,0,0,0,0,0,0,0,0,0
260348,16,21,6,14,18,7,21,34,24,29
260349,0,0,0,0,0,0,0,0,0,0
260350,0,0,0,28,10,0,0,0,16,0
260351,0,0,0,0,0,0,0,0,0,0
260352,5,5,5,5,5,5,5,5,5,5
260353,25,25,25,25,25,25,25,25,25,25
260354,15,5,16,30,28,23,15,18,10,17
260355,31,31,31,31,36,31,31,31,31,31
260356,8,0,0,14,0,20,0,17,8,0
260357,19,35,19,19,19,19,19,27,29,24
260358,0,0,0,0,0,0,0,0,0,0
260359,9,10,0,0,0,0,0,0,0,0
260360,28,28,28,28,28,28,28,28,28,28
260361,0,0,0,0,0,0,0,0,0,0
260362,0,0,0,0,0,0,0,0,0,0
260363,0,0,0,0,0,0,0,0,0,0
260364,0,0,0,0,0,0,0,0,0,0
260365,0,0,0,0,0,0,0,0,0,0
260366,0,0,0,0,0,0,0,0,0,21
260367,0,19,0,18,5,11,0,23,22,0
260368,0,0,11,0,0,10,0,0,0,0
260369,0,0,0,0,0,0,0,0,0,0
260370,0,0,0,0,0,0,0,0,0,0
260371,0,0,0,0,0,0,0,0,0,0
260372,21,24,8,11,24,15,23,14,27,15
260373,20,20,20,20,20,20,20,22,20,20
260374,8,8,8,8,8,8,8,8,8,8
260375,16,16,16,16,16,16,16,16,16,16
260376,0,0,0,0,0,0,0,0,0,0
260377,32,32,32,32,32,32,32,32,32,32
260378,11,11,11,11,11,11,11,11,11,11
260379,25,25,25,25,25,25,25,25,25,25
260380,0,0,0,28,0,0,6,0,0,0
260381,0,0,0,0,0,33,0,0,0,0
260382,15,15,15,15,15,15,15,15,15,15
260383,0,0,0,0,17,13,0,0,0,0
260384,0,0,0,0,0,0,0,0,0,0
260385,0,13,0,0,0,0,0,0,0,0
260386,19,19,19,19,19,19,19,19,19,19
260387,19,14,23,0,18,23,33,28,29,34
260388,3,3,3,3,33,3,3,3,3,3
260389,0,0,0,0,0,0,0,0,0,0
260390,14,0,0,0,0,0,16,0,0,0
260391,28,28,28,28,28,28,28,28,28,28
260392,0,0,0,0,0,0,0,0,0,0
260393,7,7,7,7,7,7,7,7,7,7
260394,20,24,24,0,39,14,4,0,26,0
260395,0,15,0,15,0,5,18,0,0,20
260397,0,0,0,0,0,0,0,0,0,0
260399,20,20,20,20,20,20,20,20,20,20
260401,0,0,5,0,0,0,0,0,0,0
260402,27,0,0,0,0,11,0,0,0,0
260403,0,0,0,0,0,0,0,0,0,0
260404,0,0,0,0,0,0,0,0,0,0
260405,0,0,0,0,0,13,0,0,0,0
260406,0,0,0,0,0,0,0,0,0,0
260407,0,0,0,0,0,0,0,0,0,0
260408,21,21,21,21,21,21,21,21,21,21
260409,0,0,0,0,0,0,0,0,0,0
260410,0,0,0,0,0,0,0,0,0,0
260411,0,0,0,0,0,0,0,0,0,0
260412,14,14,14,14,14,14,14,14,14,14
260413,25,25,25,25,25,25,25,25,25,25
260414,9,9,9,9,9,9,9,9,9,9
260415,0,0,0,0,0,0,0,0,0,0
260416,11,11,11,11,11,11,11,11,11,11
260417,19,19,27,17,24,0,26,30,11,20
260418,0,0,0,0,0,0,0,0,0,0
260419,0,0,0,0,0,0,0,0,0,0
260420,19,19,19,19,19,19,26,19,19,19
260421,18,18,18,18,18,18,18,18,18,18
260422,0,0,0,0,0,0,0,0,0,0
260423,0,0,0,0,0,0,0,0,0,0
260424,13,9,12,24,22,19,17,15,31,28
260425,0,0,0,0,0,0,0,0,0,0
260427,1,20,1,1,1,1,1,1,1,1
260428,0,0,0,0,0,0,0,0,0,0
260429,20,20,20,20,20,20,20,20,20,20
260430,31,31,31,31,31,31,31,31,31,31
260431,0,0,0,0,0,17,0,0,0,0
260433,0,0,0,0,0,0,0,0,0,0
260434,14,0,0,0,22,0,0,0,0,0
260435,6,6,6,6,6,6,6,6,6,6
260436,0,0,0,8,0,0,0,0,0,0
260437,0,0,0,0,0,0,0,0,0,0
260438,0,0,0,0,0,0,0,0,0,0
260439,0,0,0,0,22,0,0,0,0,0
260440,0,0,0,0,0,0,24,0,18,0
260441,0,0,0,0,0,0,30,0,0,0
260442,22,22,22,22,22,22,22,22,22,22
260444,0,0,16,0,0,0,0,0,0,0
260445,0,0,36,0,0,0,0,0,0,0
260446,0,0,0,0,0,0,0,0,0,0
260447,17,17,17,17,17,17,17,17,17,17
260448,0,20,0,0,0,0,0,0,0,0
260449,0,0,0,0,0,0,0,0,0,0
260450,0,0,0,0,0,0,0,0,0,0
260451,21,21,21,21,21,21,21,21,21,21
260452,0,0,0,0,0,0,0,0,0,0
260453,0,0,0,0,0,0,25,0,0,0
260454,0,0,0,0,0,0,0,0,0,0
260455,0,0,0,0,0,0,0,0,10,0
260456,0,0,0,11,0,0,0,6,0,0
260457,8,24,2,17,28,15,9,21,14,12
260458,0,0,0,0,0,0,0,0,0,0
260459,0,0,0,0,0,0,0,0,0,8
260460,0,0,0,0,0,0,0,0,0,0
260461,0,0,0,0,0,0,0,12,22,0
260462,0,0,0,0,0,0,13,0,0,0
260463,23,21,5,38,22,12,14,27,17,14
260464,23,18,18,16,10,39,26,10,21,7
260465,24,25,18,29,33,9,10,10,39,9
260466,6,6,6,6,6,6,6,6,6,6
260467,0,12,0,0,0,0,12,0,0,0
260468,0,0,0,16,0,0,0,0,0,0
260469,0,7,0,0,0,0,0,0,0,0
260470,19,19,19,19,19,19,19,19,19,19
260471,0,0,0,7,0,0,0,0,0,0
260472,0,0,0,0,0,0,5,0,0,0
260473,0,0,0,0,0,0,0,0,0,0
260474,0,0,0,0,0,0,0,0,0,0
260475,0,24,11,0,0,0,16,0,0,0
260476,9,9,9,9,9,9,9,9,9,9
260477,0,0,0,0,0,0,0,0,0,0
260478,0,0,0,0,0,0,0,0,0,0
260479,19,19,19,19,19,19,19,19,19,19
260480,0,0,0,0,0,0,0,0,0,0
260481,0,0,0,0,0,0,0,0,0,0
260482,5,5,5,5,5,5,5,5,5,5
260483,11,11,11,11,11,11,11,11,11,11
260484,0,0,0,0,0,0,0,0,0,0
260485,24,24,24,24,24,24,24,24,24,24
260486,0,0,0,0,0,0,0,0,0,0
260487,0,0,12,0,0,0,0,0,10,3
260488,16,16,16,44,16,16,16,16,16,16
260489,0,0,0,0,0,0,0,0,0,0
260490,23,0,0,66,0,0,26,0,0,0
260491,0,0,0,0,40,9,0,7,0,25
260492,0,0,0,0,0,0,0,0,0,0
260493,0,0,0,0,0,0,0,0,0,0
260494,14,13,0,0,0,21,6,0,0,0
260495,0,0,0,0,0,0,0,0,0,0
260496,11,0,0,0,0,0,0,0,0,0
260497,0,0,0,0,0,0,0,0,0,0
260498,0,0,0,0,0,0,0,0,0,0
260499,0,0,0,0,0,16,0,0,0,0
260500,0,0,0,0,0,0,0,0,0,0
260501,0,10,26,0,6,11,19,18,0,20
260502,0,0,0,0,0,0,0,0,0,0
260503,0,0,0,0,0,0,0,0,0,0
260504,7,7,7,7,7,7,7,7,7,7
260505,24,24,24,24,24,24,24,24,24,24
260506,10,10,10,10,10,10,10,10,10,10
260507,0,0,0,0,7,0,10,0,0,0
260508,28,28,28,28,28,28,28,28,28,28
260509,41,41,41,41,41,41,41,41,41,41
260510,0,0,0,1,0,0,0,8,0,0
260511,0,0,0,0,0,0,3,0,0,0
260512,8,8,8,11,8,8,8,8,8,8
260513,0,0,0,0,0,0,0,16,0,0
260514,8,8,8,8,8,8,8,8,8,8
260515,0,22,27,0,33,26,25,20,6,30
260516,0,0,0,0,0,0,0,0,0,0
260517,0,0,0,0,0,0,0,0,0,0
260518,0,0,0,0,0,0,0,0,0,0
260519,15,15,15,15,15,15,15,15,15,15
260520,23,23,23,23,23,23,23,23,23,23
260521,13,13,13,13,13,13,13,13,13,13
260522,0,0,0,0,0,0,0,0,0,0
260523,0,0,0,0,0,0,0,0,0,0
260524,0,0,0,0,0,0,0,0,0,0
260525,26,0,0,16,14,0,0,6,29,0
260526,23,23,23,23,23,23,23,23,23,23
260527,0,0,0,0,0,0,0,0,0,0
260528,0,0,0,0,0,0,0,0,0,0
260529,8,8,8,8,8,8,8,8,8,8
260530,0,0,0,0,0,0,0,0,0,0
260531,13,13,13,13,13,13,13,13,13,13
260532,50,12,5,16,30,24,9,30,25,39
260533,23,23,23,23,23,23,23,23,23,23
260534,0,0,0,0,0,0,0,0,0,0
260535,11,18,16,4,26,21,11,18,21,8
260536,34,14,17,14,8,30,0,19,16,18
260537,18,18,18,18,18,18,18,18,18,18
260538,0,0,0,0,0,0,0,0,0,0
260539,27,27,27,27,27,27,27,27,27,27
260540,0,0,0,0,0,0,0,0,0,21
260541,6,6,6,6,6,6,6,6,6,6
260542,13,15,19,19,13,13,13,13,20,20
260543,0,0,0,0,0,0,0,0,0,0
260544,22,0,0,17,0,0,0,0,0,0
260545,19,0,0,0,0,0,0,0,0,0
260546,0,0,0,7,25,0,0,0,9,26
260547,0,0,0,4,0,0,0,0,0,0
260548,31,16,21,23,33,6,3,15,25,0
260549,0,0,0,0,0,0,0,0,0,0
260550,0,0,0,0,0,0,0,0,0,0
260551,0,0,0,0,0,0,0,0,0,0
260552,0,0,11,0,0,0,0,5,9,0
260553,0,0,0,0,0,0,0,0,0,0
260554,1,1,1,1,1,1,1,1,1,1
260555,0,0,0,0,0,0,0,0,0,0
260556,0,0,13,0,0,0,0,0,0,0
260557,7,7,7,7,7,7,7,36,7,7
260558,0,0,0,21,0,0,16,0,15,15
260559,0,0,0,0,0,0,0,0,0,0
260560,12,0,48,0,5,0,0,17,0,0
260561,11,0,0,0,12,6,0,0,0,0
260562,31,0,0,0,17,0,0,12,0,0
260563,0,0,0,0,0,0,0,0,6,0
260564,11,15,11,32,17,20,26,27,24,15
260566,0,0,0,0,0,0,0,0,0,0
260567,0,0,16,23,0,0,0,0,0,0
260568,36,24,21,15,34,32,14,15,27,29
260569,0,0,0,17,0,0,0,0,0,0
260571,0,0,0,0,0,0,0,0,21,0
260572,0,0,19,0,8,16,15,24,0,0
260573,3,3,3,3,3,3,3,3,3,3
260574,0,10,0,0,0,0,16,0,0,0
260575,27,0,0,0,35,0,0,0,23,0
260576,0,0,0,0,0,13,0,0,16,0
260577,0,0,12,0,0,0,0,0,0,0
260578,0,0,0,0,0,0,0,0,0,0
260579,0,0,0,0,0,0,0,0,0,0
260580,0,20,0,0,0,0,0,0,0,0
260581,0,0,0,18,0,0,0,0,0,0
260582,0,0,0,0,0,0,0,0,0,0
260583,8,21,29,21,14,30,33,0,0,19
260584,3,3,3,3,3,3,3,3,3,6
260585,9,17,9,22,14,12,21,19,6,7
260586,0,0,0,0,0,0,0,0,0,0
260587,16,16,16,16,16,16,16,16,16,16
260588,13,13,13,13,13,13,13,13,13,13
260589,1,1,1,1,1,1,1,1,1,1
260590,0,0,0,0,0,0,0,0,0,0
260591,14,12,0,18,19,18,26,3,8,11
260592,21,21,21,21,21,21,21,21,21,21
260593,0,0,0,0,0,0,0,0,0,0
260594,0,0,14,0,0,0,0,16,0,0
260595,15,23,17,0,10,20,15,0,16,9
260596,9,9,9,9,9,9,9,9,9,9
260597,1,1,1,1,1,1,1,1,1,1
260598,29,29,29,29,29,29,29,29,29,29
260599,0,0,0,0,0,0,0,0,0,0
260600,0,0,0,0,0,0,0,0,0,0
260601,0,0,0,0,0,0,0,0,0,0
260602,0,0,0,0,0,0,0,0,0,0
260603,0,0,0,6,0,0,0,22,0,19
260604,0,4,0,12,0,0,0,0,8,0
260605,0,0,15,8,14,15,21,0,0,0
260606,0,0,0,16,0,24,0,0,0,0
260607,23,23,23,23,23,23,23,23,23,23
260608,23,0,0,0,0,0,0,0,0,0
260609,0,0,0,0,0,0,0,0,0,0
260610,17,17,17,17,17,17,17,17,17,17
260611,0,0,0,0,0,0,0,0,11,0
260612,0,0,0,0,0,0,0,0,0,0
260613,28,28,28,28,28,28,28,28,28,28
260614,22,22,22,22,22,22,22,22,22,22
260615,0,28,0,0,0,26,0,0,0,0
260616,51,51,51,51,51,51,51,51,51,51
260617,0,0,0,0,0,11,0,0,0,0
260618,0,0,0,0,0,0,33,0,0,0
260619,22,7,0,24,0,0,20,11,0,0
260620,29,29,29,29,29,29,29,29,29,29
260621,0,0,0,10,0,0,0,0,0,0
260622,0,0,0,0,0,0,0,0,0,15
260623,33,33,33,33,33,33,33,33,33,33
260624,0,17,0,0,0,0,4,0,0,0
260625,0,0,0,0,0,0,0,0,0,0
260626,0,0,0,0,0,0,0,0,0,0
260627,28,28,28,28,28,28,28,28,28,28
260628,0,0,0,14,0,0,0,0,0,0
260629,18,18,18,18,18,18,18,18,18,18
260630,0,0,0,0,0,20,0,0,0,8
260631,0,0,0,0,0,0,0,0,0,0
260632,14,14,14,14,14,14,14,14,14,14
260633,0,0,0,0,0,0,0,0,0,0
260634,0,0,0,0,0,0,0,0,0,0
260635,18,18,18,18,18,18,18,18,18,18
260636,0,0,0,0,0,0,0,0,0,0
260637,0,0,0,0,0,0,0,0,0,0
260638,0,0,0,0,0,0,0,0,0,0
260639,0,0,0,0,0,0,9,0,0,0
260640,34,34,34,34,34,34,34,34,34,34
260641,0,0,34,0,0,0,0,33,0,12
260642,0,0,0,0,0,0,0,0,0,0
260643,6,6,6,6,6,6,6,6,6,6
260644,23,14,16,13,12,7,23,7,10,6
260645,0,0,0,0,0,0,0,0,0,0
260646,0,0,0,0,0,0,0,0,0,0
260647,0,0,0,5,0,0,0,0,0,0
260648,24,13,17,23,25,18,15,0,13,20
260649,0,0,0,0,0,0,0,0,0,0
260650,0,0,0,0,0,0,0,0,0,0
260651,0,20,6,9,0,16,3,0,10,12
260652,0,0,0,0,0,0,0,0,0,0
260653,0,0,15,0,0,0,12,11,29,0
260654,0,0,0,0,18,0,0,0,0,0
260655,19,19,19,19,19,19,19,19,19,19
260656,0,0,14,0,0,0,15,0,12,0
260657,17,17,17,17,17,17,17,17,17,17
260658,0,0,0,0,0,0,0,0,0,0
260659,20,20,20,20,20,20,20,20,20,20
260660,0,0,0,0,0,0,0,0,0,0
260661,0,0,0,0,0,0,0,0,0,0
260662,19,19,19,19,19,19,19,19,19,19
260663,26,26,26,26,26,26,26,26,26,26
260664,13,13,13,13,13,13,13,13,13,13
260665,0,0,0,0,0,0,0,10,0,0
260666,0,0,0,0,0,0,0,0,14,0
260667,19,19,19,19,19,19,19,19,21,19
260668,0,0,0,0,0,0,0,0,0,0
260669,14,17,14,23,11,9,25,17,26,12
260670,14,14,14,14,14,14,14,14,14,14
260671,28,28,28,28,28,28,28,28,28,28
260672,0,0,0,0,0,0,0,0,0,0
260673,17,17,17,17,17,17,17,17,17,17
260674,20,20,20,20,20,20,20,20,20,20
260675,14,14,14,14,14,14,14,14,14,14
260676,0,0,0,0,0,0,0,0,0,0
260677,7,0,0,0,0,22,0,0,14,20
260678,16,16,16,16,16,16,16,16,16,16
260679,0,0,0,0,0,0,0,0,0,0
260680,17,17,17,17,17,17,17,17,17,17
260681,0,0,0,0,0,0,0,0,0,0
260682,0,0,0,0,0,0,0,0,0,0
260683,28,28,28,28,28,28,28,28,28,28
260684,24,24,24,24,24,24,24,24,24,24
260685,0,0,16,0,0,0,19,0,0,15
260686,0,0,0,0,0,0,0,0,0,0
260687,0,0,0,0,0,0,0,0,0,0
260688,0,0,0,0,0,0,0,0,0,0
260689,0,0,0,0,0,0,0,0,0,0
260690,0,0,0,0,0,0,0,0,0,0
260691,0,0,0,0,0,0,0,0,0,0
260692,0,0,0,0,0,0,0,0,0,0
260693,0,0,0,0,0,0,0,0,0,0
260694,4,4,4,4,4,4,4,4,4,4
260695,0,0,0,0,0,0,0,5,0,0
260696,30,30,30,30,30,30,30,30,30,30
260697,0,0,0,0,0,0,0,0,0,0
260698,0,0,17,0,20,0,0,0,0,0
260699,7,7,7,7,7,7,7,7,7,7
260700,22,22,22,22,22,22,22,22,22,22
260701,20,0,0,0,0,0,0,0,0,0
260702,0,0,0,0,0,0,0,0,0,0
260703,0,0,0,0,0,0,0,0,0,0
260704,20,0,0,0,17,0,0,0,0,0
260705,0,0,0,0,0,0,0,9,0,0
260706,0,0,18,0,0,0,0,0,0,0
260707,0,0,0,0,0,0,0,0,0,0
260708,30,30,30,30,30,30,30,30,30,30
260709,0,0,0,0,0,0,0,0,0,0
260710,24,24,39,24,24,26,34,24,27,24
260711,0,0,0,0,0,0,0,0,0,0
260712,23,21,17,7,22,13,29,29,8,15
260713,0,0,0,0,0,0,0,0,0,0
260714,13,13,30,28,13,26,13,13,15,28
260715,0,0,0,0,0,0,0,0,29,0
260716,0,0,0,0,0,0,0,0,0,0
260717,10,31,0,0,0,25,10,0,45,0
260718,0,0,0,0,0,0,0,0,0,0
260719,0,0,0,0,0,0,0,0,0,0
260720,0,0,0,0,0,0,0,0,0,0
260721,0,0,0,0,0,0,0,0,13,0
260722,12,17,17,10,25,31,29,14,4,6
260723,0,0,0,0,0,0,0,0,0,0
260724,27,27,27,27,27,27,27,27,27,27
260725,9,9,9,9,9,9,9,9,9,9
260726,15,15,15,15,15,15,15,15,15,15
260727,0,0,0,0,0,0,40,0,0,0
260728,0,0,0,0,0,15,0,0,0,0
260729,0,0,0,0,0,0,0,0,0,0
260730,0,0,13,20,0,0,0,0,0,8
260731,14,14,14,14,14,14,14,14,14,14
260732,0,0,16,45,0,0,0,0,0,0
260733,0,0,0,0,0,0,0,0,0,0
260734,0,0,0,0,0,0,0,0,0,0
260735,0,0,0,0,0,0,0,0,0,0
260736,15,0,15,0,16,0,8,10,13,0
260737,0,0,0,0,0,0,0,0,0,0
260738,0,0,0,0,11,0,0,0,0,0
260739,16,16,16,16,16,16,16,16,16,16
260740,7,5,14,10,15,20,21,17,10,19
260741,0,0,0,0,0,0,0,0,0,0
260742,0,0,0,0,0,0,0,0,0,0
260743,32,18,2,2,15,25,2,26,24,25
260744,0,0,0,0,17,0,0,0,0,0
260745,0,0,0,0,0,0,0,0,0,0
260746,11,19,0,0,0,0,0,8,0,0
260747,11,11,11,11,11,11,11,11,11,11
260748,0,0,0,0,0,0,0,0,27,0
260749,0,0,0,0,0,10,18,0,0,0
260750,0,0,0,0,0,0,0,0,0,0
260751,23,25,23,11,11,29,21,11,24,7
260752,0,0,24,0,0,13,0,0,0,0
260753,0,0,0,0,0,0,0,0,0,0
260754,0,0,0,0,0,0,0,0,0,0
260755,0,0,15,0,0,0,0,0,0,0
260756,0,23,0,23,0,0,0,0,0,0
260757,0,0,0,0,0,0,0,0,0,0
260759,0,0,0,0,0,0,0,12,0,0
260760,17,17,17,17,17,17,17,17,17,17
260761,11,11,11,11,11,11,11,11,11,11
260762,0,0,0,0,0,0,0,0,0,0
260763,0,0,0,0,0,0,0,0,0,0
260764,19,16,12,3,19,39,21,43,11,28
260765,0,0,0,0,0,0,0,0,0,0
260766,9,0,24,0,0,0,0,0,30,0
260767,14,14,14,14,14,14,14,14,14,14
260768,0,0,0,0,0,11,0,0,0,0
260769,0,0,0,0,0,0,0,0,0,0
260770,15,6,17,8,17,16,17,20,6,10
260771,33,25,15,35,13,16,8,16,10,15
260772,0,0,0,0,0,0,0,0,0,0
260773,8,8,8,8,8,8,8,8,8,8
260774,0,0,0,0,0,15,0,0,0,0
260775,19,19,19,19,19,19,19,19,19,19
260776,0,0,0,0,0,0,0,5,0,0
260777,0,0,0,0,0,0,0,0,0,0
260778,0,0,0,0,0,0,0,0,0,0
260779,0,0,0,0,0,0,0,0,0,0
260780,29,15,0,16,0,4,0,0,0,0
260781,0,0,0,0,0,18,0,0,0,0
260782,0,0,0,0,0,0,0,0,0,0
260783,0,0,0,0,0,0,0,0,0,0
260784,27,27,27,27,27,27,27,27,27,27
260785,0,0,0,0,0,0,0,0,0,0
260786,0,0,0,0,0,0,0,0,0,0
260787,0,0,0,0,0,0,0,0,32,0
260788,0,0,0,0,0,0,0,0,0,0
260789,0,0,0,0,0,0,0,0,0,0
260790,22,22,22,22,22,22,22,22,22,22
260791,0,0,0,0,0,0,0,0,0,0
260792,0,0,0,0,0,0,0,0,0,0
260793,20,20,20,20,20,20,20,20,20,20
260794,0,0,0,0,0,0,0,0,0,0
260795,15,51,0,19,0,0,4,0,6,25
260797,0,0,0,0,0,0,0,0,0,0
260798,12,12,12,12,12,12,12,12,12,12
260799,26,0,0,0,0,0,0,0,0,0
260800,0,0,0,0,0,0,0,0,0,0
260801,0,0,0,0,0,0,0,0,0,0
260802,33,0,19,20,4,4,55,0,22,39
