,Text,location,status
6181,"@HillaryClinton @robreiner maybe you need to watch #ClintonCash or #HillarysAmerica Rob, your a sheep and a sellout. So disappointed....",Planet Earth,neg
6182,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,Yale University,neg
6183,"I also heard on a radio talk show: clots, double vision, memory loss, bowel problems just to name a few  https://t.co/Dn6GqtuX5l",The Big Apple,neg
6184,"@HillaryClinton

So it's too late to say sorry?

Like for lying to families of FOUR #AMERICANS who DIED in #Benghazi https://t.co/2acvA1YTAA",#Benghazi FOUR #AMERICANS DIED,neg
6185,@sallykohn @HillaryClinton @realDonaldTrump Another leftist twit lying to make themselves feel righteous. Lol.,"Mt. Juliet, Tn.",neg
6186,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","Downey, CA",neu
6187,RT @iloveakqj10: @pmicc33 @JJDJ1187 That's because @HillaryClinton is #Weak &amp; has #Parkinsons &amp; probably so many other #ailments that they,The Big Apple,neu
6188,@CNN @HillaryClinton Had to share this beauty #America https://t.co/htJpyPW8X4,"Medicine Hat, Alberta",pos
6189,@HillaryClinton and @HouseDemocrats you know 9points isn't a lot you also know who wouldn't be embroiled in scandal right now. Bad choice,Canberra ACT,neu
6190,"RT @FoxNews: .@KellyannePolls on @HillaryClinton: ""She's the second most popular person in a two-person household."" #KellyFile https://t.co","Somewhere, Texas",pos
6191,"@HillaryClinton,#DNC, Illegals, the Dead &amp; #DEMS Voting Multiple Times &amp; Rigging Election FIX IS IN #CCOT #GOP #TCOT https://t.co/LITCADTw9E","CA, USA",neg
6192,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,EARTH,neu
6193,"RT @ShitZone: @Makedni @OmarZaidMD @RussiaInsider @HillaryClinton is a sick woman, she carries a colostomy bag, she needs assistance walkin","Kuala Lumpur, Malaysia",neg
6194,@lonelylion813 @pattonoswalt POTUS &amp;  @HillaryClinton know what NO means. $$ talks bullshit walks!  They sent real $$ not play dough,"Alaska, USA",neg
6195,"WHY cant Clinton climb 6 stairs UNASSISTED? Release her FULL medical records. 

RT if you agree.

@HillaryClinton https://t.co/nT9IL4lLSa","Chandler, AZ",neg
6196,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,PA,neg
6197,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/",Arizona,neg
6198,"RT @ibdoug88: @HillaryClinton supporters, I urge you to watch this &amp; ask why #ImWithHer? Yet #HillaryClinton says regrets nothing https://",#Benghazi FOUR #AMERICANS DIED,pos
6199,"RT @somethingldsay: 2 different candidates, 2 VERY different responses to Americans in need. @HillaryClinton / @realDonaldTrump #laflood ht",Oregon ,neg
6200,"RT @HollisCenterME: @PolitixGal @CNN

GOP Odd Conspiracy
Trump older-makes daily nonsensical remarks!
@HillaryClinton doc gave clean bill",Poughkeepsie NY,pos
6201,"@HillaryClinton Funny, I was taught it's  never too late to say your sorry. You sure have done your share of backpedaling. #EnoughIsEnough","Langley AFB, VA",pos
6202,@HillaryClinton how about if we just send you back to wherever the fuck you came from,United States,neg
6203,@hazelbrunette @realDonaldTrump @HillaryClinton @POTUS @SecretService @FBI he did what he has men to court for years of doing. ROBBING,ELLAS / No Porn will report it,neg
6204,"RT @UTHornsRawk: #Hillary lies people died. Matt Lauer 
#WheresHillary #HillaryLeaks #HillarysHealth  https://t.co/47v3n5AqXY",S.C.,neg
6205,Thats how I feel too! Just like in the primaries peeps are lying to pollsters. @JKWemyss @DBloom451 @realDonaldTrump @HillaryClinton,"New Jersey, USA",neg
6206,"RT @npnikk: Thru campaign cameras have caught @HillaryClinton coughing, wheezing, stumbling, stuttering. https://t.co/GHDxSbRyzj https://t.", above water ,neg
6207,"#American Military First ~ NO https://t.co/s35kv1wH4O
https://t.co/yJNrJjSGQe",Global,neg
6208,RT @FreeBeacon: --&gt; @HillaryClinton to Spend Rest of August Fundraising With Celebrities &amp; Wealthy People https://t.co/ChqkSh3zjQ https://t,AL,pos
6209,@politico @HillaryClinton Even more reasons not to vote for her.,"Kansas City KS, USA",neu
6210,@HillaryClinton yes the parents and families of Benghazi feel the same #Hillary. Too bad you lied and DID NOT apologize #CrookedHillary,Planet Earth,neg
6211,RT @DeniseGabbard: @PolitixGal @CNN because it's more #trumpbs. #lovetrumpshate #voteblue @HillaryClinton,Poughkeepsie NY,neg
6212,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,"Oklahoma, USA",neu
6213,"RT @bfraser747:  #HumaAbedin

Is @HillaryClinton calling the shots or is her Muslim Brotherhood handler Huma? 
#Hillary4Prison https://t.",USA,neu
6214,you know you work in data when you cant handle this tweet bc you wanna get at that data real fucking bad. #tease  https://t.co/rvz1Cet3in,"austin, tx",neg
6215,RT @RBMills32: Don't forget.. He was impeached... https://t.co/hi4VoxPHCv,Ft Worth Tx/Bellingham WA,neg
6216,@HillaryClinton it's never too late to say sorry! That's a VERY bad message to send to people!,"Orange Park, FL",neg
6217,@ShitZone @Makedni @RussiaInsider @HillaryClinton colostomy bag ?  didn't know that .... just more shite in the White-house then eh?,"Kuala Lumpur, Malaysia",neu
6218,Charting the candidates: @HillaryClinton and @realDonaldTrump https://t.co/1XG98wcH1Q #PJNET #TCOT #CCOT #America,The U.S. of A.,neu
6219,RT @RBMills32: Exactly.... NAFTA moved manufacturing jobs south... i.e. Ford etc. https://t.co/c35fd3xuos,Ft Worth Tx/Bellingham WA,neg
6220,"@HillaryClinton is one of the biggest threats to national security in a very, very long time, so pathetic and sad!","Cleveland, OH",neg
6221,@EnemyWithinn @HillaryClinton good luck with those sweet/salty tears ya sack-washer,mn,pos
6222,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/",United States,neg
6223,"@PAINSCOURT @ablington @HillaryClinton @cnnbrk @MSNBC @BigMuscleBabe @realDonaldTrump @Rambobiggs Hillary, your man Kahn is/was a member","Mississippi, USA",neu
6224,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM",Out west,neg
6225,@realDonaldTrump @HillaryClinton @TravelnTechFan YPU HAD BETTER VOTE THEN RETWEET THIS SO BERNIE/STEIN FANS HAVE A CHANCE TO VOTE TOO! :),"Coeur d'Alene, ID",neg
6226,"RT @honoreyadaba: It's huge: @HillaryClinton accusing General Colin Powell to be behind her private email servers. 
Snitch! https://t.co/ub","California, USA",neg
6227,according to everything I understand it should be 24-7 going in on Clinton so I will take that task. https://t.co/W7kPayDERW @HillaryClinton,Worldwide,neg
6228,"RT @kinni00: Wow! HUGE crowd in Michigan for .@realDonaldTrump 

 Make America Great Again  https://t.co/nvBV0dzKRX",AMERICA FIRST ,neg
6229,"RT @bfraser747: WAKE UP AMERICA.  

I'm far more concerned about @HillaryClinton ACTIONS than what @realDonaldTrump may say.  https:","New York, NY",neu
6230,RT @MortenMyksvoll: @sallykohn How can we believe that? President Obama has done _nothing_ to prevent Assad's slaughter. @HillaryClinton @r,"Kenosha, Wisconsin",neg
6231,"RT @FoxNews: .@realDonaldTrump slammed @HillaryClinton on Twitter, asking #WheresHillary? https://t.co/SrOnCDcqxE","Landis, NC",neu
6232,@hazelbrunette @realDonaldTrump @HillaryClinton @POTUS @SecretService @FBI he maxed all credit cards and emptied check accounts evenoverdrew,ELLAS / No Porn will report it,neg
6233,@PAINSCOURT @ablington @HillaryClinton @cnnbrk @MSNBC @BigMuscleBabe @realDonaldTrump @Rambobiggs with Ashley Madison. Did you not think,"Mississippi, USA",neg
6234,RT @PizzaioloMike: We know who. https://t.co/QrrYM66BwV,"Las Vegas, Nevada",neg
6235,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM","La Crosse, Wis.",neg
6236,.@XBOXCAPTEN Almost a sarcasm. Right? Like if you agree or Reply with #Yes or #No https://t.co/Ivh9evaaB9,Planet Arous,neg
6237,"@politico @HillaryClinton Hollywood supports ""Her Corruptness"".",Election 2016 CENTCOM,pos
6238,@HillaryClinton you've shown us you can't stand without assistance half the time. You are ILL prepared to be our #Potus #HillarysHeath #MAGA,Planet Earth,neg
6239,@PAINSCOURT @ablington @HillaryClinton @cnnbrk @MSNBC @BigMuscleBabe @realDonaldTrump @Rambobiggs we'd find out? YOU make me sick.,"Mississippi, USA",neg
6240,RT @seanrsimons: There is only one candidate in this election that will stand up to the gun lobby &amp; make our families safer.  https://t.co/,"Edmonton, Alberta, Canada",neg
6241,RT @bijoux_ettiene: It should B required 2 watch @13hours before entering the voting booth. @HillaryClinton butchered our brave men https:/,gotham,pos
6242,RT @RichardGrenell: . @HillaryClinton has taken a private plane to Nantucket to have a fundraiser with @cher https://t.co/toQDvGaoQP,"Walker, MI",neu
6243,RT @BigMuscleBabe: She's a vile and evil human that should never get credit of gender because that's an insult to the rest of us women http,"Mississippi, USA",neg
6244,@WR_Systems @alisabatman @cspanwj @HillaryClinton Einstein is talking about Obama and Hillary we need #TrumpPence16 https://t.co/YNGliNFkHG,"Georgia, USA",neu
6245,"@iDis0rder 
@HillaryClinton 
Hillary Hillary Hillary...What have you done?

You must answer truthfully if you want to go to HEAVEN","Mansfield, OH",pos
6246,RT @svn2hd: @FoxNews Didn't @HillaryClinton's foundation raise a bunch of money for Haiti? Why is her bank acct. fat? Money is to help them,"California, USA",pos
6247,RT @Zanting: #BREAKING: #CrookedHillary supporter followed by @HillaryClinton advocates for beheading and killing of @AnnCoulter. https://t,"New York, NY",neg
6248,"RT @iloveakqj10: @HillaryClinton Wasn't  Only #Clinton to Have a Private Server
@BillClinton Loved His secret server #MonicaLewinski https:",The Big Apple,neu
6249,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,"San Antonio, TX",neu
6250,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/jgr3TOMEsG",Messiah Jesus!Go 2 Hell Satan!,neg
6251,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:",california,neu
6252,RT @FlipItDem: WI can help #FlipItDem 4 @HillaryClinton so Madam President can implement her plans in 2017 https://t.co/DP5WrCpDJn https://,"California, USA",neu
6253,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,Sweet  Home Alabama,neu
6254,@HillaryClinton absolutely,"New York, USA",neu
6255,RT @iloveakqj10: @AnnCoulter @JayS2629 @HillaryClinton will say and do anything to try and get her #Corrupt ass into the #WhiteHouse but sh,The Big Apple,neg
6256,"RT @Flewbys: My awesome #TrumpFamily friend @bfraser747 , Love how much he Loves @realDonaldTrump We all must stick together! https://t","Inland Empire, CA",neg
6257,"RT @DL1651: WHY cant Clinton climb 6 stairs UNASSISTED? Release her FULL medical records. 

RT if you agree.

@HillaryClinton https://t.co","Georgia, USA",neg
6258,LOCHTE EMBARRASSED OUR COUNTRY BUT @HillaryClinton STOLE $$ &amp; INVOLVED W/ TOO MANY DEATHS! TREASON CORRUPT CRIMINAL  https://t.co/7FLvNQXDX8,Not only one ,neg
6259,@HillaryClinton You said sorry after people died.,"Conway, Arkansas",neg
6260,RT @BigMuscleBabe: She's a vile and evil human that should never get credit of gender because that's an insult to the rest of us women http,"Privateer, SC",neg
6261,RT @NeilTurner_: @HillaryClinton Can't wait to see you behind bars. #HillaryForPrison2016 https://t.co/DNf6X1IqlJ,"Henderson, NV",neu
6262,RT @nobarriers2016: .@HillaryClinton is changing lives one child at a time https://t.co/UE0YBkZ7SE #StrongerTogether https://t.co/2awUC26h88,@MomsDemand @Everytown Hillary,neu
6263,RT @NeilTurner_: @HillaryClinton Can't wait to see you behind bars. #HillaryForPrison2016 https://t.co/DNf6X1IqlJ,"Milford, Delaware",neu
6264,@DIRTYYYSOUTH @yablahni @Biglued1 @willygalvan @HillaryClinton @realDonaldTrump except 7 hundred million muslims?,United States,neg
6265,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,"Richmond, Virginia",neu
6266,@mixedbarrys it's the ghost of the former America that was great  https://t.co/APebfdmbUx,"Geneseo, NY",neg
6267,Imagine the Liberal Outrage If Those Naked Trump Statues Were of Hillary Clinton https://t.co/rWTMrVFlqc via @mediaite @HillaryClinton @CNN,VT,neg
6268,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,"Minneapolis, MN",neu
6269,RT @hilarybama: .@MomsDemand @HillaryClinton #MomsDemandHillary &amp; we mean it! We will knock on every door finding #gunsense voters https://,California,neu
6270,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,USA,neu
6271,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/u4dapFLuKq",Messiah Jesus!Go 2 Hell Satan!,neg
6272,"@DrJillStein fans...you better vote in this poll &amp; RT it!
#JillStein #Jill2016 #Blonde #UFC202 #NXTTakeOver #Blonde https://t.co/YHciu4QnX7","Coeur d'Alene, ID",neg
6273,Transparency? Ha! #Obama ruling the PEOPLE'S #government. #emails #Hillary2016 #WakeUpAmerica  https://t.co/pcFibdXIng,Northern New Jersey,pos
6274,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016","Coeur d'Alene, ID",neg
6275,"@HillaryClinton has done, death, corruption, scandals &amp; failures nothing positive for the people. https://t.co/wd7CIuawrL",Virgie KY,neg
6276,@jtimberlake you support @HillaryClinton ? Hope you realize that the Muslim's that support her stone people like you to death! #BestWishes,"Land of 10,000 Lakes",pos
6277,"RT @CJMendes: @HillaryClinton well maybe you should take heed and apologize for all of your lies, political greed and putting the country a","Washington, DC",neg
6278,"RT @mmmoonie: @HillaryClinton @timkaine

#hilLIARy has no regrets!

#NeverHillary

WATCH THE VIDEO b4 u #vote
#TrumpPence16 #MAGA

https://",#CA4Trump   ,neg
6279,@TheSmeltzinator so does @HillaryClinton,"THE Locust, Pennsylvania",neg
6280,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,"Seattle, WA",neu
6281,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,Nigeria,neu
6282,RT @RichardGrenell: . @HillaryClinton has taken a private plane to Nantucket to have a fundraiser with @cher https://t.co/toQDvGaoQP,"Station Inn, Nashville",neu
6283,@HillaryClinton @TheShammuramat So nice lady!!! Wish all the best........,Birthday Magician of BD,neg
6284,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/","Massapequa, NY",neg
6285,"RT @kinni00: Wow! HUGE crowd in Michigan for .@realDonaldTrump 

 Make America Great Again  https://t.co/nvBV0dzKRX","Georgia, USA",neg
6286,"ughhhhhhh JT noooo, whyyyyyy https://t.co/kG59DwLtTN","Illinois, USA",neg
6287,Let's face it. @HillaryClinton has better merchandise at her store. https://t.co/5S1eu5mtKY,"San Diego, California",pos
6288,@NylaSlick @HillaryClinton the most hottest? The education level of Hillary supporters is amazing.  #NeverHillary #MAGA #gobacktoschool,H-town,pos
6289,"RT @radarcontact1: Shouldn't have looked at this right before bed...
#nightmares  https://t.co/JytSFXGfGr",Florida,neg
6290,RT @WIRED: .@HillaryClinton is the best choice for president of the United States: https://t.co/PhRr4uzByZ https://t.co/9884WcdFhP,"Manhattan, NY",pos
6291,"RT @DL1651: WHY cant Clinton climb 6 stairs UNASSISTED? Release her FULL medical records. 

RT if you agree.

@HillaryClinton https://t.co","Henderson, NV",neg
6292,RT @HomunculusLoikm: Read #RulesForRadicals below. This is exactly what Obama started &amp; @HillaryClinton will finish. Save USA! #Trump2016 h,United States,pos
6293,"RT @DL1651: WHY cant Clinton climb 6 stairs UNASSISTED? Release her FULL medical records. 

RT if you agree.

@HillaryClinton https://t.co","Salt Lake City, UT",neg
6294,"@HillaryClinton If it's too late for him, you're definitely screwed. People lost their lives over your nastiness.","Florida, USA",neg
6295,@HillaryClinton next three press reports he will say I never meant like he got the Mother n baby out,"New York, USA",neg
6296,@shadohchaser @HillaryClinton like u too and Trump,Finland,pos
6297,RT @AccuracyInMedia: CBS News Blames 'Conservative Media' for Questioning @hillaryclinton's Health https://t.co/XtIHAK9tXr #tcot https://t.,southington ct,neu
6298,"RT @LincolnBevers: @DrJillStein fans...you better vote in this poll &amp; RT it!
#JillStein #Jill2016 #Blonde #UFC202 #NXTTakeOver #Blonde http",United States,neg
6299,@billclinton @HillaryClinton soo trump is a rapist???? https://t.co/neF4nYQWrB,"Frederick, CO",neu
6300,@HillaryClinton All made in USA.,"San Diego, California",neu
6301,"@mymac24 @JoeBiden @HillaryClinton @PolitixGal Joe Biden, a special kind of stupid.","SF,CA,USA",neg
6302,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,"Wasilla, AK",neg
6303,"@rosieperezbklyn @ravensymone 
Did you know this about @HillaryClinton #HillaryRottenClinton  https://t.co/H6VcTIsBVb",The Corner of Happy & Blessed,neg
6304,"RT @LincolnBevers: LET'S TAKE AN ACTUAL, UNBIASED POLL.
VOTE &amp; RETWEET (often as possible)
@realDonaldTrump @HillaryClinton
#THINK2016",United States,neg
6305,RT @bfraser747:  #HumaAbedin is @HillaryClinton long time assistant/ partner in crime with strong ties to the Muslim Brotherhood  https:/,Phoenix AZ.,neg
6306,"RT @mashable: .@HillaryClinton on Trump: ""A man you can bait with a tweet is not a man we can trust with nuclear weapons"" https://t.co/8JwO","Mnchen, Bayern",pos
6307,RT @DuncanHosie: 84 people came to our @HillaryClinton phonebank! Many had never volunteered on a political campaign. SO much energy! https,Illinois,pos
6308,RT @FlipItDem: WI can help #FlipItDem 4 @HillaryClinton so Madam President can implement her plans in 2017 https://t.co/DP5WrCpDJn https://,California,neu
6309,RT @gsarnoldjr: @inmatemd @Hired_Muscle101 Think about the cost on tax payers of all of the @HillaryClinton criminal investigations the pas,USA,neg
6310,"RT @ImWithYou010: I wish Matt Lauer would probe @HillaryCLInton like they probed poor @RyanLochte 

#BiasedNBC #BiasedMSM","Omaha, NE",neg
6311,Yet again @HillaryClinton attacks your rights to freedom of speech and free press! wake up America Hillary is will take away your rights!,BAY AREA,pos
6312,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/KUe6aY3aMU",Messiah Jesus!Go 2 Hell Satan!,neg
6313,"RT @YoungDems4Trump: 8,000 retweets?! That's what happens when the media refuses to share the truth. They won't so we did https://t.co/l",Northern New Jersey,neg
6314,@HillaryClinton No hope 4 blacks if Hillary wins &amp; opens border wide &amp; passes TPP...Vote Trump to save US from her mad schemes.,The sky,pos
6315,"RT @mcspocky: #MT @HillaryClinton #ctl #p2 #UniteBlue #NeverTrump
Donald Trump has shown us who he is. We should believe him. https://t.co/",The Faceless MPs (401),neu
6316,@HillaryClinton i wanna fuck,OAKLAND,neg
6317,"RT @bfraser747:  LOUISIANA 
Why can't @HillaryClinton take some of that #ClintonCrimeFoundation money &amp; send some help to Louisiana https:","Downey, CA",pos
6318,"@HillaryClinton is not only degrades women, she will NOT keep us safe. #tcot @realDonaldTrump #Trump2016 https://t.co/KGVFJ6Gjt3",Moving from the snow 2 sun..,pos
6319,WITCH!!!! #CrookedHillary #TrumpPence16  https://t.co/vp1uWT83qt,"California, USA",neu
6320,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/",California ,neg
6321,@HillaryClinton nice clip. u doing promotion of Trump ? :) u need concentrate on  most important things. https://t.co/XXwy09FNkS,"Liverpool, England",pos
6322,@NARAL @HillaryClinton @HuffPostWomen embarrassed that this woman won the nomination. Setting it back 100 years,Massachusetts,neg
6323,"RT @LexiD17: @HillaryClinton angered millions of black &amp; white voters by tossing blame on Gen. Powell. She, alone, broke the law. https://t","Houston, Tx USA",neg
6324,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/",Bretagne,neg
6325,@DIRTYYYSOUTH @realDonaldTrump @yablahni @Biglued1 @willygalvan @HillaryClinton opinion is not truth... one more libtard failure,United States,neg
6326,RT @SpencerMRitchie: Wonder if Matt Lauer and @NBCNews will grill @HillaryClinton on emails like they just did @RyanLochte.,"Bakersfield,CA",pos
6327,RT @SpreadButter: you are either for Donald Trump or Hillary.  It's over. no more time for bitchen. https://t.co/kA19WcPxC8,"Los Angeles, CA ",neg
6328,RT @FelineBengal: Thats how I feel too! Just like in the primaries peeps are lying to pollsters. @JKWemyss @DBloom451 @realDonaldTrump @Hil,"Mansfield, OH",neg
6329,RT @gs777gs777: This is so great ! Hillary Clinton can never be POTUS if placed on Terror Watch by foreign leaders/ #Putin GOOD! https://t.,Georgia,pos
6330,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,"Redondo Beach, CA",neu
6331,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,"San Jose, CA",neu
6332,RT @CommonSensePar5: AS PRESIDENT @HillaryClinton WILL WORK W/ SOROS GIVE HIM POWER TO CRIPPLE AMERICA-ALLOW REFUGEES IN 2 ATTACK AMERICA h,"Alabama, USA",neg
6333,@JoanneColombo @pmicc33 @JJDJ1187 @HillaryClinton OMG ...I love the one in the bottom right corner....That says a lot about her health,"California, USA",pos
6334,"RT @bfraser747:  GEORGE SOROS

This is an EVIL man. He funds BLM &amp; @HillaryClinton . They don't want to #MakeAmericaGreatAgain  https:/",here & NOW,neg
6335,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse https://t.co/,CA,neg
6336,RT @gwatsky: *adult scissors *wrong candidate https://t.co/IWH71U9j9X,Winnipeg,neg
6337,RT @alfranken: Carson City is committed to making sure @HillaryClinton is our next President &amp; @CatherineForNV is my new colleague. https:/,"Phoenix, AZ",neu
6338,RT @Hillary2016Pres: Who reinvigorated American diplomacy with Asia? @HillaryClinton #Hillary2016 #ImWithHer #GOPdebate https://t.co/AHLZ4b,"Albuquerque, NM",pos
6339,"@politico @HillaryClinton awww man! Dammit JT! lost respect for him now, songs just won't be as good anymore","Vermont, USA",pos
6340,RT @rusty044: @DitaKnights @HillaryClinton now now you need some facts before you open your big mouth on Twitter. https://t.co/ohvdQceL8T,La luna,neu
6341,@bfraser747 @wendyvoss @HillaryClinton WHERE DO U SEE A WOMAN &amp; NOT FIEND,"NO CAL, USA",neu
6342,RT @Ziplok_: My song Crooked Hitlary is at 182 likes and 5 dislikes not bad huh! Help me out on here - https://t.co/W7kPayDERW @HillaryClin,"Florida, USA",neg
6343,"@CNNPolitics @JDiamond1 @HillaryClinton I can do better ""Trump the Deceiver"" or ""Trump the Tyrant""  Yes...no?",Somewhere in space and time.,pos
6344,@DIRTYYYSOUTH @realDonaldTrump @HillaryClinton lol lol lol yep and she is a professional victim,United States,pos
6345,"@HillaryClinton if Trump builds pipeline, Buffett loses 44 Bil, oh yah, he's with her End the Elitist Establishment  https://t.co/Y5sqYHJDqq",USA,neg
6346,"RT @FreeBeacon: .@HillaryClinton Claims She is a No-Excuse Person https://t.co/n2aJbnl43X 

Roll The Tape: https://t.co/qnbN8EgQGT","Connecticut, USA",neu
6347,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,USA without Liberals,neu
6348,RT @YoungDems4Trump: Show this to those who don't fully grasp the severity of @HillaryClinton's email breach. Because the media won't. http,Indiana,neu
6349,RT @jliz05120521: Listen to Crooked Hitlary by @Ziplok HRC bloviatating #NeverHillary https://t.co/waK3Wnywtd,"Chula Vista, CA",neu
6350,@HillaryClinton @TheNotoriousMMA drop out bitch,"North Huntingdon, PA",neg
6351,RT @VoteHillary2016: .@HillaryClinton up by 12 points over @realDonaldTrump in Virginia according to latest @QuinnipiacPoll via @FoxNews ht,"Houston, TX",neu
6352,"@LeeCamp @nytimes People say @HillaryClinton put national security at risk. Let's be honest, Hillary IS a national threat. #NeverHillary",New York,pos
6353,RT @hilarybama: .@MomsDemand @HillaryClinton #MomsDemandHillary &amp; we mean it! We will knock on every door finding #gunsense voters https://,Illinois,neu
6354,@FoxNews @HillaryClinton How does a Jew celebrate Christmas?,Modesto,pos
6355,"@HillaryClinton ""what difference does it make?"" https://t.co/seiD4AbkpI","ThisPresident, SucksAnus",neu
6356,RT @evanasmith: Alan Dershowitz will play @realdonaldtrump in @hillaryclinton debate prep https://t.co/9tbg1k3u66 https://t.co/9tbg1k3u66,NYC,neu
6357,"Retweeted God's Rock Eli (@Elimelech_Ring):

@sophie_diesel @realDonaldTrump @POTUS @HillaryClinton @netanyahu... https://t.co/w7lBvuJmJm",Messiah Jesus!Go 2 Hell Satan!,neg
6358,RT @TomDangora: These awesome people took a bus with me to Philly to canvas for @HillaryClinton AMAZING DEDICATION #StrongerTogether https:,"California, USA",pos
6359,@VoteHillary2016 @HillaryClinton @realDonaldTrump @QuinnipiacPoll @FoxNews Enjoy what????,"West Vancouver, British Columbia",neg
6360,"RT @Mi_Astronauta: @sallykohn @HillaryClinton @realDonaldTrump HRC was SOS when the Syria ""red line"" garbage started.  She doesn't want to","Kenosha, Wisconsin",neg
6361,"RT @bfraser747:  CAUTION

 Clinton body count - Here's a few suspicious deaths of people close to @billclinton &amp; @HillaryClinton https:/","Downey, CA",neg
6362,"@HillaryClinton  That picture of you deleting emails, though ","Florida, USA",neu
6363,@jonygitar @JoeBiden @HillaryClinton @PolitixGal LOL Why yes he is.,Myrtle Beach S.C. USA,neg
6364,@WR_Systems @alisabatman @cspanwj @HillaryClinton @RNRKentucky Obama Hillary Obama Hillary Obama Hillary wake up https://t.co/GQIHFPckir,"Georgia, USA",neu
6365,RT @terrymendozer: @trumper_tantrum @JamesJJRyan @HillaryClinton @CdnPolitico Hillary raising middle class taxes https://t.co/lnT6kLPvU9,United States,neu
6366,"RT @tpsavah: @FreeBeacon @HillaryClinton 
My thought still is why would we respect someone who let themselves be humiliated over &amp; over pub","Connecticut, USA",pos
6367,RT @hilarybama: .@MomsDemand @HillaryClinton #MomsDemandHillary &amp; we mean it! We will knock on every door finding #gunsense voters https://,"Hollywood, Florida",neu
6368,@BernieSanders @SenSanders @DrJillStein @LeeCamp @realDonaldTrump @HillaryClinton Trust hmmm that takes honesty H no https://t.co/GDsoOjtC4X,Bloomer WI,pos
6369,RT @politico: Justin Timberlake steps in to host @HillaryClinton's West Coast fundraiser https://t.co/8NgRm5dgd7 | Getty https://t.co/JCUhg,USA,neu
6370,"RT @Bikers4Trump: The Liars of @CNN blame Trump for Russia Hacking @HillaryClinton but the @ClintonFdn is funded by Russia!
https://t.co/AG", From No. Dakota now Calif.,neu
