@relation mytest

@attribute age {<=33,<=49&>33,<=87&>49}
@attribute job {blue-collar,entrepreneur,management,technician,self-employed,admin.,student,services,unemployed,housemaid,retired,unknown}
@attribute marital {single,married,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance {Very-Low,Low,Medium,High}
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,feb,jun,aug,jul,sep,apr,jan,nov,mar,oct,dec}
@attribute campaign numeric
@attribute poutcome {unknown,success,failure,other}
@attribute y {no,yes}

@data
<=49&>33,retired,married,secondary,no,Medium,yes,no,unknown,may,13,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,management,single,primary,no,Medium,no,no,unknown,jun,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,3,unknown,no
<=49&>33,services,divorced,secondary,no,Medium,yes,no,cellular,may,2,unknown,no
<=49&>33,services,married,secondary,no,Medium,no,no,cellular,aug,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,no,cellular,aug,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,self-employed,married,tertiary,no,Medium,no,no,cellular,jul,14,unknown,no
<=49&>33,blue-collar,single,primary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,blue-collar,single,secondary,no,Medium,yes,no,cellular,jul,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Medium,no,yes,cellular,aug,3,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Medium,no,yes,cellular,jul,1,unknown,no
<=49&>33,management,single,tertiary,no,Medium,no,no,cellular,oct,4,unknown,no
<=49&>33,unemployed,married,secondary,no,Medium,yes,no,cellular,may,4,other,no
<=49&>33,admin.,married,secondary,no,Medium,no,no,cellular,may,2,unknown,no
<=49&>33,entrepreneur,single,secondary,no,Medium,no,yes,cellular,jul,4,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,no,cellular,apr,2,unknown,no
<=49&>33,services,divorced,secondary,no,Medium,yes,no,cellular,feb,1,unknown,no
<=49&>33,entrepreneur,single,tertiary,no,Medium,yes,yes,cellular,nov,1,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Medium,no,no,cellular,nov,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,1,unknown,no
<=49&>33,services,single,secondary,no,Medium,yes,no,cellular,feb,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,no,telephone,jul,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,unknown,jun,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,no,no,cellular,apr,2,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,no,no,cellular,jul,2,unknown,no
<=49&>33,self-employed,single,tertiary,no,Medium,no,no,unknown,jun,2,unknown,no
<=49&>33,self-employed,married,secondary,no,Medium,no,no,cellular,apr,2,success,no
<=49&>33,management,divorced,tertiary,no,Medium,yes,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,single,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,management,single,tertiary,no,Medium,yes,no,cellular,jul,1,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,yes,no,cellular,apr,2,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,cellular,aug,9,unknown,no
<=49&>33,self-employed,married,secondary,no,Medium,no,no,cellular,aug,2,unknown,no
<=49&>33,technician,married,unknown,no,Medium,no,no,cellular,jul,3,unknown,no
<=49&>33,technician,single,tertiary,no,Medium,yes,no,cellular,may,1,other,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,aug,13,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,no,no,cellular,aug,3,unknown,no
<=49&>33,entrepreneur,single,secondary,no,Medium,no,no,cellular,jul,3,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,nov,1,failure,no
<=49&>33,unemployed,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,yes,cellular,nov,2,other,no
<=49&>33,blue-collar,single,unknown,no,Medium,yes,no,unknown,jun,3,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,aug,3,unknown,no
<=49&>33,self-employed,married,secondary,no,Medium,yes,no,cellular,nov,1,failure,no
<=49&>33,management,married,tertiary,no,Medium,no,yes,cellular,jan,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,unknown,jun,4,unknown,no
<=49&>33,unemployed,divorced,secondary,no,Medium,yes,yes,cellular,nov,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,jan,2,failure,no
<=49&>33,management,single,tertiary,no,Medium,yes,no,cellular,may,1,unknown,no
<=49&>33,self-employed,single,tertiary,no,Medium,yes,no,cellular,nov,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,yes,cellular,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,jul,2,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,yes,cellular,nov,2,failure,no
<=49&>33,unemployed,divorced,secondary,no,Medium,no,no,cellular,jan,1,failure,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,services,single,secondary,no,Medium,no,no,cellular,may,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,aug,17,unknown,no
<=49&>33,admin.,married,tertiary,no,Medium,yes,yes,cellular,jul,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,feb,2,other,no
<=49&>33,blue-collar,single,primary,no,Medium,yes,yes,cellular,jul,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Medium,yes,no,unknown,may,4,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,unemployed,divorced,secondary,no,Medium,yes,no,cellular,feb,1,failure,no
<=49&>33,unemployed,married,primary,no,Medium,yes,yes,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,no,no,unknown,jun,7,unknown,no
<=49&>33,technician,single,tertiary,no,Medium,yes,no,cellular,apr,1,other,no
<=49&>33,services,married,tertiary,no,Medium,no,no,cellular,aug,9,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,services,single,secondary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Medium,yes,yes,unknown,may,4,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,no,no,cellular,aug,1,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Medium,yes,yes,cellular,aug,8,unknown,no
<=49&>33,services,single,secondary,no,Medium,yes,no,cellular,feb,2,failure,no
<=49&>33,management,married,secondary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,technician,single,secondary,no,Medium,no,no,cellular,feb,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,yes,cellular,jul,1,unknown,no
<=49&>33,services,divorced,secondary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,technician,single,secondary,no,Medium,yes,yes,unknown,may,6,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,jul,10,unknown,no
<=49&>33,unemployed,single,tertiary,no,Medium,no,no,cellular,feb,1,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Medium,no,no,unknown,jun,3,unknown,no
<=49&>33,management,single,tertiary,no,Medium,no,no,cellular,jan,1,unknown,no
<=49&>33,entrepreneur,single,tertiary,no,Medium,yes,no,cellular,nov,1,failure,no
<=49&>33,admin.,single,tertiary,no,Medium,no,no,cellular,nov,4,failure,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,nov,1,unknown,no
<=49&>33,services,single,secondary,no,Medium,yes,yes,cellular,apr,1,unknown,no
<=49&>33,blue-collar,single,primary,no,Medium,yes,yes,unknown,aug,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,jul,5,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,no,no,unknown,jun,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,sep,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,jun,4,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,yes,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,nov,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,apr,1,failure,yes
<=49&>33,technician,married,secondary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,management,single,tertiary,no,Medium,yes,no,cellular,apr,3,unknown,no
<=49&>33,entrepreneur,married,primary,no,Medium,no,no,cellular,may,1,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,divorced,primary,no,Medium,yes,no,unknown,may,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,nov,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,telephone,nov,3,other,no
<=49&>33,blue-collar,married,primary,no,Medium,no,no,cellular,aug,8,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,telephone,jul,14,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,blue-collar,married,secondary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,yes,unknown,may,5,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,no,no,cellular,aug,6,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,aug,1,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,management,single,secondary,no,Medium,no,no,cellular,jun,2,unknown,no
<=49&>33,services,divorced,secondary,no,Medium,no,no,cellular,feb,6,unknown,no
<=49&>33,technician,single,secondary,no,Medium,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,single,primary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,unemployed,married,tertiary,no,Medium,no,no,unknown,may,6,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,yes,no,cellular,may,1,other,no
<=49&>33,entrepreneur,married,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,services,divorced,secondary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,management,single,unknown,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,telephone,jul,6,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,telephone,feb,2,unknown,no
<=49&>33,entrepreneur,single,secondary,no,Medium,no,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,aug,6,unknown,no
<=49&>33,technician,single,tertiary,no,Medium,no,no,cellular,aug,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,yes,cellular,apr,1,failure,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,no,no,cellular,jan,4,failure,no
<=49&>33,technician,married,tertiary,no,Medium,no,no,cellular,oct,2,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,yes,no,cellular,feb,2,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,self-employed,single,tertiary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,management,single,tertiary,no,Medium,yes,no,cellular,jan,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,student,single,tertiary,no,Medium,no,no,cellular,feb,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,yes,yes,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,3,failure,no
<=49&>33,management,married,tertiary,no,Medium,no,yes,cellular,feb,1,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,3,failure,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,may,6,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,cellular,feb,3,failure,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,feb,4,failure,no
<=49&>33,unemployed,married,tertiary,no,Medium,yes,no,cellular,nov,7,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,nov,2,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,yes,no,telephone,nov,3,unknown,no
<=49&>33,self-employed,married,tertiary,no,Medium,yes,no,cellular,apr,1,failure,no
<=49&>33,blue-collar,married,primary,no,Medium,no,no,cellular,aug,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,telephone,jan,3,other,no
<=49&>33,technician,divorced,secondary,no,Medium,yes,no,cellular,may,2,failure,no
<=49&>33,unknown,married,unknown,no,Medium,no,no,cellular,aug,1,success,no
<=49&>33,technician,divorced,tertiary,no,Medium,yes,no,telephone,may,1,failure,no
<=49&>33,blue-collar,single,tertiary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,yes,cellular,may,9,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Medium,yes,no,cellular,jul,4,unknown,no
<=49&>33,technician,single,tertiary,no,Medium,no,no,cellular,aug,10,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,2,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,yes,cellular,aug,6,unknown,no
<=49&>33,services,married,secondary,no,Medium,no,no,cellular,nov,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,nov,1,unknown,no
<=49&>33,self-employed,married,secondary,no,Medium,no,no,unknown,jun,6,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,technician,single,tertiary,no,Medium,no,no,cellular,aug,10,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,no,unknown,jun,6,unknown,no
<=49&>33,technician,divorced,tertiary,no,Medium,yes,no,cellular,nov,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,yes,unknown,jun,1,unknown,no
<=49&>33,unknown,married,primary,no,Medium,no,no,cellular,jul,2,unknown,no
<=49&>33,admin.,single,secondary,no,Medium,no,no,telephone,nov,7,other,no
<=49&>33,technician,single,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,jul,5,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,aug,5,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,sep,2,unknown,no
<=49&>33,technician,single,tertiary,no,Medium,yes,no,cellular,jan,2,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,cellular,may,4,unknown,no
<=49&>33,management,married,secondary,no,Medium,yes,no,telephone,nov,1,other,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,apr,1,other,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,feb,2,failure,no
<=49&>33,management,single,secondary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,yes,yes,cellular,nov,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,no,yes,unknown,may,1,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,single,tertiary,no,Medium,no,no,cellular,jul,1,unknown,no
<=49&>33,self-employed,married,secondary,no,Medium,no,no,unknown,jun,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,1,failure,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,telephone,may,2,failure,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,1,other,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,nov,6,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Medium,yes,yes,cellular,jul,1,unknown,no
<=49&>33,unemployed,married,primary,no,Medium,no,no,cellular,feb,3,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,may,4,failure,no
<=49&>33,technician,married,secondary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,telephone,jul,1,unknown,no
<=49&>33,management,married,secondary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,self-employed,married,tertiary,no,Medium,yes,no,cellular,nov,1,failure,no
<=49&>33,technician,married,secondary,no,Medium,yes,yes,cellular,aug,2,unknown,no
<=49&>33,technician,single,secondary,no,Medium,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,single,primary,no,Medium,yes,yes,telephone,may,1,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,cellular,nov,7,failure,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,telephone,apr,1,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,no,yes,cellular,jul,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,feb,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,yes,cellular,apr,1,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,yes,unknown,may,2,unknown,no
<=49&>33,admin.,married,primary,no,Medium,no,no,cellular,may,5,other,no
<=49&>33,management,single,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,1,unknown,no
<=49&>33,management,married,secondary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,management,married,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,yes,cellular,nov,1,unknown,no
<=49&>33,management,divorced,secondary,no,Medium,yes,no,cellular,may,1,unknown,no
<=49&>33,self-employed,married,tertiary,no,Medium,no,no,cellular,aug,2,failure,no
<=49&>33,student,married,secondary,no,Medium,no,no,unknown,jun,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,unknown,no,Medium,yes,no,cellular,apr,2,failure,no
<=49&>33,admin.,single,secondary,no,Medium,yes,no,cellular,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,married,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,yes,cellular,jul,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,management,single,tertiary,no,Medium,no,no,cellular,aug,5,unknown,no
<=49&>33,self-employed,married,secondary,no,Medium,no,no,cellular,jul,1,unknown,no
<=49&>33,admin.,divorced,secondary,no,Medium,yes,no,cellular,jan,1,unknown,no
<=49&>33,blue-collar,divorced,secondary,no,Medium,no,yes,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,may,6,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,may,3,failure,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,yes,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,jun,9,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,yes,no,unknown,may,3,unknown,no
<=49&>33,management,single,tertiary,no,Medium,no,no,cellular,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,may,15,unknown,no
<=49&>33,admin.,divorced,secondary,no,Medium,yes,no,unknown,jun,3,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,divorced,unknown,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,cellular,feb,2,unknown,no
<=49&>33,admin.,divorced,unknown,no,Medium,yes,no,telephone,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,aug,8,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,aug,6,unknown,no
<=49&>33,management,divorced,secondary,no,Medium,no,no,cellular,aug,6,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,cellular,may,1,failure,no
<=49&>33,self-employed,married,tertiary,no,Medium,no,no,cellular,jun,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,may,1,other,no
<=49&>33,management,divorced,tertiary,no,Medium,no,yes,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,no,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,jun,5,unknown,no
<=49&>33,management,single,tertiary,no,Medium,no,no,cellular,aug,9,unknown,no
<=49&>33,housemaid,divorced,secondary,no,Medium,yes,no,cellular,may,1,failure,no
<=49&>33,technician,married,unknown,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,single,secondary,no,Medium,yes,no,cellular,jul,8,unknown,no
<=49&>33,technician,married,tertiary,no,Medium,yes,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,jun,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,divorced,secondary,no,Medium,yes,no,cellular,jul,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,cellular,aug,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,no,cellular,jul,2,failure,no
<=49&>33,blue-collar,single,primary,no,Medium,no,no,cellular,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,feb,1,unknown,no
<=49&>33,self-employed,married,tertiary,no,Medium,no,no,cellular,aug,1,failure,no
<=49&>33,entrepreneur,married,secondary,no,Medium,yes,no,cellular,jul,1,unknown,no
<=49&>33,management,single,tertiary,no,Medium,no,yes,unknown,jul,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,no,no,cellular,apr,1,success,yes
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,aug,2,unknown,no
<=49&>33,housemaid,married,tertiary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,1,failure,no
<=49&>33,services,single,secondary,no,Medium,no,no,unknown,oct,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,may,2,failure,no
<=49&>33,management,single,secondary,no,Medium,yes,no,unknown,may,4,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,yes,cellular,may,2,unknown,no
<=49&>33,admin.,married,tertiary,no,Medium,no,no,cellular,aug,7,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,yes,unknown,jun,1,unknown,no
<=49&>33,services,single,secondary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,tertiary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,no,cellular,nov,2,failure,no
<=49&>33,technician,married,unknown,no,Medium,no,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,yes,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,5,unknown,no
<=49&>33,management,single,tertiary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,unknown,may,2,unknown,no
<=49&>33,services,married,secondary,no,Medium,no,no,unknown,jun,2,unknown,no
<=49&>33,admin.,divorced,secondary,no,Medium,yes,no,cellular,may,3,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,jul,2,unknown,no
<=49&>33,self-employed,married,tertiary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,technician,married,secondary,no,Medium,no,no,unknown,may,5,unknown,no
<=49&>33,unknown,single,secondary,no,Medium,no,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,no,cellular,may,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,yes,yes,unknown,jun,1,unknown,no
<=49&>33,services,single,secondary,no,Medium,no,no,unknown,jun,13,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,may,2,unknown,no
<=49&>33,services,married,secondary,no,Medium,yes,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,apr,2,unknown,no
<=49&>33,management,single,primary,no,Medium,no,no,telephone,jul,6,unknown,no
<=49&>33,blue-collar,married,primary,no,Medium,no,no,unknown,jun,2,unknown,no
<=49&>33,technician,married,secondary,no,Medium,yes,no,cellular,may,2,unknown,no
<=49&>33,management,single,tertiary,no,Medium,yes,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Medium,yes,no,cellular,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Medium,yes,yes,cellular,nov,1,unknown,no
<=49&>33,admin.,married,tertiary,no,Medium,yes,no,cellular,feb,2,unknown,no
<=49&>33,management,married,secondary,no,Medium,no,no,cellular,jul,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Medium,no,yes,cellular,aug,2,unknown,no
