"Y"_City,_Arkansas 34.735104 -94.073257
Lowes_Grove,_North_Carolina 35.90348 -78.8888966
Lowry,_Minnesota 45.7048177 -95.5195801
Loxley,_Alabama 30.6182476 -87.7530454
Lubbock,_Texas 33.5778631 -101.8551665
Lubes,_Maine 44.8585863 -66.9835907
Lucas,_Iowa 41.0274991 -93.4599348
Lucedale,_Mississippi 30.9251869 -88.5900235
Luck,_Wisconsin 45.5760664 -92.4827001
Ludington,_Michigan 43.9552825 -86.4525831
Ludlow,_California 34.7211004 -116.1600117
Ludlow,_Massachusetts 42.1600936 -72.475919
Ludlow,_Vermont 43.3959056 -72.7006518
Ludowici,_Georgia 31.7079919 -81.7423357
Lufkin,_Texas 31.3382406 -94.729097
Lukeville,_Arizona 31.8825681 -112.8157127
Luling,_Texas 29.6805066 -97.647498
Lumberton,_North_Carolina 34.6182199 -79.0086424
Lumberton,_Texas 30.2657655 -94.1996286
Lundbreck,_Alberta 49.583426 -114.164098
Lunenburg,_Massachusetts 42.5945273 -71.7245035
Lunenburg,_Virginia 36.9612967 -78.2660275
Luning,_Nevada 38.5054179 -118.1785055
Luray,_Kansas 39.1105665 -98.6889633
Luray,_Virginia 38.665397 -78.4594522
Lusk,_Wyoming 42.7624668 -104.4521747
Lutesville,_Missouri 37.3003315 -89.9812128
Lutherville,_Maryland 39.4212175 -76.6260805
Luverne,_Alabama 31.7165455 -86.2638492
Luverne,_Minnesota 43.6555249 -96.2025289
Luxemburg,_Iowa 42.6027721 -91.0740206
Luxemburg,_Minnesota 45.3822007 -94.4489783
Lyman,_Iowa 41.231101 -94.9844323
Lynchburg,_Virginia 37.4137536 -79.1422464
Lyndon,_Vermont 44.5453088 -72.0000723
Lynndyl,_Utah 39.519119 -112.3757785
Lynnwood,_Washington 47.8209301 -122.3151313
Lyons,_Kansas 38.3450104 -98.2017268
Lytton,_British_Columbia 50.233258 -121.581404
Mac's_Corner,_South_Dakota 44.2519313 -99.4414977
Macedonia,_Ohio 41.3174524 -81.5047772
Mackeyville,_Pennsylvania 41.054512 -77.461375
Mackinaw_City,_Michigan 45.7774987 -84.7271465
Mackville,_Wisconsin 44.343611 -88.415
Macomb,_Illinois 40.4592076 -90.6717971
Macon,_Georgia 32.8406946 -83.6324022
Macon,_Mississippi 33.1054039 -88.5608767
Macon,_Missouri 39.7422561 -92.4726859
Macwahoc,_Maine 45.6283921 -68.2627986
Madawaska,_Maine 47.3553154 -68.3217027
Madill,_Oklahoma 34.0903751 -96.7716691
Madison,_California 38.6793483 -121.9683023
Madison,_Georgia 33.5956813 -83.467944
Madison,_Indiana 38.7358933 -85.3799577
Madison,_South_Dakota 44.0060847 -97.1139496
Madison,_Wisconsin 43.0730517 -89.4012302
Madison_Heights,_Michigan 42.4858692 -83.1052028
Madison_Junction,_Wyoming 44.6466971 -110.8579038
Madisonville,_Texas 30.9499111 -95.9116188
Madras,_Oregon 44.6334544 -121.1294872
Madrid,_Iowa 41.8779511 -93.8156689
Magee,_Mississippi 31.8737712 -89.7336852
Magic_City,_Idaho 43.2551815 -114.3867132
Magnolia,_Arkansas 33.2670725 -93.239334
Mahnomen,_Minnesota 47.3172749 -95.9655384
Maidstone,_Ontario 42.209455 -82.887676
Malaga,_New_Jersey 39.5717372 -75.0540455
Malcom,_Iowa 41.7083302 -92.559076
Malden,_Illinois 41.4244797 -89.3692566
Malden,_Missouri 36.5570028 -89.9664798
Mall_of_America,_Minnesota 44.856253 -93.241675
Malone,_New_York 44.8486596 -74.2948983
Malta,_Montana 48.3597197 -107.8742831
Mammoth_Hot_Springs,_Wyoming 44.976487 -110.6998729
Mammoth_Spring,_Arkansas 36.4956181 -91.5406968
Mancelona,_Michigan 44.902229 -85.0608848
Manchester,_Iowa 42.4857853 -91.4579698
Manchester,_New_Hampshire 42.9956397 -71.4547891
Manchester,_Tennessee 35.4817431 -86.0885993
Manchester_Depot,_Vermont 43.173965 -73.0356594
Mandan,_North_Dakota 46.8266603 -100.8895761
Manhattan,_Kansas 39.1836082 -96.5716694
Manitowish,_Wisconsin 46.133056 -90.013333
Manitowoc,_Wisconsin 44.0886059 -87.657584
Mankato,_Minnesota 44.1635775 -93.9993996
Mankato,_Nebraska 39.7872343 -98.2100511
Manning,_South_Carolina 33.6951627 -80.2109134
Mansfield,_Louisiana 32.0376629 -93.7001819
Mansfield,_Massachusetts 42.0334565 -71.2190578
Mansfield,_Missouri 37.1067189 -92.5807231
Mansfield,_Ohio 40.75839 -82.5154471
Mansfield,_Pennsylvania 41.8072961 -77.077468
Mansfield_Depot,_Connecticut 41.8014871 -72.3064691
Manteca,_California 37.7974273 -121.2160526
Manton,_Michigan 44.4108396 -85.3989439
Manvel,_North_Dakota 48.0777615 -97.1764649
Manvel,_Texas 29.4627365 -95.357994
Many,_Louisiana 31.5687848 -93.4840645
Manzanita_Lake,_California 40.5326867 -121.5673417
Maple_Valley,_Michigan 43.3326811 -85.3756249
Maple_Valley,_Washington 47.3613229 -122.0405833
Maple_View,_New_York 43.4572919 -76.1452031
Maplesville,_Alabama 32.7884608 -86.8716549
Mapleton,_Oregon 44.0312703 -123.8595462
Maplewood,_Minnesota 44.9530215 -92.9952153
Maplewood,_Missouri 38.6125521 -90.3245599
Maquoketa,_Iowa 42.0689088 -90.6656914
Marathon,_Texas 30.2051688 -103.2446205
Marble_Falls,_Texas 30.5782446 -98.2728003
Marcellus,_Kentucky 37.6861899 -84.6771664
Marcoux,_Minnesota 43.8085892 -91.7544088
Mardela_Springs,_Maryland 38.4598391 -75.7590991
Marengo,_Saskatchewan 51.4803352 -109.7838672
Marenisco,_Michigan 46.3763371 -89.6962682
Marfa,_Texas 30.3094622 -104.020623
Margaree_Forks,_Nova_Scotia 46.332937 -61.096054
Marianna,_Arkansas 34.7737082 -90.7576112
Marianna,_Florida 30.7743596 -85.2268735
Maricopa,_California 35.058858 -119.4009509
Marietta,_Ohio 39.415352 -81.4548436
Marin_City,_California 37.868538 -122.5091404
Marinette,_Wisconsin 45.0999849 -87.6306623
Marion,_Arkansas 35.2145336 -90.1964835
Marion,_Connecticut 41.5637086 -72.9256587
Marion,_Illinois 37.7306054 -88.9331256
Marion,_Iowa 42.033279 -91.5968958
Marion,_Kansas 38.3483493 -97.017245
Marion,_Kentucky 37.3328286 -88.0811349
Marion,_Minnesota 43.943575 -92.3482254
Marion,_Ohio 40.5886699 -83.1285242
Marion,_South_Carolina 34.178216 -79.4006069
Mariposa,_California 37.4849377 -119.9662843
Marked_Tree,_Arkansas 35.5328594 -90.4206578
Markle,_Indiana 40.8292133 -85.3355282
Marks,_Mississippi 34.2565 -90.2720375
Marlborough,_Connecticut 41.6314378 -72.459634
Marlborough,_Massachusetts 42.3459271 -71.5522874
Marler,_North_Carolina 36.1276346 -80.8203475
Marlinton,_West_Virginia 38.2234533 -80.0945099
Marlow,_New_Hampshire 43.1159114 -72.1970297
Marmet,_West_Virginia 38.2453787 -81.567064
Marquette,_Michigan 46.5475825 -87.3955954
Mars_Hill,_Maine 46.5153817 -67.8661131
Marshall,_Illinois 39.3914252 -87.6936384
Marshall,_Michigan 42.2722641 -84.9633148
Marshall,_Minnesota 44.448423 -95.7911916
Marshall,_Missouri 39.1230777 -93.1968704
Marshall,_Texas 32.5448714 -94.3674184
Marshall,_Virginia 38.8648561 -77.8577673
Marshfield,_Wisconsin 44.6688524 -90.1717987
Marshland,_Wisconsin 44.075695 -91.553894
Marsing,_Idaho 43.5454359 -116.8131958
Martell,_Wisconsin 44.8296888 -92.397689
Marten_River,_Ontario 46.733319 -79.801731
Martensdale,_Iowa 41.3730474 -93.7357761
Marthasville,_Missouri 38.6283838 -91.0576449
Martin,_Michigan 42.5369783 -85.6416846
Martin,_South_Dakota 43.1724984 -101.7326485
Martin,_Tennessee 36.3433965 -88.8503379
Martindale_Depot,_New_York 40.7127837 -74.0059413
Martinez,_Georgia 33.5173577 -82.0756734
Martinsville,_Indiana 39.4278253 -86.4283279
Martinsville,_Virginia 36.6915262 -79.8725386
Maryhill,_Washington 45.6870683 -120.8136737
Marystown,_Newfoundland 47.1650754 -55.1555299
Marysville,_California 39.1457253 -121.5913547
Marysville,_Kansas 39.8411129 -96.647242
Marysville,_Ohio 40.2364486 -83.3671432
Maryville,_Missouri 40.3461017 -94.8724706
Maryville,_Tennessee 35.7564719 -83.9704593
Mashanoquet_Brook,_Connecticut 41.8521127 -71.9395888
Mason,_Texas 30.7487884 -99.230611
Mason_City,_Iowa 43.1535728 -93.2010367
Mass_City,_Michigan 46.7638275 -89.0862501
Massillon,_Ohio 40.7967244 -81.5215093
Matador,_Texas 34.0120211 -100.8220785
Matamoros,_Tamaulipas 25.8690294 -97.5027376
Matheson,_Ontario 48.5338059 -80.4640886
Mathiston,_Mississippi 33.5401213 -89.1242306
Mattawa,_Ontario 46.31748 -78.702193
Matteson,_Illinois 41.5039235 -87.7131018
Mattoon,_Illinois 39.4830897 -88.3728255
Mattydale,_New_York 43.0978449 -76.1452021
Maumee,_Ohio 41.5628294 -83.6538244
Mauriceville,_Texas 30.2035419 -93.8662819
Mauston,_Wisconsin 43.7971946 -90.0773495
Mayfield,_Kentucky 36.7417235 -88.6367154
Mayfield_Heights,_Ohio 41.5192189 -81.457896
Mayhew,_Mississippi 33.4848427 -88.6344919
Mazomanie,_Wisconsin 43.1766586 -89.7948452
McAlester,_Oklahoma 34.9334298 -95.7697131
McAllen,_Texas 26.2034071 -98.2300124
McArthur,_Ohio 39.2464596 -82.4784898
McCalla,_Alabama 33.348723 -87.0141602
McCallum,_Mississippi 31.2376782 -89.212559
McCammon,_Idaho 42.6504719 -112.1930226
McCarney,_Texas 36.1242797 -102.4824084
McCleary,_Washington 47.053151 -123.2654308
McClellan_AFB,_California 38.6733377 -121.390048
McClure,_Illinois 37.317828 -89.4314781
McComb,_Mississippi 31.2437872 -90.4531535
McConnellsburg,_Pennsylvania 39.932589 -77.9988906
McCook,_Nebraska 40.1966701 -100.6248741
McEwensville,_Pennsylvania 41.072862 -76.8177399
McGehee,_Arkansas 33.6255234 -91.3945566
McGregor,_Minnesota 46.6068263 -93.308687
McIntosh,_South_Dakota 45.92139 -101.3495764
McKee_City,_New_Jersey 39.4503944 -74.6407142
McKenney,_Virginia 36.9868155 -77.7230492
McKenzie,_Tennessee 36.1325616 -88.5186636
McKinney,_Texas 33.1972465 -96.6397822
McKittrick,_Missouri 38.7350447 -91.4437741
McLaughlin,_South_Dakota 45.8144431 -100.8104113
McLean,_Illinois 40.3144833 -89.169809
McLean,_Nebraska 42.3868036 -97.4685644
McLean,_Virginia 38.9338676 -77.1772604
McLilwain,_Tennessee 36.5909487 -82.2645178
McMinnville,_Oregon 45.2101162 -123.1987163
McMinnville,_Tennessee 35.6865889 -85.7801453
McNeil,_Arkansas 33.3479029 -93.2098897
McPherson,_Kansas 38.3708415 -97.6642087
McRae,_Georgia 32.0679541 -82.9006993
Mead,_Nebraska 41.2286493 -96.489212
Meade,_Kansas 37.2855796 -100.3401456
Meadow,_South_Dakota 45.5291517 -102.2162732
Meadowville,_Virginia 38.798171 -77.8152717
Meadville,_Louisiana 31.2347072 -90.7756893
Meadville,_Pennsylvania 41.6414438 -80.1514484
Mechanicsville,_Virginia 37.6087561 -77.3733139
Medford,_Oregon 42.3265152 -122.8755949
Medford,_Wisconsin 45.1385798 -90.3401404
Medicine_Bow,_Wyoming 41.8955212 -106.2047385
Medicine_Hat,_Alberta 50.0405486 -110.6764258
Medicine_Lodge,_Kansas 37.2811339 -98.580361
Mehlville,_Missouri 38.5083865 -90.3228941
Melbeta,_Nebraska 41.7824153 -103.5179167
Melbourne,_Arkansas 36.0595148 -91.9084819
Melbourne,_Florida 28.0836269 -80.6081089
Mellen,_Wisconsin 46.325506 -90.6610165
Memphis,_Tennessee 35.1495343 -90.0489801
Mendenhall,_Mississippi 31.9618236 -89.870078
Mendon,_Michigan 42.0064378 -85.4499887
Mendota_Heights,_Minnesota 44.8835768 -93.1382749
Mendota_exit_[Jct_I-5_&_CA_33],_California 36.778261 -119.4179324
Menomonee_Falls,_Wisconsin 43.1788967 -88.1173132
Menomonie,_Wisconsin 44.8755183 -91.9193422
Mentor,_Tennessee 35.8217485 -84.0118513
Merced,_California 37.3021632 -120.4829677
Mercer,_Pennsylvania 41.2270025 -80.2397852
Meredith,_New_Hampshire 43.6575331 -71.500317
Meriden,_Connecticut 41.5381535 -72.8070435
Meriden,_Illinois 41.5714204 -89.0334176
Meridian,_Mississippi 32.3643098 -88.703656
Merna,_Nebraska 41.483894 -99.7601181
Merriam,_Kansas 39.0236165 -94.6935701
Merrifield,_Virginia 38.8742785 -77.2269262
Merrill,_Wisconsin 45.1805223 -89.683459
Merrillan,_Wisconsin 44.4510731 -90.8412561
Merrillville,_Indiana 41.4828144 -87.3328139
Merriman,_Nebraska 42.9197225 -101.7007033
Merritt,_British_Columbia 50.1113079 -120.7862222
Merritt_Pass,_Arizona 34.1072479 -112.9907416
Merriweather,_Michigan 46.5735585 -89.6357124
Mesa,_Arizona 33.4151843 -111.8314724
Mesa,_Washington 46.5762498 -119.0066733
Mesick,_Michigan 44.4052816 -85.713401
Mesquite,_Texas 32.7667955 -96.5991593
Metairie,_Louisiana 29.9840922 -90.1528519
Methuen,_Massachusetts 42.7262016 -71.1908924
Mexicali,_Baja_California_Norte 32.5868197 -115.381843
Mexican_Water,_Arizona 36.9569509 -109.644402
Mexico,_New_York 43.4595138 -76.2288176
Miami,_Florida 25.7616798 -80.1917902
Miami,_Oklahoma 36.8745146 -94.8774554
Miamisburg,_Ohio 39.6428362 -84.2866083
Miamitown,_Ohio 39.2144197 -84.7046899
Michigan_City,_Indiana 41.7075394 -86.8950297
Middlebury,_Vermont 44.0153371 -73.16734
Middleton,_Nova_Scotia 44.9426281 -65.0687717
Middleton,_Tennessee 35.0645319 -88.8908918
Middleton,_Wisconsin 43.0972174 -89.5042876
Middletown,_California 38.7524045 -122.6149853
Middletown,_Connecticut 41.5623209 -72.6506488
Middletown,_Delaware 39.449556 -75.7163207
Middletown,_Kentucky 38.2453487 -85.5388489
Middletown,_New_York 41.4459271 -74.4229341
Midland,_Michigan 43.6155825 -84.2472116
Midland,_South_Dakota 44.0716539 -101.1554178
Midland,_Texas 31.9973456 -102.0779146
Midlothian,_Texas 32.482361 -96.9944489
Midvale,_Utah 40.6110589 -111.8999353
Midway,_Ohio 39.7333933 -83.477697
Miesville,_Minnesota 44.6005227 -92.8129802
Milaca,_Minnesota 45.755799 -93.6544079
Milan,_Illinois 41.453089 -90.5720803
Milan,_Minnesota 45.1110494 -95.9122928
Milan,_Missouri 40.2022408 -93.125209
Milan,_Ohio 41.2975519 -82.6054547
Milan,_Tennessee 35.9197885 -88.7589488
Milano,_Texas 30.7104729 -96.863314
Milbridge,_Maine 44.5353556 -67.8808344
Milburg,_Michigan 42.1211386 -86.335141
Miles_City,_Montana 46.4083362 -105.8405582
Milesburg,_Pennsylvania 40.9417272 -77.7850021
Milford,_Connecticut 41.2306979 -73.064036
Milford,_Delaware 38.9126129 -75.4279748
Milford,_Maine 44.946216 -68.6439667
Milford,_New_Hampshire 42.8353619 -71.6489836
Milford,_Nova_Scotia 45.040354 -63.4164752
Milford,_Pennsylvania 41.322316 -74.8023882
Milford_Colony,_Montana 47.3296688 -112.2097343
Milford_Jct.,_Indiana 41.427048 -85.845612
Mill_Creek,_California 40.3262701 -121.5227557
Mill_Point,_West_Virginia 38.1581751 -80.1809025
Mill_Shoals,_Illinois 38.2486586 -88.3467125
Mill_Village,_Pennsylvania 41.8764448 -79.9714419
Millbank,_South_Dakota 45.2150121 -96.6338493
Millboro_Springs,_Virginia 37.9959609 -79.6228234
Millbury,_Massachusetts 42.1920719 -71.761522
Milldale,_Connecticut 41.5669981 -72.8990595
Miller,_Kansas 38.634444 -95.990278
Miller,_South_Dakota 44.5183148 -98.988434
Millerton,_New_York 41.9537035 -73.5106791
Millett,_Michigan 42.7000354 -84.6213702
Millington,_Tennessee 35.3414744 -89.8973084
Millport,_Alabama 33.5634478 -88.0814159
Millsboro,_Delaware 38.5915023 -75.2913018
Milltown,_Wisconsin 45.5267978 -92.5090597
Millville,_Kentucky 38.136944 -84.821944
Millville,_Massachusetts 42.0278756 -71.5808973
Millville,_New_Jersey 39.4020596 -75.0393438
Milpitas,_California 37.4323341 -121.8995741
Milton,_Nova_Scotia 44.0607144 -64.7506897
Milwaukee,_Wisconsin 43.0389025 -87.9064736
Minco,_Oklahoma 35.3128371 -97.9444913
Minden,_Louisiana 32.6154278 -93.2868354
Miner,_Missouri 36.891441 -89.5384124
Mineral_Wells,_Texas 32.8084605 -98.1128223
Minneapolis,_Minnesota 44.977753 -93.2650108
Minneola,_Kansas 37.4433558 -100.0151355
Minnetonka,_Minnesota 44.9211836 -93.4687489
Minong,_Wisconsin 46.0993882 -91.8249053
Minot,_North_Dakota 48.2329668 -101.2922906
Minter_City,_Mississippi 33.753449 -90.2945314
Minturn,_Colorado 39.5863749 -106.4308631
Mio,_Michigan 44.6522362 -84.1297276
Mira_Loma,_California 33.9845417 -117.5159449
Miramar,_California 37.49306 -122.45556
Miramar,_Florida 25.9860762 -80.3035602
Miramichi,_New_Brunswick 47.0295709 -65.5059061
Misenheimer,_North_Carolina 35.4848625 -80.2883904
Mission,_Kansas 39.0277832 -94.6557914
Mission,_South_Dakota 43.3058368 -100.6581944
Mission_Hills,_California 34.6882456 -120.4364208
Missoula,_Montana 46.8787176 -113.996586
Missouri_Valley,_Iowa 41.5563713 -95.8877767
Mitchell,_Illinois 38.7642758 -90.0805169
Mitchell,_Indiana 38.7328304 -86.4736019
Mitchell,_Nebraska 41.9428801 -103.8096301
Mitchell,_South_Dakota 43.7094283 -98.0297992
Mize,_Mississippi 31.8684927 -89.5559023
Moberly,_Missouri 39.4183689 -92.4382367
Mobile,_Alabama 30.6953657 -88.0398912
Mocksville,_North_Carolina 35.8940263 -80.5614494
Modesto,_California 37.6390972 -120.9968782
Moffett_Field,_California 37.4271813 -122.0619054
Mohawk,_New_York 43.0114592 -75.0040449
Mojave,_California 35.0524699 -118.1739645
Mokelumne_Hill,_California 38.3004709 -120.7063219
Moline,_Kansas 37.3603149 -96.3038876
Molino,_Florida 30.7240791 -87.3141422
Monahans,_Texas 31.5942991 -102.8926536
Monarch,_Alberta 49.802831 -113.105698
Moncton,_New_Brunswick 46.0878165 -64.7782313
Mondovi,_Wisconsin 44.5677422 -91.6709927
Monero,_New_Mexico 36.9019561 -106.8553155
Monett,_Missouri 36.9289502 -93.9277071
Monico,_Wisconsin 45.5763484 -89.1551206
Monmouth,_Illinois 40.9114271 -90.6473576
Mono_Lake,_California 38.0070587 -119.0122589
Monroe,_Louisiana 32.5093109 -92.1193012
Monroe,_Michigan 41.9164343 -83.3977101
Monroe,_North_Carolina 34.9854275 -80.5495112
Monroe,_Washington 47.8553772 -121.9709579
Monroe,_Wisconsin 42.6011194 -89.6384532
Monroe_City,_Missouri 39.6536529 -91.7346056
Monroeville,_Alabama 31.5279399 -87.3247077
Monroeville,_Pennsylvania 40.4211798 -79.7881024
Monse,_Washington 48.1412584 -119.6778339
Mont_Belvieu,_Texas 29.8477222 -94.890758
Monte_Creek,_British_Columbia 50.64894 -119.956431
Monte_Vista,_Colorado 37.5791696 -106.1480842
Monteagle,_Tennessee 35.2400807 -85.8396979
Monterey,_California 36.6002378 -121.8946761
Monterey,_Virginia 38.4123429 -79.5806036
Montesano,_Washington 46.9812062 -123.6026629
Montevideo,_Minnesota 44.9410447 -95.7236136
Montezuma,_Indiana 39.7928162 -87.3708496
Montfort,_Wisconsin 42.9716584 -90.4331808
Montgomery,_Alabama 32.3668052 -86.2999689
Montgomeryville,_Pennsylvania 40.2473291 -75.2437853
Monticello,_Arkansas 33.6289974 -91.7909639
Monticello,_Minnesota 45.3055201 -93.7941378
Monticello,_Mississippi 31.5537807 -90.1073079
Monticello,_Utah 37.8713829 -109.3428948
Montpelier,_Idaho 42.3221498 -111.2977044
Montpelier,_Vermont 44.2600593 -72.5753869
Montrose,_Arkansas 33.2976178 -91.4937317
Montrose,_California 34.206551 -118.224685
Montrose,_Colorado 38.4783198 -107.8761738
Montrose,_Iowa 40.5322644 -91.414876
Montrose,_Michigan 43.1745034 -83.8579053
Montville,_Connecticut 41.4639922 -72.1556189
Monument,_Kansas 39.1044523 -101.0070961
Moorcroft,_Wyoming 44.2633149 -104.9502538
Moore,_Montana 46.975523 -109.6968536
Moore,_Texas 29.0552433 -99.0103089
Moore_Haven,_Florida 26.8331174 -81.0931234
Mooreton,_North_Dakota 46.2685699 -96.8761923
Moorhead,_Minnesota 46.8737648 -96.7678039
Moorland,_Iowa 42.4419167 -94.2960772
Mora,_Minnesota 45.8769031 -93.2938352
Moran,_Kansas 37.9161474 -95.1702546
Moran,_Wyoming 43.8416798 -110.508053
Morehead,_Kansas 37.384228 -95.5077571
Morehead,_Kentucky 38.1839705 -83.4326841
Morganfield,_Kentucky 37.6833776 -87.9166915
Morgans_Corner,_North_Carolina 36.4168 -76.3465
Morgantown,_Kentucky 37.2256023 -86.6835998
Morgantown,_Pennsylvania 40.1552847 -75.8899408
Morgantown,_West_Virginia 39.629526 -79.9558968
Morley,_Missouri 37.0436608 -89.6103611
Morrilton,_Arkansas 35.1509173 -92.7440538
Morrin,_Alberta 51.6602513 -112.7649349
Morris,_Minnesota 45.5919444 -95.9188889
Morrison,_Oklahoma 36.2972705 -97.0080934
Morristown,_New_York 44.5864488 -75.6482908
Morristown,_Tennessee 36.2139814 -83.2948922
Morton,_Illinois 40.6128161 -89.4592609
Morton,_Indiana 39.7631005 -86.9363991
Morton,_Minnesota 44.5514993 -94.9843725
Morton,_Mississppi 32.3537557 -89.6545171
Morton,_Washington 46.5584421 -122.2751046
Mortons_Gap,_Kentucky 37.2367115 -87.4752761
Moses_Lake,_Washington 47.1301417 -119.2780771
Mossville,_Illinois 40.8171184 -89.5679474
Motley,_Minnesota 46.336633 -94.6461768
Mottville,_Michigan 41.7994939 -85.756938
Moulton,_Alabama 34.4812062 -87.2933533
Moultonville,_New_Hampshire 43.7545205 -71.1697909
Mound_City,_South_Dakota 45.7252697 -100.0684524
Mounds,_Illinois 37.1142176 -89.197853
Mount_Airy,_North_Carolina 36.4993007 -80.6072858
Mount_Ayr,_Iowa 40.7147147 -94.235232
Mount_Carmel_Junction,_Utah 37.2227249 -112.679726
Mount_Clemens,_Michigan 42.5972563 -82.8779754
Mount_Enterprise,_Texas 31.9179473 -94.6810439
Mount_Horeb,_Wisconsin 43.008608 -89.7384562
Mount_Morris,_Michigan 43.1186374 -83.6949583
Mount_Morris,_New_York 42.7256184 -77.8741694
Mount_Olive,_Mississippi 31.761274 -89.6550716
Mount_Pleasant,_Michigan 43.5978075 -84.7675139
Mount_Pleasant,_Mississippi 34.9559261 -89.5159118
Mount_Pleasant,_Texas 33.1567863 -94.968269
Mount_Shasta,_California 41.3098746 -122.3105666
Mount_Union,_Pennsylvania 40.3845217 -77.8822199
Mount_Vernon,_Iowa 41.9219522 -91.4168371
Mount_Vernon,_Oregon 44.4176525 -119.1135709
Mount_Vernon,_Texas 33.1887271 -95.2213321
Mountain,_Wisconsin 45.1846963 -88.4737157
Mountain_City,_Tennessee 36.4745636 -81.804838
Mountain_Home,_Arkansas 36.3353949 -92.381346
Mountain_Home,_Idaho 43.1329504 -115.6911975
Mountain_View,_Arkansas 35.8684075 -92.1176521
Mountain_View,_California 37.3860517 -122.0838511
Mountain_View,_West_Virginia 37.652493 -81.996407
Mt._Alto,_West_Virginia 38.8645266 -81.8781907
Mt._Jewett,_Pennsylvania 41.725618 -78.6383591
Mt._Joy,_Iowa 41.6115981 -90.4895708
Mt._Pleasant,_Delaware 40.1913733 -85.5097226
Mt._Pleasant,_Iowa 40.9716959 -91.5487714
Mt._Rush,_Virginia 37.4845666 -78.645152
Mt._Sterling,_Kentucky 38.0564679 -83.9432556
Mt._Vernon,_Illinois 38.3172714 -88.9031201
Mt._Vernon,_Kentucky 37.3528615 -84.3404919
Mt._Vernon,_Ohio 40.3933956 -82.4857181
Mud_Lake,_Idaho 43.841297 -112.4760951
Muddy_Gap,_Wyoming 42.3516238 -107.4572885
Mukwonago,_Wisconsin 42.8666803 -88.3334274
Mulberry,_Ohio 39.1933932 -84.2421586
Mule_Creek_Junction,_Wyoming 43.0759678 -107.2902839
Muleshoe,_Texas 34.2264676 -102.7238263
Mullinville,_Kansas 37.5861307 -99.475674
Muncie,_Indiana 40.1933767 -85.3863599
Munising,_Michigan 46.4110574 -86.6479361
Murdo,_South_Dakota 43.8883224 -100.7129143
Murfreesboro,_North_Carolina 36.4423754 -77.0985752
Murfreesboro,_Tennessee 35.8456213 -86.39027
Murphy,_North_Carolina 35.0875836 -84.0346315
Murrell,_Pennsylvania 40.1687058 -76.1671722
Muscatine,_Iowa 41.424473 -91.0432051
Muscle_Shoals,_Alabama 34.7448112 -87.6675292
Muskegon,_Michigan 43.2341813 -86.2483921
Muskegon_Heights,_Michigan 43.2011264 -86.2389464
Muskellunge_Lake,_Wisconsin 45.9510372 -89.3794109
Muskogee,_Oklahoma 35.7478769 -95.3696909
Myrtle_Beach,_South_Carolina 33.6890603 -78.8866943
Naborton,_Louisiana 32.0418289 -93.5832344
Naches,_Washington 46.730958 -120.699516
Nacogdoches,_Texas 31.6035129 -94.6554874
Nahunta,_Georgia 31.20439 -81.981226
Naksup,_British_Columbia 50.2398537 -117.8011055
Nanafalia,_Alabama 32.1129549 -87.9880248
Nanaimo,_British_Columbia 49.1658836 -123.9400647
Nancy_Greene_Prov._Park,_British_Columbia 49.2505411 -117.9403442
Napa,_California 38.2975381 -122.286865
Napavine,_Washington 46.5745496 -122.9081782
Naples,_Florida 26.1420358 -81.7948103
Naples,_Maine 43.986313 -70.6180214
Napoleon,_Ohio 41.3922726 -84.1252243
Naselle,_Washington 46.3653817 -123.8107056
Nashua,_New_Hampshire 42.7653662 -71.467566
Nashville,_Arkansas 33.9456692 -93.847129
Nashville,_Tennessee 36.1626638 -86.7816016
Natchez,_Mississippi 31.5604442 -91.403171
Natchioches,_Louisiana 31.7607195 -93.0862749
Natick,_Rhode_Island 42.3026317 -71.3323523
Natural_Bridge,_Alabama 34.0934355 -87.601965
Naugatuck,_Connecticut 41.485921 -73.0506972
Navasota,_Texas 30.3879845 -96.0877349
Neah_Bay,_Washington 48.3681223 -124.6249602
Nebraska_City,_Nebraska 40.6765745 -95.8593616
Necedah,_Wisconsin 44.0260775 -90.0740181
Needles,_California 34.8480597 -114.6141315
Neenah,_Wisconsin 44.1858193 -88.462609
Negaunee,_Michigan 46.5090928 -87.6068721
Neillsville,_Wisconsin 44.559962 -90.5962498
Nekoosa,_Wisconsin 44.3124644 -89.9042937
Neligh,_Nebraska 42.1286177 -98.0297887
Nelson,_British_Columbia 49.4928119 -117.2948343
Nelson,_Georgia 34.3820371 -84.3710348
Nelson,_Wisconsin 44.4202448 -92.0082223
Neodesha,_Kansas 37.4183929 -95.6802581
Neosho,_Missouri 36.8689554 -94.367996
Nephi,_Utah 39.7102336 -111.8363216
Neptune,_New_Jersey 40.2091219 -74.0386271
Ness_City,_Kansas 38.4527935 -99.9065136
Nevada,_Missouri 37.8392052 -94.3546719
New_Albany,_Indiana 38.2856247 -85.8241312
New_Albany,_Mississippi 34.4942683 -89.0078418
New_Alexandria,_Pennsylvania 40.3975597 -79.421384
New_Amsterdam,_Wisconsin 43.982361 -91.315117
New_Bedford,_Massachusetts 41.6362152 -70.934205
New_Bern,_North_Carolina 35.108493 -77.0441143
New_Bohemia,_Virginia 37.1842 -77.319763
New_Boston,_Texas 33.4598415 -94.4154787
New_Brighton,_Minnesota 45.0655212 -93.2018908
New_Britain,_Connecticut 41.6612104 -72.7795419
